"","mean","sd","5.5%","94.5%"
"a_gl[28]",0.0333566463659156,0.0617385483141418,-0.044776031925,0.1126439541
"a_gl[29]",-0.2062749327562,0.0822764421303011,-0.3340155433,-0.08297525476
"a_gl[30]",0.153384762568027,0.0750456785382183,0.04651010986,0.26302355945
"a_gl[31]",0.0816762477302408,0.0646479078894614,-0.00104851154,0.1720504095
"a_gl[32]",0.0750627291831523,0.0670844699812561,-0.01525257486,0.16773610545
"a_gl[33]",0.0903663629097256,0.0803963174043991,-0.030609350175,0.2105668221
"a_gl[34]",0.0280094395870585,0.0672022363214003,-0.062208002585,0.12544946385
"a_gl[35]",0.250863000743375,0.0675876830362686,0.15783621465,0.34419744385
"a_gl[36]",0.176533038459397,0.0844163480426857,0.05377785906,0.30308623055
"a_gl[37]",0.0414236986947222,0.0758992196143362,-0.062347131905,0.1523590537
"a_gl[38]",0.0045388436324586,0.0847772624602574,-0.1177264845,0.13322330685
"a_gl[39]",-0.2650987554035,0.101381513152592,-0.42275626115,-0.1113906226
"a_gl[40]",0.110366824373623,0.0818718495360251,-0.0078426188305,0.22983265735
"a_gp[1]",-0.309062932872196,0.365642678157004,-0.89216854725,0.275386652800001
"a_gp[2]",0.05938763148853,0.295584371949213,-0.4232476161,0.51631438515
"a_gp[3]",-0.163233821433848,0.286345540020344,-0.62496169865,0.275469816
"a_gp[4]",-0.175503190061651,0.248261266589542,-0.5747730747,0.19390614025
"a_gp[5]",-0.53284189496052,0.243583498569038,-0.932043159,-0.16436333505
"a_gp[6]",-0.670149323269375,0.432410365092215,-1.3686997175,0.00121781243400011
"a_gp[7]",-0.296948985169385,0.24524857175549,-0.6948489211,0.0653718138800004
"a_gp[8]",-0.40225776349953,0.23321709439427,-0.79043695015,-0.05607361075
"a_gp[9]",-0.888741338050825,0.294984701168244,-1.3801930385,-0.43662757485
"a_gp[10]",-0.770216579862173,0.502016581358371,-1.594203831,-0.00718455145749994
"a_gp[11]",-0.433619056468057,0.342378180344981,-0.99466263805,0.103569645450001
"a_gp[12]",-0.667858064920925,0.262008060809396,-1.092468059,-0.2689131761
"a_gp[13]",-0.474644986903815,0.349311866091455,-1.031390985,0.081076308
"a_gp[14]",-0.971181061108602,0.530908859163574,-1.85269386,-0.18527020785
"a_gp[15]",-0.19837518575568,0.695207216758732,-1.3001893215,0.937400294350001
"a_gp[16]",0.25999478974012,0.307559418049002,-0.24423735545,0.73928684845
"a_gp[17]",-0.496346138005852,0.236524733160144,-0.8860308495,-0.1328190205
"a_gp[18]",0.478190227998593,0.248150522204756,0.068523377445,0.8471456906
"a_gp[19]",-0.210319351747338,0.502024362843753,-1.012681898,0.55062126685
"a_gp[20]",-0.00257095548877245,0.244242387514322,-0.4126577372,0.35326447695
"a_gp[21]",0.427573182859968,0.225899643539353,0.054479497165,0.7645520928
"a_gp[22]",1.7868226206225,0.348299500209491,1.2318554915,2.3481847145
"a_gp[23]",-0.365746998714633,0.393333496617162,-1.0215025835,0.231644338350001
"a_gp[24]",-0.00691588979056675,0.237196348017903,-0.39655065315,0.34757464735
"a_gp[25]",1.00955550102775,0.259078351148155,0.58547999645,1.403165922
"a_gp[26]",0.98907638386654,0.447854007991709,0.27690153525,1.689231006
"a_gp[27]",0.0207392676582047,0.321303514363771,-0.5149268667,0.51283120655
"a_gp[28]",-0.134428501981711,0.23447724910145,-0.51951627715,0.22487970155
"a_gp[29]",1.0217144482715,0.308938672068018,0.5328644084,1.524439613
"a_gp[30]",-0.404029980618707,0.337884830934699,-0.9519272512,0.12196425255
"a_gp[31]",-0.5223171292516,0.250124617563803,-0.93780862975,-0.14172805195
"a_gp[32]",0.74341886270161,0.259033418938038,0.32257380035,1.1340806295
"a_gp[33]",0.269912892886756,0.379648841194686,-0.32771981775,0.85934699465
"a_gp[34]",-0.460304327563063,0.288715431165318,-0.94835174575,-0.0211610830699999
"a_gp[35]",-0.527459149739877,0.272784708355738,-0.97821756975,-0.0996399174899999
"a_gp[36]",-0.331515391263035,0.386818489877375,-0.95269338495,0.2800732899
"a_gp[37]",-0.378209170303904,0.308239356901531,-0.8814511353,0.09374877458
"a_gp[38]",-0.446509203311105,0.348201505179198,-1.0105707085,0.0905833445250003
"a_gp[39]",0.328989634377625,0.398498829226258,-0.31744719925,0.94873536195
"a_gp[40]",-1.14264316876295,0.485472484342775,-1.9379367415,-0.4176530992
"s_grid[1]",-2.776046604625,0.486152247837773,-3.5666911685,-2.0163475795
"s_grid[2]",-2.751191295625,0.462621799080208,-3.525315232,-2.0603477465
"s_grid[3]",-1.947933873235,0.401497449558142,-2.602429602,-1.320237692
"s_grid[4]",-0.711952603439215,0.344814653042094,-1.2796991055,-0.1819688176
"s_grid[5]",-0.665048269531925,0.345334432529514,-1.2334215275,-0.1293848358
"s_grid[6]",0.950835710733998,0.303949719016174,0.46130444535,1.4310444635
"s_grid[7]",0.149701519119323,0.315227805204494,-0.38102602825,0.63592688095
"s_grid[8]",0.96875368707625,0.30296866023158,0.46387960295,1.434129569
"s_grid[9]",-0.0780376040492311,0.323270800298264,-0.61250870515,0.420424363000001
"s_grid[10]",1.1114484447225,0.30200304747979,0.6161140116,1.5866432065
"s_grid[11]",-0.7079801690087,0.3381223173766,-1.252244038,-0.184445882
"s_grid[12]",-1.528778827225,0.376487227634481,-2.131200891,-0.947899375249999
"s_grid[13]",2.9506294014,0.294705783279285,2.4634909,3.40858935
"s_grid[14]",-1.55874610210075,0.395410128371364,-2.2085325425,-0.9443247976
"s_grid[15]",0.322599698887789,0.312973077521717,-0.1827055571,0.81613453375
"s_grid[16]",1.3098066452525,0.300737941108083,0.8117925651,1.7768245785
"s_grid[17]",0.258617100391875,0.313457318106991,-0.24886390925,0.74389949575
"s_grid[18]",1.09652616751038,0.300263938031763,0.60783564185,1.569009133
"s_grid[19]",1.43273092304,0.298822150773947,0.946668372,1.898228655
"s_grid[20]",0.187114607771895,0.314306667911811,-0.31591790665,0.67613556605
"s_grid[21]",0.197195379056695,0.317037982993273,-0.3123402713,0.694898515850001
"s_grid[22]",0.823282799809875,0.302072384922035,0.33604451125,1.297595261
"s_grid[23]",0.42162251495558,0.310832154023635,-0.07503929244,0.90817888305
