"","mean","sd","5.5%","94.5%"
"al",1.8963031261,0.0639605425204039,1.7994032155,1.9809094735
"bNxPTl",0.0200096834296133,0.0199845503770249,-0.010158961305,0.05280752946
"bNxPTp",0.0641678579497083,0.0846535798938814,-0.063686417815,0.2042045913
"bPTl",-0.0083672955469286,0.0184515690319735,-0.038399558135,0.020397370565
"bPTp",-0.0644955813359175,0.0793312822173114,-0.1923918818,0.059751416355
"bNl",-0.5198651654,0.0278533291056377,-0.56452946915,-0.47665136185
"bNp",1.600684696475,0.111238695078522,1.426606139,1.776042436
"ap",-1.8971986181225,0.246667104971996,-2.264000076,-1.473284176
"scale",1.962737909425,0.0263800098493453,1.9206121825,2.0052023565
"sigma_id[1]",0.51277196775,0.102801083450667,0.3742112276,0.68785156005
"sigma_id[2]",0.10787871953825,0.0213686238976668,0.07926817381,0.14521224005
"sigma_id[3]",0.35772230387,0.0908896961788758,0.23034416525,0.51522422715
"sigma_id[4]",0.08200049674475,0.0273286211138441,0.04378780461,0.12916701765
"sigma_id[5]",0.250488931386,0.0754818002110911,0.1434759912,0.38135088205
"sigma_id[6]",0.0675366354665,0.016999108930445,0.04470517481,0.09715422511
"sigma_id[7]",0.226373919266448,0.0875650416700714,0.09364846726,0.37401505245
"sigma_id[8]",0.0496756713531725,0.0245691004032109,0.012714532165,0.090779213395
"z_gp[1]",-0.423455456804663,0.440568234456123,-1.158026476,0.27483980105
"z_gp[2]",0.260815825843076,0.346303247983085,-0.2818312612,0.8253061447
"z_gp[3]",-0.0766023066940575,0.363831539684114,-0.6596908156,0.50910107215
"z_gp[4]",0.0228022916280408,0.26266690379385,-0.4107603053,0.43282601235
"z_gp[5]",-1.02741097521025,0.360886712688142,-1.622479802,-0.50183076285
"z_gp[6]",-0.337827498086113,0.672052637662184,-1.449370658,0.7155496737
"z_gp[7]",-0.373463176013198,0.30274996827731,-0.8767961453,0.0814236463000003
"z_gp[8]",-0.423819377333215,0.246631730312446,-0.81610031435,-0.0399400611
"z_gp[9]",-0.918327798757395,0.448125353312237,-1.6417504885,-0.2113659157
"z_gp[10]",-0.285651377289718,0.788155308056274,-1.572227643,0.9500356481
"z_gp[11]",-0.561775722272917,0.469704516405257,-1.316182957,0.17508351615
"z_gp[12]",-0.718912448152492,0.297047512646186,-1.198264066,-0.24254072045
"z_gp[13]",0.350976589939018,0.442861384554656,-0.2985862591,1.1086070205
"z_gp[14]",-1.36930905292658,0.801715467802118,-2.6727865355,-0.1085434092
"z_gp[15]",0.107451152615663,0.973505103416254,-1.438667797,1.686377964
"z_gp[16]",0.829467957620498,0.43476477682394,0.13913216335,1.517559514
"z_gp[17]",-0.683980707833025,0.300353648626802,-1.186270995,-0.22203213865
"z_gp[18]",1.19565516840245,0.383473239035548,0.62224324385,1.818277012
"z_gp[19]",-0.586559009482423,0.728084739584916,-1.7694725965,0.5696021936
"z_gp[20]",0.415947930662153,0.396991291075565,-0.21290165535,1.068270618
"z_gp[21]",0.140158176110485,0.40280478035824,-0.53225426395,0.7335778983
"z_gp[22]",2.7021331996125,0.606084062495725,1.743520767,3.668718034
"z_gp[23]",-0.386173248571696,0.60800784276274,-1.3627132315,0.58481272105
"z_gp[24]",0.0200891550122075,0.344858602665688,-0.5312749681,0.56581309675
"z_gp[25]",1.4232201803375,0.358949402987488,0.86000096105,2.0021166675
"z_gp[26]",-0.206265294700105,0.797710101131242,-1.497462634,1.050712266
"z_gp[27]",0.234480512178462,0.437486480378573,-0.4736969079,0.91167439545
"z_gp[28]",-0.412380197787537,0.324757141329139,-0.98172078675,0.057862117755
"z_gp[29]",1.0347150505982,0.425518861549199,0.3878607833,1.729941881
"z_gp[30]",-0.756749559054148,0.504820163113839,-1.5697102985,0.03141933832
"z_gp[31]",-0.415180263146316,0.352552723977448,-0.9720463691,0.1550623713
"z_gp[32]",0.968124168302,0.420901404169982,0.28803974805,1.6069049385
"z_gp[33]",0.711561386835437,0.559234856110982,-0.18156195395,1.6008243765
"z_gp[34]",-0.76977626784909,0.450699903908905,-1.520748604,-0.0855716353699996
"z_gp[35]",-1.158327819269,0.437039509632479,-1.8789802945,-0.505290483199999
"z_gp[36]",-0.278489601776527,0.559005593244066,-1.180061775,0.580906098100001
"z_gp[37]",0.056931661682845,0.500727555210475,-0.7224319918,0.886924327
"z_gp[38]",-0.0485342292585293,0.47076832760286,-0.79576879945,0.6871738609
"z_gp[39]",0.451922031174627,0.615189214739126,-0.56143969615,1.38629663
"z_gp[40]",-2.199005420087,0.725708960966027,-3.3828016915,-1.0571522595
"z_gl[1]",-1.29581686976225,0.578822049783726,-2.206170459,-0.36010076485
"z_gl[2]",0.005034204347853,0.480752750729238,-0.712837738,0.8198389472
"z_gl[3]",0.125707508673756,0.45475995220376,-0.58307148175,0.9017858583
"z_gl[4]",0.461554048752285,0.311864485855175,-0.0379881430100001,0.95788237255
"z_gl[5]",0.0311385845933375,0.261858100644855,-0.39162663625,0.4621429902
"z_gl[6]",-0.0564529546759509,0.545731969648723,-0.9184436293,0.78960751565
"z_gl[7]",-0.55261201506545,0.271228198973806,-0.9803129536,-0.12914940365
"z_gl[8]",-0.139556847393017,0.212169807951609,-0.4791605235,0.1968977761
"z_gl[9]",1.6857392653625,0.325137507254525,1.1710704305,2.211008436
"z_gl[10]",-1.12328301954922,0.666563871911303,-2.227435389,-0.0696232411699979
"z_gl[11]",0.471525079001765,0.417682784633527,-0.20663413455,1.1425738515
"z_gl[12]",-0.0197409165599662,0.236973756680522,-0.40840832045,0.35721574705
"z_gl[13]",-0.8798518245424,0.320927843131232,-1.401543097,-0.36982306375
"z_gl[14]",0.65236532535085,0.643992050875005,-0.37053580645,1.691020377
"z_gl[15]",-0.0915785750648675,0.999233866740974,-1.7034527905,1.4952098295
"z_gl[16]",0.454055689909465,0.416528914848579,-0.23730636135,1.089706724
"z_gl[17]",-0.251234971826845,0.239017238122161,-0.63279824155,0.137319163
"z_gl[18]",-0.407347584372013,0.329718353055466,-0.9256958321,0.129959315
"z_gl[19]",0.00098604022031,0.882538212797856,-1.3924000655,1.3821680175
"z_gl[20]",-0.548681772802867,0.334487152639132,-1.076308023,-0.00693310686799991
"z_gl[21]",0.1532884686469,0.308802511408548,-0.32300494875,0.66390386255
"z_gl[22]",-1.55205046196811,0.68660209698696,-2.661684455,-0.45038140775
"z_gl[23]",-0.12779942028977,0.526948541346841,-0.9765263243,0.719053131800001
"z_gl[24]",0.197397029253558,0.289130747614577,-0.24691559135,0.67317645395
