focal,file,FileName,timestamp,date,time,individual,sex,age,location.long,location.lat,nutcracking,1st_arrival_ground,1st_strike_min,resource,n_nuts,fragmented,n_success,n_cons_ground,n_cons_tree,n_cons_unknown,obs
2023-01-05_1650_MVI_8698,2023-01-05_1650_MVI_8698,2023-01-05_1650_MVI_8698.MP4,1/5/2023 16:50,1/5/2023,16:50:00,Mucunzá,male,subadult,-40.89933,-3.82653,0,,,,,,,,,,
2023-01-06_0733_MVI_8703,2023-01-06_0733_MVI_8703,2023-01-06_0733_MVI_8703.MP4,1/6/2023 7:33,1/6/2023,7:33:00,Chicó,male,adult,-40.89618,-3.82662,0,,,,,,,,,,
2023-01-06_0751_MVI_8706,2023-01-06_0751_MVI_8706,2023-01-06_0751_MVI_8706.MP4,1/6/2023 7:51,1/6/2023,7:51:00,Chicó,male,adult,-40.89612,-3.82609,0,,,,,,,,,,
2023-01-06_0856_MVI_8712,2023-01-06_0856_MVI_8712,2023-01-06_0856_MVI_8712.MP4,1/6/2023 8:56,1/6/2023,8:56:00,Chicó,male,adult,-40.89894,-3.8271,0,,,,,,,,,,
2023-01-06_1011_MVI_8723,2023-01-06_1011_MVI_8723,2023-01-06_1011_MVI_8723.MP4,1/6/2023 10:11,1/6/2023,10:11:00,Chicó,male,adult,-40.89928,-3.82786,0,,,,,,,,,,
2023-01-06_1046_MVI_8732,2023-01-06_1046_MVI_8732,2023-01-06_1046_MVI_8732.MP4,1/6/2023 10:46,1/6/2023,10:46:00,Chicó,male,adult,-40.89904,-3.82741,0,,,,,,,,,,
2023-01-06_1113_MVI_8741,2023-01-06_1113_MVI_8741,2023-01-06_1113_MVI_8741.MP4,1/6/2023 11:13,1/6/2023,11:13:00,Chicó,male,adult,-40.89873,-3.82726,0,,,,,,,,,,
2023-01-06_1144_MVI_8749,2023-01-06_1144_MVI_8749,2023-01-06_1144_MVI_8749.MP4,1/6/2023 11:44,1/6/2023,11:44:00,Chicó,male,adult,-40.89849,-3.82719,0,,,,,,,,,,
2023-01-06_1216_MVI_8760,2023-01-06_1216_MVI_8760,2023-01-06_1216_MVI_8760.MP4,1/6/2023 12:16,1/6/2023,12:16:00,Chicó,male,adult,-40.89785,-3.82693,0,,,,,,,,,,
2023-01-06_1232_MVI_8765,2023-01-06_1232_MVI_8765,2023-01-06_1232_MVI_8765.MP4,1/6/2023 12:32,1/6/2023,12:32:00,Chicó,male,adult,-40.8979,-3.82717,0,,,,,,,,,,
2023-01-06_1249_MVI_8771,2023-01-06_1249_MVI_8771,2023-01-06_1249_MVI_8771.MP4,1/6/2023 12:49,1/6/2023,12:49:00,Chicó,male,adult,-40.89776,-3.82717,0,,,,,,,,,,
2023-01-06_1305_MVI_8774,2023-01-06_1305_MVI_8774,2023-01-06_1305_MVI_8774.MP4,1/6/2023 13:05,1/6/2023,13:05:00,Chicó,male,adult,-40.89722,-3.8274,1,1,4,macauba,1,0,1,0,1,0,
2023-01-06_1319_MVI_8779,2023-01-06_1319_MVI_8779,2023-01-06_1319_MVI_8779.MP4,1/6/2023 13:19,1/6/2023,13:19:00,Chicó,male,adult,-40.89695,-3.82752,1,1,5,babacu,1,0,0,0,0,0,
2023-01-06_1338_MVI_8786,2023-01-06_1338_MVI_8786,2023-01-06_1338_MVI_8786.MP4,1/6/2023 13:38,1/6/2023,13:38:00,Chicó,male,adult,-40.89676,-3.82742,1,1,5,macauba,1,0,1,0,1,0,
2023-01-06_1357_MVI_8789,2023-01-06_1357_MVI_8789,2023-01-06_1357_MVI_8789.MP4,1/6/2023 13:57,1/6/2023,13:57:00,Chicó,male,adult,-40.89674,-3.82767,0,,,,,,,,,,
2023-01-06_1412_MVI_8792,2023-01-06_1412_MVI_8792,2023-01-06_1412_MVI_8792.MP4,1/6/2023 14:12,1/6/2023,14:12:00,Chicó,male,adult,-40.89659,-3.82753,0,,,,,,,,,,
2023-01-06_1422_MVI_8794,2023-01-06_1422_MVI_8794,2023-01-06_1422_MVI_8794.MP4,1/6/2023 14:22,1/6/2023,14:22:00,Chicó,male,adult,-40.89634,-3.82768,0,,,,,,,,,,
2023-01-06_1440_MVI_8797,2023-01-06_1440_MVI_8797,2023-01-06_1440_MVI_8797.MP4,1/6/2023 14:40,1/6/2023,14:40:00,Chicó,male,adult,-40.89652,-3.82717,0,,,,,,,,,,
2023-01-06_1459_MVI_8807,2023-01-06_1459_MVI_8807,2023-01-06_1459_MVI_8807.MP4,1/6/2023 14:59,1/6/2023,14:59:00,Chicó,male,adult,-40.89582,-3.82593,0,,,,,,,,,,
2023-01-06_1511_MVI_8812,2023-01-06_1511_MVI_8812,2023-01-06_1511_MVI_8812.MP4,1/6/2023 15:11,1/6/2023,15:11:00,Chicó,male,adult,-40.89576,-3.82565,0,,,,,,,,,,
2023-01-06_1520_MVI_8814,2023-01-06_1520_MVI_8814,2023-01-06_1520_MVI_8814.MP4,1/6/2023 15:20,1/6/2023,15:20:00,Chicó,male,adult,-40.89597,-3.82575,0,,,,,,,,,,
2023-01-08_0729_MVI_0360,2023-01-08_0729_MVI_0360,2023-01-08_0729_MVI_0360.MP4,1/8/2023 7:29,1/8/2023,7:29:00,Baleia,female,adult,-40.89545,-3.82557,0,,,,,,,,,,
2023-01-08_1013_MVI_0365,2023-01-08_1013_MVI_0365,2023-01-08_1013_MVI_0365.MP4,1/8/2023 10:13,1/8/2023,10:13:00,Baleia,female,adult,-40.89711,-3.82732,0,,,,,,,,,,
2023-01-08_1032_MVI_0371,2023-01-08_1032_MVI_0371,2023-01-08_1032_MVI_0371.MP4,1/8/2023 10:32,1/8/2023,10:32:00,Baleia,female,adult,-40.89725,-3.82759,0,,,,,,,,,,
2023-01-08_1052_MVI_0376,2023-01-08_1052_MVI_0376,2023-01-08_1052_MVI_0376.MP4,1/8/2023 10:52,1/8/2023,10:52:00,Baleia,female,adult,-40.89774,-3.82769,0,,,,,,,,,,
2023-01-08_1108_MVI_0379,2023-01-08_1108_MVI_0379,2023-01-08_1108_MVI_0379.MP4,1/8/2023 11:08,1/8/2023,11:08:00,Baleia,female,adult,-40.89788,-3.82764,0,,,,,,,,,,
2023-01-08_1125_MVI_0383,2023-01-08_1125_MVI_0383,2023-01-08_1125_MVI_0383.MP4,1/8/2023 11:25,1/8/2023,11:25:00,Baleia,female,adult,-40.89777,-3.82722,0,,,,,,,,,,
2023-01-08_1141_MVI_0388,2023-01-08_1141_MVI_0388,2023-01-08_1141_MVI_0388.MP4,1/8/2023 11:41,1/8/2023,11:41:00,Baleia,female,adult,-40.89777,-3.82724,0,,,,,,,,,,
2023-01-08_1158_MVI_0392,2023-01-08_1158_MVI_0392,2023-01-08_1158_MVI_0392.MP4,1/8/2023 11:58,1/8/2023,11:58:00,Baleia,female,adult,-40.89786,-3.82714,0,,,,,,,,,,
2023-01-08_1234_MVI_0397,2023-01-08_1234_MVI_0397,2023-01-08_1234_MVI_0397.MP4,1/8/2023 12:34,1/8/2023,12:34:00,Baleia,female,adult,-40.89812,-3.82766,0,,,,,,,,,,
2023-01-08_1251_MVI_0401,2023-01-08_1251_MVI_0401,2023-01-08_1251_MVI_0401.MP4,1/8/2023 12:51,1/8/2023,12:51:00,Baleia,female,adult,-40.89793,-3.82795,0,,,,,,,,,,
2023-01-08_1319_MVI_0406,2023-01-08_1319_MVI_0406,2023-01-08_1319_MVI_0406.MP4,1/8/2023 13:19,1/8/2023,13:19:00,Baleia,female,adult,-40.89756,-3.82771,0,,,,,,,,,,
2023-01-08_1336_MVI_0410,2023-01-08_1336_MVI_0410,2023-01-08_1336_MVI_0410.MP4,1/8/2023 13:36,1/8/2023,13:36:00,Baleia,female,adult,-40.89753,-3.82747,0,,,,,,,,,,
2023-01-08_1352_MVI_0414,2023-01-08_1352_MVI_0414,2023-01-08_1352_MVI_0414.MP4,1/8/2023 13:52,1/8/2023,13:52:00,Baleia,female,adult,-40.89746,-3.8273,0,,,,,,,,,,
2023-01-08_1409_MVI_0418,2023-01-08_1409_MVI_0418,2023-01-08_1409_MVI_0418.MP4,1/8/2023 14:09,1/8/2023,14:09:00,Baleia,female,adult,-40.89732,-3.82704,0,,,,,,,,,,
2023-01-08_1426_MVI_0422,2023-01-08_1426_MVI_0422,2023-01-08_1426_MVI_0422.MP4,1/8/2023 14:26,1/8/2023,14:26:00,Baleia,female,adult,-40.89765,-3.82723,0,,,,,,,,,,
2023-01-08_1445_MVI_0426,2023-01-08_1445_MVI_0426,2023-01-08_1445_MVI_0426.MP4,1/8/2023 14:45,1/8/2023,14:45:00,Baleia,female,adult,-40.89731,-3.82698,0,,,,,,,,,,
2023-01-08_1501_MVI_0430,2023-01-08_1501_MVI_0430,2023-01-08_1501_MVI_0430.MP4,1/8/2023 15:01,1/8/2023,15:01:00,Baleia,female,adult,-40.89689,-3.82674,0,,,,,,,,,,
2023-01-08_1522_MVI_0437,2023-01-08_1522_MVI_0437,2023-01-08_1522_MVI_0437.MP4,1/8/2023 15:22,1/8/2023,15:22:00,Baleia,female,adult,-40.89678,-3.82617,0,,,,,,,,,,
2023-01-08_1542_MVI_0441,2023-01-08_1542_MVI_0441,2023-01-08_1542_MVI_0441.MP4,1/8/2023 15:42,1/8/2023,15:42:00,Baleia,female,adult,-40.89642,-3.82592,0,,,,,,,,,,
2023-01-09_0653_MVI_8833,2023-01-09_0653_MVI_8833,2023-01-09_0653_MVI_8833.MP4,1/9/2023 6:53,1/9/2023,6:53:00,João Grilo,male,subadult,-40.89527,-3.82584,0,,,,,,,,,,
2023-01-09_0925_MVI_8839,2023-01-09_0925_MVI_8839,2023-01-09_0925_MVI_8839.MP4,1/9/2023 9:25,1/9/2023,9:25:00,João Grilo,male,subadult,-40.89201,-3.82605,0,,,,,,,,,,
2023-01-09_0954_MVI_8844,2023-01-09_0954_MVI_8844,2023-01-09_0954_MVI_8844.MP4,1/9/2023 9:54,1/9/2023,9:54:00,João Grilo,male,subadult,-40.89188,-3.82631,1,1,1,macauba,1,0,1,0,1,0,
2023-01-09_1006_MVI_8847,2023-01-09_1006_MVI_8847,2023-01-09_1006_MVI_8847.MP4,1/9/2023 10:06,1/9/2023,10:06:00,João Grilo,male,subadult,-40.89199,-3.82608,0,,,,,,,,,,
2023-01-09_1013_MVI_8848,2023-01-09_1013_MVI_8848,2023-01-09_1013_MVI_8848.MP4,1/9/2023 10:13,1/9/2023,10:13:00,João Grilo,male,subadult,-40.89202,-3.82583,0,,,,,,,,,,
2023-01-09_1028_MVI_8851,2023-01-09_1028_MVI_8851,2023-01-09_1028_MVI_8851.MP4,1/9/2023 10:28,1/9/2023,10:28:00,João Grilo,male,subadult,-40.89208,-3.82632,0,,,,,,,,,,
2023-01-09_1043_MVI_8854,2023-01-09_1043_MVI_8854,2023-01-09_1043_MVI_8854.MP4,1/9/2023 10:43,1/9/2023,10:43:00,João Grilo,male,subadult,-40.89254,-3.82626,0,,,,,,,,,,
2023-01-09_1057_MVI_8857,2023-01-09_1057_MVI_8857,2023-01-09_1057_MVI_8857.MP4,1/9/2023 10:57,1/9/2023,10:57:00,João Grilo,male,subadult,-40.89253,-3.82626,0,,,,,,,,,,
2023-01-09_1112_MVI_8862,2023-01-09_1112_MVI_8862,2023-01-09_1112_MVI_8862.MP4,1/9/2023 11:12,1/9/2023,11:12:00,João Grilo,male,subadult,-40.89239,-3.82651,1,1,3,macauba,1,0,1,0,0,1,
2023-01-09_1127_MVI_8865,2023-01-09_1127_MVI_8865,2023-01-09_1127_MVI_8865.MP4,1/9/2023 11:27,1/9/2023,11:27:00,João Grilo,male,subadult,-40.89259,-3.82678,1,1,3,macauba,1,0,1,0,1,0,
2023-01-09_1142_MVI_8870,2023-01-09_1142_MVI_8870,2023-01-09_1142_MVI_8870.MP4,1/9/2023 11:42,1/9/2023,11:42:00,João Grilo,male,subadult,-40.89263,-3.82684,0,,,,,,,,,,
2023-01-09_1230_MVI_8874,2023-01-09_1230_MVI_8874,2023-01-09_1230_MVI_8874.MP4,1/9/2023 12:30,1/9/2023,12:30:00,João Grilo,male,subadult,-40.89357,-3.82749,0,,,,,,,,,,
2023-01-09_1301_MVI_8882,2023-01-09_1301_MVI_8882,2023-01-09_1301_MVI_8882.MP4,1/9/2023 13:01,1/9/2023,13:01:00,João Grilo,male,subadult,-40.89421,-3.82766,0,,,,,,,,,,
2023-01-09_1316_MVI_8886,2023-01-09_1316_MVI_8886,2023-01-09_1316_MVI_8886.MP4,1/9/2023 13:16,1/9/2023,13:16:00,João Grilo,male,subadult,-40.8945,-3.82753,0,,,,,,,,,,
2023-01-09_1331_MVI_8889,2023-01-09_1331_MVI_8889,2023-01-09_1331_MVI_8889.MP4,1/9/2023 13:31,1/9/2023,13:31:00,João Grilo,male,subadult,-40.89456,-3.82765,1,1,1,macauba,1,0,1,1,0,0,
2023-01-09_1410_MVI_8896,2023-01-09_1410_MVI_8896,2023-01-09_1410_MVI_8896.MP4,1/9/2023 14:10,1/9/2023,14:10:00,João Grilo,male,subadult,-40.89488,-3.82754,0,,,,,,,,,,
2023-01-09_1425_MVI_8901,2023-01-09_1425_MVI_8901,2023-01-09_1425_MVI_8901.MP4,1/9/2023 14:25,1/9/2023,14:25:00,João Grilo,male,subadult,-40.89525,-3.82753,0,,,,,,,,,,
2023-01-09_1441_MVI_8911,2023-01-09_1441_MVI_8911,2023-01-09_1441_MVI_8911.MP4,1/9/2023 14:41,1/9/2023,14:41:00,João Grilo,male,subadult,-40.89541,-3.8272,0,,,,,,,,,,
2023-01-09_1456_MVI_8917,2023-01-09_1456_MVI_8917,2023-01-09_1456_MVI_8917.MP4,1/9/2023 14:56,1/9/2023,14:56:00,João Grilo,male,subadult,-40.8955,-3.82701,1,NA,1,macauba,1,0,1,1,0,0,
2023-01-09_1511_MVI_8922,2023-01-09_1511_MVI_8922,2023-01-09_1511_MVI_8922.MP4,1/9/2023 15:11,1/9/2023,15:11:00,João Grilo,male,subadult,-40.89605,-3.82672,0,,,,,,,,,,
2023-01-09_1527_MVI_8929,2023-01-09_1527_MVI_8929,2023-01-09_1527_MVI_8929.MP4,1/9/2023 15:27,1/9/2023,15:27:00,João Grilo,male,subadult,-40.89677,-3.82735,0,,,,,,,,,,
2023-01-09_1542_MVI_8932,2023-01-09_1542_MVI_8932,2023-01-09_1542_MVI_8932.MP4,1/9/2023 15:42,1/9/2023,15:42:00,João Grilo,male,subadult,-40.89703,-3.82676,0,,,,,,,,,,
2023-01-09_1559_MVI_8939,2023-01-09_1559_MVI_8939,2023-01-09_1559_MVI_8939.MP4,1/9/2023 15:59,1/9/2023,15:59:00,João Grilo,male,subadult,-40.8978,-3.8269,0,,,,,,,,,,
2023-01-09_1614_MVI_8943,2023-01-09_1614_MVI_8943,2023-01-09_1614_MVI_8943.MP4,1/9/2023 16:14,1/9/2023,16:14:00,João Grilo,male,subadult,-40.89789,-3.82681,0,,,,,,,,,,
2023-01-10_0758_MVI_0457,2023-01-10_0758_MVI_0457,2023-01-10_0758_MVI_0457.MP4,1/10/2023 7:58,1/10/2023,7:58:00,Tapioca,female,adult,-40.89544,-3.82517,0,,,,,,,,,,
2023-01-10_0858_MVI_0462,2023-01-10_0858_MVI_0462,2023-01-10_0858_MVI_0462.MP4,1/10/2023 8:58,1/10/2023,8:58:00,Tapioca,female,adult,-40.8956,-3.82595,0,,,,,,,,,,
2023-01-10_0914_MVI_0465,2023-01-10_0914_MVI_0465,2023-01-10_0914_MVI_0465.MP4,1/10/2023 9:14,1/10/2023,9:14:00,Tapioca,female,adult,-40.89568,-3.82614,0,,,,,,,,,,
2023-01-10_0930_MVI_0468,2023-01-10_0930_MVI_0468,2023-01-10_0930_MVI_0468.MP4,1/10/2023 9:30,1/10/2023,9:30:00,Tapioca,female,adult,-40.89555,-3.82615,0,,,,,,,,,,
2023-01-10_0945_MVI_0474,2023-01-10_0945_MVI_0474,2023-01-10_0945_MVI_0474.MP4,1/10/2023 9:45,1/10/2023,9:45:00,Tapioca,female,adult,-40.8966,-3.8257,0,,,,,,,,,,
2023-01-10_1045_MVI_0480,2023-01-10_1045_MVI_0480,2023-01-10_1045_MVI_0480.MP4,1/10/2023 10:45,1/10/2023,10:45:00,Tapioca,female,adult,-40.89712,-3.82646,0,,,,,,,,,,
2023-01-10_1107_MVI_0488,2023-01-10_1107_MVI_0488,2023-01-10_1107_MVI_0488.MP4,1/10/2023 11:07,1/10/2023,11:07:00,Tapioca,female,adult,-40.89761,-3.82682,0,,,,,,,,,,
2023-01-10_1122_MVI_0491,2023-01-10_1122_MVI_0491,2023-01-10_1122_MVI_0491.MP4,1/10/2023 11:22,1/10/2023,11:22:00,Tapioca,female,adult,-40.89777,-3.8271,0,,,,,,,,,,
2023-01-10_1137_MVI_0494,2023-01-10_1137_MVI_0494,2023-01-10_1137_MVI_0494.MP4,1/10/2023 11:37,1/10/2023,11:37:00,Tapioca,female,adult,-40.89771,-3.82725,0,,,,,,,,,,
2023-01-10_1153_MVI_0497,2023-01-10_1153_MVI_0497,2023-01-10_1153_MVI_0497.MP4,1/10/2023 11:53,1/10/2023,11:53:00,Tapioca,female,adult,-40.89763,-3.82722,0,,,,,,,,,,
2023-01-10_1208_MVI_0500,2023-01-10_1208_MVI_0500,2023-01-10_1208_MVI_0500.MP4,1/10/2023 12:08,1/10/2023,12:08:00,Tapioca,female,adult,-40.89771,-3.82747,0,,,,,,,,,,
2023-01-10_1225_MVI_0506,2023-01-10_1225_MVI_0506,2023-01-10_1225_MVI_0506.MP4,1/10/2023 12:25,1/10/2023,12:25:00,Tapioca,female,adult,-40.89801,-3.82763,0,,,,,,,,,,
2023-01-10_1242_MVI_0509,2023-01-10_1247_MVI_0510,2023-01-10_1247_MVI_0510.MP4,1/10/2023 12:42,1/10/2023,12:42:00,Tapioca,female,adult,-40.89825,-3.82762,0,,,,,,,,,,
2023-01-10_1302_MVI_0513,2023-01-10_1302_MVI_0513,2023-01-10_1302_MVI_0513.MP4,1/10/2023 13:02,1/10/2023,13:02:00,Tapioca,female,adult,-40.89825,-3.82761,0,,,,,,,,,,
2023-01-10_1318_MVI_0516,2023-01-10_1318_MVI_0516,2023-01-10_1318_MVI_0516.MP4,1/10/2023 13:18,1/10/2023,13:18:00,Tapioca,female,adult,-40.89826,-3.8276,0,,,,,,,,,,
2023-01-11_0927_MVI_8954,2023-01-11_0927_MVI_8954,2023-01-11_0927_MVI_8954.MP4,1/11/2023 9:27,1/11/2023,9:27:00,Xote,female,adult,-40.8954,-3.82599,0,,,,,,,,,,
2023-01-11_0943_MVI_8958,2023-01-11_0943_MVI_8958,2023-01-11_0943_MVI_8958.MP4,1/11/2023 9:43,1/11/2023,9:43:00,Xote,female,adult,-40.89569,-3.826,1,1,1,macauba,1,0,1,0,1,0,
2023-01-11_0959_MVI_8961,2023-01-11_0959_MVI_8961,2023-01-11_0959_MVI_8961.MP4,1/11/2023 9:59,1/11/2023,9:59:00,Xote,female,adult,-40.89587,-3.826,0,,,,,,,,,,
2023-01-11_1011_MVI_8965,2023-01-11_1011_MVI_8965,2023-01-11_1011_MVI_8965.MP4,1/11/2023 10:11,1/11/2023,10:11:00,Xote,female,adult,-40.89621,-3.82601,0,,,,,,,,,,
2023-01-11_1018_MVI_8967,2023-01-11_1018_MVI_8967,2023-01-11_1018_MVI_8967.MP4,1/11/2023 10:18,1/11/2023,10:18:00,Xote,female,adult,-40.89618,-3.82606,0,,,,,,,,,,
2023-01-11_1150_MVI_8976,2023-01-11_1150_MVI_8976,2023-01-11_1150_MVI_8976.MP4,1/11/2023 11:50,1/11/2023,11:50:00,Xote,female,adult,-40.89581,-3.82647,0,,,,,,,,,,
2023-01-11_1207_MVI_8981,2023-01-11_1207_MVI_8981,2023-01-11_1207_MVI_8981.MP4,1/11/2023 12:07,1/11/2023,12:07:00,Xote,female,adult,-40.89573,-3.82662,0,,,,,,,,,,
2023-01-11_1225_MVI_8985,2023-01-11_1225_MVI_8985,2023-01-11_1225_MVI_8985.MP4,1/11/2023 12:25,1/11/2023,12:25:00,Xote,female,adult,-40.89596,-3.82687,0,,,,,,,,,,
2023-01-11_1244_MVI_8991,2023-01-11_1244_MVI_8991,2023-01-11_1244_MVI_8991.MP4,1/11/2023 12:44,1/11/2023,12:44:00,Xote,female,adult,-40.89606,-3.82697,0,,,,,,,,,,
2023-01-11_1419_MVI_8998,2023-01-11_1419_MVI_8998,2023-01-11_1419_MVI_8998.MP4,1/11/2023 14:19,1/11/2023,14:19:00,Xote,female,adult,-40.89492,-3.82782,0,,,,,,,,,,
2023-01-11_1438_MVI_0002,2023-01-11_1438_MVI_0002,2023-01-11_1438_MVI_0002.MP4,1/11/2023 14:38,1/11/2023,14:38:00,Xote,female,adult,-40.89494,-3.8277,0,,,,,,,,,,
2023-01-11_1457_MVI_0007,2023-01-11_1457_MVI_0007,2023-01-11_1457_MVI_0007.MP4,1/11/2023 14:57,1/11/2023,14:57:00,Xote,female,adult,-40.89562,-3.82716,0,,,,,,,,,,
2023-01-11_1514_MVI_0013,2023-01-11_1514_MVI_0013,2023-01-11_1514_MVI_0013.MP4,1/11/2023 15:14,1/11/2023,15:14:00,Xote,female,adult,-40.89614,-3.82663,0,,,,,,,,,,
2022-09-19_0710_MVI_5679,2022-09-19_0710_MVI_5679,2022-09-19_0710_MVI_5679.MP4,9/19/2022 7:10,9/19/2022,7:10:00,Cuscuz,male,adult,-40.89677,-3.82682,0,,,,,,,,,,
2022-09-19_0726_MVI_5682,2022-09-19_0726_MVI_5682,2022-09-19_0726_MVI_5682.MP4,9/19/2022 7:26,9/19/2022,7:26:00,Cuscuz,male,adult,-40.89637,-3.82655,0,,,,,,,,,,
2023-01-12_1032_MVI_0018,2023-01-12_1032_MVI_0018,2023-01-12_1032_MVI_0018.MP4,1/12/2023 10:32,1/12/2023,10:32:00,Conceição,female,adult,-40.89172,-3.82659,0,,,,,,,,,,
2023-01-12_1048_MVI_0021,2023-01-12_1048_MVI_0021,2023-01-12_1048_MVI_0021.MP4,1/12/2023 10:48,1/12/2023,10:48:00,Conceição,female,adult,-40.89184,-3.82698,0,,,,,,,,,,
2023-01-12_1123_MVI_0025,2023-01-12_1123_MVI_0025,2023-01-12_1123_MVI_0025.MP4,1/12/2023 11:23,1/12/2023,11:23:00,Conceição,female,adult,-40.89256,-3.82761,0,,,,,,,,,,
2023-01-12_1138_MVI_0028,2023-01-12_1138_MVI_0028,2023-01-12_1138_MVI_0028.MP4,1/12/2023 11:38,1/12/2023,11:38:00,Conceição,female,adult,-40.89303,-3.82763,0,,,,,,,,,,
2023-01-12_1154_MVI_0031,2023-01-12_1154_MVI_0031,2023-01-12_1154_MVI_0031.MP4,1/12/2023 11:54,1/12/2023,11:54:00,Conceição,female,adult,-40.89312,-3.8277,0,,,,,,,,,,
2023-01-12_1209_MVI_0035,2023-01-12_1209_MVI_0035,2023-01-12_1209_MVI_0035.MP4,1/12/2023 12:09,1/12/2023,12:09:00,Conceição,female,adult,-40.89376,-3.82815,0,,,,,,,,,,
2023-01-12_1224_MVI_0039,2023-01-12_1224_MVI_0039,2023-01-12_1224_MVI_0039.MP4,1/12/2023 12:24,1/12/2023,12:24:00,Conceição,female,adult,-40.8939,-3.82835,0,,,,,,,,,,
2023-01-12_1253_MVI_0044,2023-01-12_1253_MVI_0044,2023-01-12_1253_MVI_0044.MP4,1/12/2023 12:53,1/12/2023,12:53:00,Conceição,female,adult,-40.89444,-3.82809,0,,,,,,,,,,
2023-01-12_1315_MVI_0049,2023-01-12_1315_MVI_0049,2023-01-12_1315_MVI_0049.MP4,1/12/2023 13:15,1/12/2023,13:15:00,Conceição,female,adult,-40.89493,-3.82719,0,,,,,,,,,,
2023-01-12_1331_MVI_0052,2023-01-12_1331_MVI_0052,2023-01-12_1331_MVI_0052.MP4,1/12/2023 13:31,1/12/2023,13:31:00,Conceição,female,adult,-40.89493,-3.82718,0,,,,,,,,,,
2023-01-12_1406_MVI_0056,2023-01-12_1406_MVI_0056,2023-01-12_1406_MVI_0056.MP4,1/12/2023 14:06,1/12/2023,14:06:00,Conceição,female,adult,-40.89555,-3.8262,0,,,,,,,,,,
2023-01-12_1421_MVI_0060,2023-01-12_1421_MVI_0060,2023-01-12_1421_MVI_0060.MP4,1/12/2023 14:21,1/12/2023,14:21:00,Conceição,female,adult,-40.89601,-3.82606,0,,,,,,,,,,
2023-01-12_1436_MVI_0063,2023-01-12_1436_MVI_0063,2023-01-12_1436_MVI_0063.MP4,1/12/2023 14:36,1/12/2023,14:36:00,Conceição,female,adult,-40.89672,-3.82608,0,,,,,,,,,,
2023-01-12_1536_MVI_0076,2023-01-12_1536_MVI_0076,2023-01-12_1536_MVI_0076.MP4,1/12/2023 15:36,1/12/2023,15:36:00,Conceição,female,adult,-40.89803,-3.82635,0,,,,,,,,,,
2023-01-13_1026_MVI_0080,2023-01-13_1026_MVI_0080,2023-01-13_1026_MVI_0080.MP4,1/13/2023 10:26,1/13/2023,10:26:00,Maria Bonita,female,adult,-40.89227,-3.82526,0,,,,,,,,,,
2023-01-13_1032_MVI_0082,2023-01-13_1032_MVI_0082,2023-01-13_1032_MVI_0082.MP4,1/13/2023 10:32,1/13/2023,10:32:00,Maria Bonita,female,adult,-40.89234,-3.82519,0,,,,,,,,,,
2023-01-13_1040_MVI_0084,2023-01-13_1040_MVI_0084,2023-01-13_1040_MVI_0084.MP4,1/13/2023 10:40,1/13/2023,10:40:00,Maria Bonita,female,adult,-40.89222,-3.82533,0,,,,,,,,,,
2023-01-13_1055_MVI_0088,2023-01-13_1055_MVI_0088,2023-01-13_1055_MVI_0088.MP4,1/13/2023 10:55,1/13/2023,10:55:00,Maria Bonita,female,adult,-40.89196,-3.82535,0,,,,,,,,,,
2023-01-13_1108_MVI_0091,2023-01-13_1108_MVI_0091,2023-01-13_1108_MVI_0091.MP4,1/13/2023 11:08,1/13/2023,11:08:00,Maria Bonita,female,adult,-40.89204,-3.82555,0,,,,,,,,,,
2023-01-13_1134_MVI_0095,2023-01-13_1134_MVI_0095,2023-01-13_1134_MVI_0095.MP4,1/13/2023 11:34,1/13/2023,11:34:00,Maria Bonita,female,adult,-40.89461,-3.82495,0,,,,,,,,,,
2023-01-13_1149_MVI_0098,2023-01-13_1149_MVI_0098,2023-01-13_1149_MVI_0098.MP4,1/13/2023 11:49,1/13/2023,11:49:00,Maria Bonita,female,adult,-40.89176,-3.82527,0,,,,,,,,,,
2023-01-13_1213_MVI_0103,2023-01-13_1213_MVI_0103,2023-01-13_1213_MVI_0103.MP4,1/13/2023 12:13,1/13/2023,12:13:00,Maria Bonita,female,adult,-40.89185,-3.82595,0,,,,,,,,,,
2023-01-13_1231_MVI_0107,2023-01-13_1231_MVI_0107,2023-01-13_1231_MVI_0107.MP4,1/13/2023 12:31,1/13/2023,12:31:00,Maria Bonita,female,adult,-40.89194,-3.82594,0,,,,,,,,,,
2023-01-13_1247_MVI_0110,2023-01-13_1247_MVI_0110,2023-01-13_1247_MVI_0110.MP4,1/13/2023 12:47,1/13/2023,12:47:00,Maria Bonita,female,adult,-40.89206,-3.82618,0,,,,,,,,,,
2023-01-13_1302_MVI_0113,2023-01-13_1302_MVI_0113,2023-01-13_1302_MVI_0113.MP4,1/13/2023 13:02,1/13/2023,13:02:00,Maria Bonita,female,adult,-40.89236,-3.82623,0,,,,,,,,,,
2023-01-13_1317_MVI_0117,2023-01-13_1317_MVI_0117,2023-01-13_1317_MVI_0117.MP4,1/13/2023 13:17,1/13/2023,13:17:00,Maria Bonita,female,adult,-40.89238,-3.82626,0,,,,,,,,,,
2023-01-13_1329_MVI_0123,2023-01-13_1329_MVI_0123,2023-01-13_1329_MVI_0123.MP4,1/13/2023 13:29,1/13/2023,13:29:00,Maria Bonita,female,adult,-40.89264,-3.82613,0,,,,,,,,,,
