focal,file,FileName,timestamp,date,time,individual,sex,age,location.long,location.lat,nutcracking,1st_arrival_ground,1st_strike_min,resource,n_nuts,fragmented,n_success,n_cons_ground,n_cons_tree,n_cons_unknown,obs
2022-08-02_0815_MVI_2775,2022-08-02_0815_MVI_2775,2022-08-02_0815_MVI_2775.MP4,8/2/2022 8:15,8/2/2022,8:15:00,Fabiano,male,adult,-40.8956,-3.82635,0,,,,,,,,,,
2022-08-02_0831_MVI_2779,2022-08-02_0831_MVI_2779,2022-08-02_0831_MVI_2779.MP4,8/2/2022 8:31,8/2/2022,8:31:00,Fabiano,male,adult,-40.8953,-3.82629,0,,,,,,,,,,
2022-08-02_0847_MVI_2782,2022-08-02_0847_MVI_2782,2022-08-02_0847_MVI_2782.MP4,8/2/2022 8:47,8/2/2022,8:47:00,Fabiano,male,adult,-40.89494,-3.82624,0,,,,,,,,,,
2022-08-02_0905_MVI_2787,2022-08-02_0905_MVI_2787,2022-08-02_0905_MVI_2787.MP4,8/2/2022 9:05,8/2/2022,9:05:00,Fabiano,male,adult,-40.89455,-3.82607,0,,,,,,,,,,
2022-08-02_0953_MVI_2791,2022-08-02_0953_MVI_2791,2022-08-02_0953_MVI_2791.MP4,8/2/2022 9:53,8/2/2022,9:53:00,Fabiano,male,adult,-40.89344,-3.8258,0,,,,,,,,,,
2022-08-02_1038_MVI_2801,2022-08-02_1038_MVI_2801,2022-08-02_1038_MVI_2801.MP4,8/2/2022 10:38,8/2/2022,10:38:00,Fabiano,male,adult,-40.89249,-3.82594,1,1,5,macauba,1,0,1,0,1,0,
2022-08-02_1055_MVI_2807,2022-08-02_1055_MVI_2807,2022-08-02_1055_MVI_2807.MP4,8/2/2022 10:55,8/2/2022,10:55:00,Fabiano,male,adult,-40.89254,-3.82619,1,1,1,macauba,1,0,1,0,1,0,
2022-08-02_1111_MVI_2812,2022-08-02_1111_MVI_2812,2022-08-02_1111_MVI_2812.MP4,8/2/2022 11:11,8/2/2022,11:11:00,Fabiano,male,adult,-40.89249,-3.82623,0,,,,,,,,,,
2022-08-02_1128_MVI_2816,2022-08-02_1128_MVI_2816,2022-08-02_1128_MVI_2816.MP4,8/2/2022 11:28,8/2/2022,11:28:00,Fabiano,male,adult,-40.89195,-3.82564,0,,,,,,,,,,
2022-08-02_1152_MVI_2821,2022-08-02_1152_MVI_2821,2022-08-02_1152_MVI_2821.MP4,8/2/2022 11:52,8/2/2022,11:52:00,Fabiano,male,adult,-40.89186,-3.82556,1,1,5,macauba,1,0,1,0,1,0,
2022-08-02_1209_MVI_2829,2022-08-02_1209_MVI_2829,2022-08-02_1209_MVI_2829.MP4,8/2/2022 12:09,8/2/2022,12:09:00,Fabiano,male,adult,-40.89152,-3.8258,0,,,,,,,,,,
2022-08-02_1226_MVI_2832,2022-08-02_1226_MVI_2832,2022-08-02_1226_MVI_2832.MP4,8/2/2022 12:26,8/2/2022,12:26:00,Fabiano,male,adult,-40.8918,-3.826,0,,,,,,,,,,
2022-08-02_1243_MVI_2835,2022-08-02_1243_MVI_2835,2022-08-02_1243_MVI_2835.MP4,8/2/2022 12:43,8/2/2022,12:43:00,Fabiano,male,adult,-40.89186,-3.82567,0,,,,,,,,,,
2022-08-02_1301_MVI_2839,2022-08-02_1301_MVI_2839,2022-08-02_1301_MVI_2839.MP4,8/2/2022 13:01,8/2/2022,13:01:00,Fabiano,male,adult,-40.8919,-3.82573,0,,,,,,,,,,
2022-08-02_1323_MVI_2844,2022-08-02_1323_MVI_2844,2022-08-02_1323_MVI_2844.MP4,8/2/2022 13:23,8/2/2022,13:23:00,Fabiano,male,adult,-40.89231,-3.82594,1,1,1,babacu,1,0,1,1,0,0,
2022-08-02_1343_MVI_2854,2022-08-02_1343_MVI_2854,2022-08-02_1343_MVI_2854.MP4,8/2/2022 13:43,8/2/2022,13:43:00,Fabiano,male,adult,-40.89267,-3.82618,1,1,4,macauba,1,0,1,0,1,0,
2022-08-02_1359_MVI_2859,2022-08-02_1359_MVI_2859,2022-08-02_1359_MVI_2859.MP4,8/2/2022 13:59,8/2/2022,13:59:00,Fabiano,male,adult,-40.89274,-3.82615,0,,,,,,,,,,
2022-08-02_1416_MVI_2865,2022-08-02_1416_MVI_2865,2022-08-02_1416_MVI_2865.MP4,8/2/2022 14:16,8/2/2022,14:16:00,Fabiano,male,adult,-40.89297,-3.82638,1,1,3,macauba,1,0,1,1,0,0,
2022-08-02_1435_MVI_2871,2022-08-02_1435_MVI_2871,2022-08-02_1435_MVI_2871.MP4,8/2/2022 14:35,8/2/2022,14:35:00,Fabiano,male,adult,-40.89277,-3.82656,0,,,,,,,,,,
2022-08-02_1519_MVI_2886,2022-08-02_1519_MVI_2886,2022-08-02_1519_MVI_2886.MP4,8/2/2022 15:19,8/2/2022,15:19:00,Fabiano,male,adult,-40.8931,-3.82702,0,,,,,,,,,,
2022-08-02_1535_MVI_2889,2022-08-02_1535_MVI_2889,2022-08-02_1535_MVI_2889.MP4,8/2/2022 15:35,8/2/2022,15:35:00,Fabiano,male,adult,-40.89305,-3.82723,0,,,,,,,,,,
2022-08-02_1551_MVI_2893,2022-08-02_1551_MVI_2893,2022-08-02_1551_MVI_2893.MP4,8/2/2022 15:51,8/2/2022,15:51:00,Fabiano,male,adult,-40.89342,-3.82757,0,,,,,,,,,,
2022-08-02_1608_MVI_2895,2022-08-02_1608_MVI_2895,2022-08-02_1608_MVI_2895.MP4,8/2/2022 16:08,8/2/2022,16:08:00,Fabiano,male,adult,-40.89404,-3.82784,0,,,,,,,,,,
2022-08-02_1623_MVI_2898,2022-08-02_1623_MVI_2898,2022-08-02_1623_MVI_2898.MP4,8/2/2022 16:23,8/2/2022,16:23:00,Fabiano,male,adult,-40.8941,-3.82771,0,,,,,,,,,,
2022-08-02_1636_MVI_2901,2022-08-02_1636_MVI_2901,2022-08-02_1636_MVI_2901.MP4,8/2/2022 16:36,8/2/2022,16:36:00,Fabiano,male,adult,-40.89475,-3.82747,0,,,,,,,,,,
2022-08-02_1653_MVI_2905,2022-08-02_1653_MVI_2905,2022-08-02_1653_MVI_2905.MP4,8/2/2022 16:53,8/2/2022,16:53:00,Fabiano,male,adult,-40.89466,-3.8278,0,,,,,,,,,,
2022-08-02_1713_MVI_2912,2022-08-02_1713_MVI_2912,2022-08-02_1713_MVI_2912.MP4,8/2/2022 17:13,8/2/2022,17:13:00,Fabiano,male,adult,-40.89507,-3.8276,1,1,2,macauba,5,0,5,5,0,0,
2022-08-02_1739_MVI_2918,2022-08-02_1739_MVI_2918,2022-08-02_1739_MVI_2918.MP4,8/2/2022 17:39,8/2/2022,17:39:00,Fabiano,male,adult,-40.89559,-3.82715,0,,,,,,,,,,
2022-08-03_1103_MVI_2922,2022-08-03_1103_MVI_2922,2022-08-03_1103_MVI_2922.MP4,8/3/2022 11:03,8/3/2022,11:03:00,Cordel,female,adult,-40.89512,-3.82671,0,,,,,,,,,,
2022-08-03_1122_MVI_2927,2022-08-03_1122_MVI_2927,2022-08-03_1122_MVI_2927.MP4,8/3/2022 11:22,8/3/2022,11:22:00,Cordel,female,adult,-40.89514,-3.82681,0,,,,,,,,,,
2022-08-03_1148_MVI_2933,2022-08-03_1148_MVI_2933,2022-08-03_1148_MVI_2933.MP4,8/3/2022 11:48,8/3/2022,11:48:00,Cordel,female,adult,-40.89498,-3.82731,1,0,4,macauba,1,0,1,0,1,0,
2022-08-03_1214_MVI_2943,2022-08-03_1214_MVI_2943,2022-08-03_1214_MVI_2943.MP4,8/3/2022 12:14,8/3/2022,12:14:00,Cordel,female,adult,-40.8948,-3.82752,0,,,,,,,,,,
2022-08-03_1230_MVI_2948,2022-08-03_1230_MVI_2948,2022-08-03_1230_MVI_2948.MP4,8/3/2022 12:30,8/3/2022,12:30:00,Cordel,female,adult,-40.8952,-3.82765,0,,,,,,,,,,
2022-08-03_1252_MVI_2958,2022-08-03_1252_MVI_2958,2022-08-03_1252_MVI_2958.MP4,8/3/2022 12:52,8/3/2022,12:52:00,Cordel,female,adult,-40.8947,-3.82753,1,1,5,macauba,1,0,1,1,0,0,
2022-08-03_1308_MVI_2963,2022-08-03_1308_MVI_2963,2022-08-03_1308_MVI_2963.MP4,8/3/2022 13:08,8/3/2022,13:08:00,Cordel,female,adult,-40.89476,-3.82788,0,,,,,,,,,,
2022-08-03_1329_MVI_2967,2022-08-03_1329_MVI_2967,2022-08-03_1329_MVI_2967.MP4,8/3/2022 13:29,8/3/2022,13:29:00,Cordel,female,adult,-40.89468,-3.82816,0,,,,,,,,,,
2022-08-05_0942_MVI_2986,2022-08-05_0942_MVI_2986,2022-08-05_0942_MVI_2986.MP4,8/5/2022 9:42,8/5/2022,9:42:00,Maria Moura,female,adult,-40.8964,-3.82727,0,,,,,,,,,,
2022-08-05_0959_MVI_2991,2022-08-05_0959_MVI_2991,2022-08-05_0959_MVI_2991.MP4,8/5/2022 9:59,8/5/2022,9:59:00,Maria Moura,female,adult,-40.89588,-3.82678,1,1,5,macauba,1,0,1,1,0,0,
2022-08-05_1018_MVI_2997,2022-08-05_1018_MVI_2997,2022-08-05_1018_MVI_2997.MP4,8/5/2022 10:18,8/5/2022,10:18:00,Maria Moura,female,adult,-40.89589,-3.82636,0,,,,,,,,,,
2022-08-05_1037_MVI_3008,2022-08-05_1037_MVI_3008,2022-08-05_1037_MVI_3008.MP4,8/5/2022 10:37,8/5/2022,10:37:00,Maria Moura,female,adult,-40.89597,-3.82599,0,,,,,,,,,,
2022-08-05_1115_MVI_3019,2022-08-05_1115_MVI_3019,2022-08-05_1115_MVI_3019.MP4,8/5/2022 11:15,8/5/2022,11:15:00,Maria Moura,female,adult,-40.896,-3.82512,0,,,,,,,,,,
2022-08-06_1158_MVI_3053,2022-08-06_1158_MVI_3053,2022-08-06_1158_MVI_3053.MP4,8/6/2022 11:58,8/6/2022,11:58:00,Tapioca,female,adult,-40.89656,-3.82625,0,,,,,,,,,,
2022-08-06_1215_MVI_3056,2022-08-06_1215_MVI_3056,2022-08-06_1215_MVI_3056.MP4,8/6/2022 12:15,8/6/2022,12:15:00,Tapioca,female,adult,-40.89606,-3.82598,0,,,,,,,,,,
2022-08-06_1231_MVI_3060,2022-08-06_1231_MVI_3060,2022-08-06_1231_MVI_3060.MP4,8/6/2022 12:31,8/6/2022,12:31:00,Tapioca,female,adult,-40.89584,-3.82609,0,,,,,,,,,,
2022-08-06_1308_MVI_3071,2022-08-06_1308_MVI_3071,2022-08-06_1308_MVI_3071.MP4,8/6/2022 13:08,8/6/2022,13:08:00,Tapioca,female,adult,-40.89575,-3.82623,0,,,,,,,,,,
2022-08-06_1325_MVI_3076,2022-08-06_1325_MVI_3076,2022-08-06_1325_MVI_3076.MP4,8/6/2022 13:25,8/6/2022,13:25:00,Tapioca,female,adult,-40.89548,-3.82632,0,,,,,,,,,,
2022-08-06_1341_MVI_3079,2022-08-06_1341_MVI_3079,2022-08-06_1341_MVI_3079.MP4,8/6/2022 13:41,8/6/2022,13:41:00,Tapioca,female,adult,-40.89532,-3.82626,0,,,,,,,,,,
2022-08-06_1459_MVI_3098,2022-08-06_1459_MVI_3098,2022-08-06_1459_MVI_3098.MP4,8/6/2022 14:59,8/6/2022,14:59:00,Tapioca,female,adult,-40.89462,-3.82642,0,,,,,,,,,,
2022-08-06_1358_MVI_3083,2022-08-06_1358_MVI_3083,2022-08-06_1358_MVI_3083.MP4,8/6/2022 13:58,8/6/2022,13:58:00,Tapioca,female,adult,-40.89484,-3.8264,0,,,,,,,,,,
2022-08-06_1516_MVI_3101,2022-08-06_1516_MVI_3101,2022-08-06_1516_MVI_3101.MP4,8/6/2022 15:16,8/6/2022,15:16:00,Tapioca,female,adult,-40.89457,-3.82647,0,,,,,,,,,,
2022-08-06_1551_MVI_3110,2022-08-06_1551_MVI_3110,2022-08-06_1551_MVI_3110.MP4,8/6/2022 15:51,8/6/2022,15:51:00,Tapioca,female,adult,-40.8941,-3.82645,0,,,,,,,,,,
2022-08-06_1645_MVI_3119,2022-08-06_1645_MVI_3119,2022-08-06_1645_MVI_3119.MP4,8/6/2022 16:45,8/6/2022,16:45:00,Tapioca,female,adult,-40.89342,-3.82674,1,0,2,macauba,3,0,2,0,2,0,
2022-08-07_0654_MVI_3127,2022-08-07_0654_MVI_3127,2022-08-07_0654_MVI_3127.MP4,8/7/2022 6:54,8/7/2022,6:54:00,Chicó,male,adult,-40.89325,-3.82702,0,,,,,,,,,,
2022-08-07_0710_MVI_3131,2022-08-07_0710_MVI_3131,2022-08-07_0710_MVI_3131.MP4,8/7/2022 7:10,8/7/2022,7:10:00,Chicó,male,adult,-40.89288,-3.82674,1,0,1,macauba,1,0,1,0,1,0,
2022-08-07_0729_MVI_3139,2022-08-07_0729_MVI_3139,2022-08-07_0729_MVI_3139.MP4,8/7/2022 7:29,8/7/2022,7:29:00,Chicó,male,adult,-40.89274,-3.82695,0,,,,,,,,,,
2022-08-07_0747_MVI_3143,2022-08-07_0747_MVI_3143,2022-08-07_0747_MVI_3143.MP4,8/7/2022 7:47,8/7/2022,7:47:00,Chicó,male,adult,-40.89271,-3.82697,0,,,,,,,,,,
2022-08-07_0857_MVI_3153,2022-08-07_0857_MVI_3153,2022-08-07_0857_MVI_3153.MP4,8/7/2022 8:57,8/7/2022,8:57:00,Chicó,male,adult,-40.89209,-3.8266,1,0,1,macauba,3,0,3,0,3,0,
2022-08-07_0917_MVI_3157,2022-08-07_0917_MVI_3157,2022-08-07_0917_MVI_3157.MP4,8/7/2022 9:17,8/7/2022,9:17:00,Chicó,male,adult,-40.8921,-3.82659,0,,,,,,,,,,
2022-08-07_0939_MVI_3163,2022-08-07_0939_MVI_3163,2022-08-07_0939_MVI_3163.MP4,8/7/2022 9:39,8/7/2022,9:39:00,Chicó,male,adult,-40.89228,-3.82665,1,0,4,macauba,1,0,1,0,1,0,
2022-08-07_0953_MVI_3170,2022-08-07_0953_MVI_3170,2022-08-07_0953_MVI_3170.MP4,8/7/2022 9:53,8/7/2022,9:53:00,Chicó,male,adult,-40.8923,-3.82671,0,,,,,,,,,,
2022-08-07_1018_MVI_3173,2022-08-07_1018_MVI_3173,2022-08-07_1018_MVI_3173.MP4,8/7/2022 10:18,8/7/2022,10:18:00,Chicó,male,adult,-40.89243,-3.82686,0,,,,,,,,,,
2022-08-07_0802_MVI_3148,2022-08-07_0802_MVI_3148,2022-08-07_0802_MVI_3148.MP4,8/7/2022 8:02,8/7/2022,8:02:00,Chicó,male,adult,-40.89248,-3.82682,0,,,,,,,,,,
2022-08-07_1034_MVI_3176,2022-08-07_1034_MVI_3176,2022-08-07_1034_MVI_3176.MP4,8/7/2022 10:34,8/7/2022,10:34:00,Chicó,male,adult,-40.89246,-3.82717,0,,,,,,,,,,
2022-08-07_1049_MVI_3179,2022-08-07_1049_MVI_3179,2022-08-07_1049_MVI_3179.MP4,8/7/2022 10:49,8/7/2022,10:49:00,Chicó,male,adult,-40.8926,-3.82729,0,,,,,,,,,,
2022-08-07_1106_MVI_3182,2022-08-07_1106_MVI_3182,2022-08-07_1106_MVI_3182.MP4,8/7/2022 11:06,8/7/2022,11:06:00,Chicó,male,adult,-40.8928,-3.82741,0,,,,,,,,,,
2022-08-07_1122_MVI_3188,2022-08-07_1122_MVI_3188,2022-08-07_1122_MVI_3188.MP4,8/7/2022 11:22,8/7/2022,11:22:00,Chicó,male,adult,-40.89283,-3.82706,0,,,,,,,,,,
2022-08-07_1143_MVI_3196,2022-08-07_1143_MVI_3196,2022-08-07_1143_MVI_3196.MP4,8/7/2022 11:43,8/7/2022,11:43:00,Chicó,male,adult,-40.89274,-3.82701,1,1,5,macauba,1,0,1,1,0,0,
2022-08-07_1248_MVI_3205,2022-08-07_1248_MVI_3205,2022-08-07_1248_MVI_3205.MP4,8/7/2022 12:48,8/7/2022,12:48:00,Chicó,male,adult,-40.89309,-3.82675,0,,,,,,,,,,
2022-08-07_1347_MVI_3214,2022-08-07_1347_MVI_3214,2022-08-07_1347_MVI_3214.MP4,8/7/2022 13:47,8/7/2022,13:47:00,Chicó,male,adult,-40.89334,-3.82686,0,,,,,,,,,,
2022-08-07_1405_MVI_3218,2022-08-07_1405_MVI_3218,2022-08-07_1405_MVI_3218.MP4,8/7/2022 14:05,8/7/2022,14:05:00,Chicó,male,adult,-40.89333,-3.82688,0,,,,,,,,,,
2022-08-07_1424_MVI_3230,2022-08-07_1424_MVI_3230,2022-08-07_1424_MVI_3230.MP4,8/7/2022 14:24,8/7/2022,14:24:00,Chicó,male,adult,-40.89344,-3.82674,1,0,1,macauba,2,0,2,0,2,0,
2022-08-07_1446_MVI_3239,2022-08-07_1446_MVI_3239,2022-08-07_1446_MVI_3239.MP4,8/7/2022 14:46,8/7/2022,14:46:00,Chicó,male,adult,-40.89344,-3.82703,0,,,,,,,,,,
2022-08-07_1627_MVI_3254,2022-08-07_1627_MVI_3254,2022-08-07_1627_MVI_3254.MP4,8/7/2022 16:27,8/7/2022,16:27:00,Chicó,male,adult,-40.895,-3.82761,1,1,4,macauba,2,0,2,0,1,1,
2022-08-10_0824_MVI_3258,2022-08-10_0824_MVI_3258,2022-08-10_0824_MVI_3258.MP4,8/10/2022 8:24,8/10/2022,8:24:00,Maria Bonita,female,adult,-40.89511,-3.82653,0,,,,,,,,,,
2022-08-10_0841_MVI_3261,2022-08-10_0841_MVI_3261,2022-08-10_0841_MVI_3261.MP4,8/10/2022 8:41,8/10/2022,8:41:00,Maria Bonita,female,adult,-40.89498,-3.82664,0,,,,,,,,,,
2022-08-10_0901_MVI_3270,2022-08-10_0901_MVI_3270,2022-08-10_0901_MVI_3270.MP4,8/10/2022 9:01,8/10/2022,9:01:00,Maria Bonita,female,adult,-40.89505,-3.82678,0,,,,,,,,,,
2022-08-10_0923_MVI_3279,2022-08-10_0923_MVI_3279,2022-08-10_0923_MVI_3279.MP4,8/10/2022 9:23,8/10/2022,9:23:00,Maria Bonita,female,adult,-40.895,-3.8266,0,,,,,,,,,,
2022-08-10_0940_MVI_3284,2022-08-10_0940_MVI_3284,2022-08-10_0940_MVI_3284.MP4,8/10/2022 9:40,8/10/2022,9:40:00,Maria Bonita,female,adult,-40.8951,-3.82671,1,1,2,macauba,3,0,3,2,1,0,
2022-08-10_1055_MVI_3305,2022-08-10_1055_MVI_3305,2022-08-10_1055_MVI_3305.MP4,8/10/2022 10:55,8/10/2022,10:55:00,Maria Bonita,female,adult,-40.89405,-3.82725,0,,,,,,,,,,
2022-08-10_1118_MVI_3310,2022-08-10_1118_MVI_3310,2022-08-10_1118_MVI_3310.MP4,8/10/2022 11:18,8/10/2022,11:18:00,Maria Bonita,female,adult,-40.89336,-3.82613,0,,,,,,,,,,
2022-08-10_1136_MVI_3315,2022-08-10_1136_MVI_3315,2022-08-10_1136_MVI_3315.MP4,8/10/2022 11:36,8/10/2022,11:36:00,Maria Bonita,female,adult,-40.89311,-3.82715,0,,,,,,,,,,
2022-08-10_1153_MVI_3318,2022-08-10_1153_MVI_3318,2022-08-10_1153_MVI_3318.MP4,8/10/2022 11:53,8/10/2022,11:53:00,Maria Bonita,female,adult,-40.89285,-3.82661,0,,,,,,,,,,
2022-08-10_1445_MVI_3361,2022-08-10_1445_MVI_3361,2022-08-10_1445_MVI_3361.MP4,8/10/2022 14:45,8/10/2022,14:45:00,Maria Bonita,female,adult,-40.89281,-3.82606,0,,,,,,,,,0,
2022-08-10_1503_MVI_3365,2022-08-10_1503_MVI_3365,2022-08-10_1503_MVI_3365.MP4,8/10/2022 15:03,8/10/2022,15:03:00,Maria Bonita,female,adult,-40.89319,-3.82612,0,,,,,,,,,,
2022-08-10_1519_MVI_3367,2022-08-10_1519_MVI_3367,2022-08-10_1519_MVI_3367.MP4,8/10/2022 15:19,8/10/2022,15:19:00,Maria Bonita,female,adult,-40.8933,-3.82602,0,,,,,,,,,,
2022-08-10_1537_MVI_3372,2022-08-10_1537_MVI_3372,2022-08-10_1537_MVI_3372.MP4,8/10/2022 15:37,8/10/2022,15:37:00,Maria Bonita,female,adult,-40.89335,-3.826,0,,,,,,,,,,
2022-08-11_1000_MVI_5442,2022-08-11_1000_MVI_5442,2022-08-11_1000_MVI_5442.MP4,8/11/2022 10:00,8/11/2022,10:00:00,Cajuína,female,adult,-40.89199,-3.82664,0,,,,,,,,,0,
2022-08-11_1042_MVI_5454,2022-08-11_1042_MVI_5454,2022-08-11_1042_MVI_5454.MP4,8/11/2022 10:42,8/11/2022,10:42:00,Cajuína,female,adult,-40.89188,-3.82576,0,,,,,,,,,,
2022-08-11_1052_MVI_5457,2022-08-11_1052_MVI_5457,2022-08-11_1052_MVI_5457.MP4,8/11/2022 10:52,8/11/2022,10:52:00,Cajuína,female,adult,-40.89177,-3.82563,1,0,5,macauba,1,0,1,0,1,0,
2022-08-11_1110_MVI_5459,2022-08-11_1110_MVI_5459,2022-08-11_1110_MVI_5459.MP4,8/11/2022 11:10,8/11/2022,11:10:00,Cajuína,female,adult,-40.89167,-3.82557,1,0,1,macauba,2,0,2,1,1,0,
2022-08-11_1132_MVI_5468,2022-08-11_1132_MVI_5468,2022-08-11_1132_MVI_5468.MP4,8/11/2022 11:32,8/11/2022,11:32:00,Cajuína,female,adult,-40.89164,-3.82502,0,,,,,,,,,,
2022-08-11_1150_MVI_5472,2022-08-11_1150_MVI_5472,2022-08-11_1150_MVI_5472.MP4,8/11/2022 11:50,8/11/2022,11:50:00,Cajuína,female,adult,-40.89127,-3.82508,0,,,,,,,,,,
2022-08-11_1204_MVI_5479,2022-08-11_1204_MVI_5479,2022-08-11_1204_MVI_5479.MP4,8/11/2022 12:04,8/11/2022,12:04:00,Cajuína,female,adult,-40.89102,-3.82492,0,,,,,,,,,,
2022-08-11_1310_MVI_5486,2022-08-11_1310_MVI_5486,2022-08-11_1310_MVI_5486.MP4,8/11/2022 13:10,8/11/2022,13:10:00,Cajuína,female,adult,-40.89424,-3.82746,0,,,,,,,,,,
2022-08-11_1330_MVI_5489,2022-08-11_1330_MVI_5489,2022-08-11_1330_MVI_5489.MP4,8/11/2022 13:30,8/11/2022,13:30:00,Cajuína,female,adult,-40.89452,-3.82744,0,,,,,,,,,,
2022-08-11_1349_MVI_5494,2022-08-11_1349_MVI_5494,2022-08-11_1349_MVI_5494.MP4,8/11/2022 13:49,8/11/2022,13:49:00,Cajuína,female,adult,-40.89481,-3.82745,0,,,,,,,,,,
2022-08-11_1412_MVI_5497,2022-08-11_1412_MVI_5497,2022-08-11_1412_MVI_5497.MP4,8/11/2022 14:12,8/11/2022,14:12:00,Cajuína,female,adult,-40.89507,-3.82767,1,0,1,macauba,3,0,3,0,3,0,
2022-08-11_1509_MVI_5503,2022-08-11_1509_MVI_5503,2022-08-11_1509_MVI_5503.MP4,8/11/2022 15:09,8/11/2022,15:09:00,Cajuína,female,adult,-40.89458,-3.82814,0,,,,,,,,,,
2022-08-11_1512_MVI_5505,2022-08-11_1512_MVI_5505,2022-08-11_1512_MVI_5505.MP4,8/11/2022 15:12,8/11/2022,15:12:00,Cajuína,female,adult,-40.89762,-3.82808,0,,,,,,,,,,
2022-08-11_1519_MVI_5507,2022-08-11_1519_MVI_5507,2022-08-11_1519_MVI_5507.MP4,8/11/2022 15:19,8/11/2022,15:19:00,Cajuína,female,adult,-40.89785,-3.82799,0,,,,,,,,,,
2022-08-11_1703_MVI_5530,2022-08-11_1703_MVI_5530,2022-08-11_1703_MVI_5530.MP4,8/11/2022 17:03,8/11/2022,17:03:00,Cajuína,female,adult,-40.90051,-3.82567,0,,,,,,,,,,
2022-08-21_1229_MVI_5509,2022-08-21_1229_MVI_5509,2022-08-21_1229_MVI_5509.MP4,8/21/2022 12:29,8/21/2022,12:29:00,João Grilo,male,subadult,-40.89392,-3.82719,0,,,,,,,,,,
2022-08-12_0813_MVI_5548,2022-08-12_0813_MVI_5548,2022-08-12_0813_MVI_5548.MP4,8/12/2022 8:13,8/12/2022,8:13:00,Baião,male,adult,-40.89746,-3.82741,0,,,,,,,,,,
2022-08-21_1245_MVI_5512,2022-08-21_1245_MVI_5512,2022-08-21_1245_MVI_5512.MP4,8/21/2022 12:45,8/21/2022,12:45:00,João Grilo,male,subadult,-40.8938,-3.82727,0,,,,,,,,,0,
2022-08-12_0829_MVI_5556,2022-08-12_0829_MVI_5556,2022-08-12_0829_MVI_5556.MP4,8/12/2022 8:29,8/12/2022,8:29:00,Baião,male,adult,-40.89727,-3.82724,1,1,1,macauba,3,0,3,0,3,0,
2022-08-12_0846_MVI_5562,2022-08-12_0846_MVI_5562,2022-08-12_0846_MVI_5562.MP4,8/12/2022 8:46,8/12/2022,8:46:00,Baião,male,adult,-40.89658,-3.82694,0,,,,,,,,,,
2022-08-12_0902_MVI_5565,2022-08-12_0902_MVI_5565,2022-08-12_0902_MVI_5565.MP4,8/12/2022 9:02,8/12/2022,9:02:00,Baião,male,adult,-40.89659,-3.82707,0,,,,,,,,,,
2022-08-12_0918_MVI_5572,2022-08-12_0918_MVI_5572,2022-08-12_0918_MVI_5572.MP4,8/12/2022 9:18,8/12/2022,9:18:00,Baião,male,adult,-40.89653,-3.82737,1,0,1,macauba,1,0,1,0,1,0,
2022-08-11_1556_MVI_5518,2022-08-11_1556_MVI_5518,2022-08-11_1556_MVI_5518.MP4,8/11/2022 15:56,8/11/2022,15:56:00,Cajuína,female,adult,-40.89873,-3.82747,1,0,1,macauba,3,0,2,0,3,0,
2022-08-13_0810_MVI_5646,2022-08-13_0810_MVI_5646,2022-08-13_0810_MVI_5646.MP4,8/13/2022 8:10,8/13/2022,8:10:00,Xote,female,adult,-40.89777,-3.8272,1,0,4,macauba,2,0,2,0,2,0,
2022-08-13_0826_MVI_5657,2022-08-13_0826_MVI_5657,2022-08-13_0826_MVI_5657.MP4,8/13/2022 8:26,8/13/2022,8:26:00,Xote,female,adult,-40.89755,-3.82737,0,,,,,,,,,,
2022-08-13_0843_MVI_5660,2022-08-13_0843_MVI_5660,2022-08-13_0843_MVI_5660.MP4,8/13/2022 8:43,8/13/2022,8:43:00,Xote,female,adult,-40.89744,-3.82755,0,,,,,,,,,,
2022-08-13_0921_MVI_5667,2022-08-13_0921_MVI_5667,2022-08-13_0921_MVI_5667.MP4,8/13/2022 9:21,8/13/2022,9:21:00,Xote,female,adult,-40.89771,-3.82736,1,0,2,macauba,2,0,1,0,2,0,
2022-08-13_0936_MVI_5671,2022-08-13_0936_MVI_5671,2022-08-13_0936_MVI_5671.MP4,8/13/2022 9:36,8/13/2022,9:36:00,Xote,female,adult,-40.89761,-3.82729,0,,,,,,,,,,
2022-08-13_0957_MVI_5676,2022-08-13_0957_MVI_5676,2022-08-13_0957_MVI_5676.MP4,8/13/2022 9:57,8/13/2022,9:57:00,Xote,female,adult,-40.89767,-3.82749,1,1,1,macauba,2,0,2,0,2,0,
2022-08-13_1013_MVI_5681,2022-08-13_1013_MVI_5681,2022-08-13_1013_MVI_5681.MP4,8/13/2022 10:13,8/13/2022,10:13:00,Xote,female,adult,-40.89774,-3.82733,1,0,2,macauba,1,0,1,0,1,0,
2022-08-13_1206_MVI_5699,2022-08-13_1206_MVI_5699,2022-08-13_1206_MVI_5699.MP4,8/13/2022 12:06,8/13/2022,12:06:00,Xote,female,adult,-40.89852,-3.828,1,1,2,macauba,1,0,1,0,1,0,
2022-08-13_1401_MVI_5719,2022-08-13_1401_MVI_5719,2022-08-13_1401_MVI_5719.MP4,8/13/2022 14:01,8/13/2022,14:01:00,Xote,female,adult,-40.89949,-3.8275,1,1,1,macauba,1,0,1,0,1,0,
2022-08-13_1419_MVI_5722,2022-08-13_1419_MVI_5722,2022-08-13_1419_MVI_5722.MP4,8/13/2022 14:19,8/13/2022,14:19:00,Xote,female,adult,-40.89967,-3.82739,0,,,,,,,,,,
