sample_id,focal,minute,timestamp,individual,sex,age,height,nutcracking
2022-08-19_1617_MVI_5982_2,2022-08-19_1617_MVI_5982,2,2022-08-19 16:17:00,Cuscuz,male,adult,18,0
2022-12-01_0651_MVI_8174_2,2022-12-01_0651_MVI_8174,2,2022-12-01 06:51:00,Maria Bonita,female,adult,11,0
2022-12-01_0709_MVI_8178_2,2022-12-01_0709_MVI_8178,2,2022-12-01 07:09:00,Maria Bonita,female,adult,10,0
2022-11-05_0650_MVI_7435_2,2022-11-05_0650_MVI_7435,2,2022-11-05 06:50:00,Mucunzá,male,subadult,0.1,0
2022-11-05_0707_MVI_7437_2,2022-11-05_0707_MVI_7437,2,2022-11-05 07:07:00,Mucunzá,male,subadult,0,0
2022-11-05_0726_MVI_7438_2,2022-11-05_0726_MVI_7438,2,2022-11-05 07:26:00,Mucunzá,male,subadult,0.3,0
2022-11-05_0745_MVI_7442_2,2022-11-05_0745_MVI_7442,2,2022-11-05 07:45:00,Mucunzá,male,subadult,3,0
2022-11-05_0802_MVI_7444_2,2022-11-05_0802_MVI_7444,2,2022-11-05 08:02:00,Mucunzá,male,subadult,0.4,0
2022-11-05_0817_MVI_7447_2,2022-11-05_0817_MVI_7447,2,2022-11-05 08:17:00,Mucunzá,male,subadult,5,0
2022-11-05_0842_MVI_7450_2,2022-11-05_0842_MVI_7450,2,2022-11-05 08:42:00,Mucunzá,male,subadult,0,0
2022-12-01_1023_MVI_8185_2,2022-12-01_1023_MVI_8185,2,2022-12-01 10:23:00,Maria Bonita,female,adult,11,0
2022-12-01_1053_MVI_8193_2,2022-12-01_1053_MVI_8193,2,2022-12-01 10:53:00,Maria Bonita,female,adult,6,0
2022-12-01_1110_MVI_8196_2,2022-12-01_1110_MVI_8196,2,2022-12-01 11:10:00,Maria Bonita,female,adult,14,0
2022-12-01_1224_MVI_8203_2,2022-12-01_1224_MVI_8203,2,2022-12-01 12:24:00,Maria Bonita,female,adult,10,0
2022-12-01_1243_MVI_8206_2,2022-12-01_1243_MVI_8206,2,2022-12-01 12:43:00,Maria Bonita,female,adult,10,0
2022-12-01_1301_MVI_8213_2,2022-12-01_1301_MVI_8213,2,2022-12-01 13:01:00,Maria Bonita,female,adult,7.5,0
2022-12-01_1318_MVI_8216_2,2022-12-01_1318_MVI_8216,2,2022-12-01 13:18:00,Maria Bonita,female,adult,11,0
2022-12-01_1355_MVI_8224_2,2022-12-01_1355_MVI_8224,2,2022-12-01 13:55:00,Maria Bonita,female,adult,0,0
2022-12-01_1438_MVI_8233_2,2022-12-01_1438_MVI_8233,2,2022-12-01 14:38:00,Maria Bonita,female,adult,10,0
2022-12-01_1529_MVI_8237_2,2022-12-01_1529_MVI_8237,2,2022-12-01 15:29:00,Maria Bonita,female,adult,15,0
2022-12-02_0909_MVI_8063_2,2022-12-02_0909_MVI_8063,2,2022-12-02 09:09:00,Baleia,female,adult,8,0
2022-12-02_1135_MVI_8071_2,2022-12-02_1135_MVI_8071,2,2022-12-02 11:35:00,Baleia,female,adult,0,1
2022-12-02_1150_MVI_8073_2,2022-12-02_1150_MVI_8073,2,2022-12-02 11:50:00,Baleia,female,adult,9,0
2022-12-02_1209_MVI_8076_2,2022-12-02_1209_MVI_8076,2,2022-12-02 12:09:00,Baleia,female,adult,12,0
2022-11-05_0858_MVI_7452_2,2022-11-05_0858_MVI_7452,2,2022-11-05 08:58:00,Mucunzá,male,subadult,0,0
2022-11-05_0913_MVI_7454_2,2022-11-05_0913_MVI_7454,2,2022-11-05 09:13:00,Mucunzá,male,subadult,0,0
2022-11-05_0947_MVI_7648_2,2022-11-05_0947_MVI_7648,2,2022-11-05 09:47:00,Mucunzá,male,subadult,0,0
2022-11-05_1006_MVI_7458_2,2022-11-05_1006_MVI_7458,2,2022-11-05 10:06:00,Mucunzá,male,subadult,2,0
2022-11-05_1152_MVI_7460_2,2022-11-05_1152_MVI_7460,2,2022-11-05 11:52:00,Mucunzá,male,subadult,7,0
2022-11-05_1209_MVI_7461_2,2022-11-05_1209_MVI_7461,2,2022-11-05 12:09:00,Mucunzá,male,subadult,10,0
2022-11-05_1227_MVI_7462_2,2022-11-05_1227_MVI_7462,2,2022-11-05 12:27:00,Mucunzá,male,subadult,3,0
2022-12-02_1235_MVI_8080_2,2022-12-02_1235_MVI_8080,2,2022-12-02 12:35:00,Baleia,female,adult,15,0
2022-12-02_1251_MVI_8082_2,2022-12-02_1251_MVI_8082,2,2022-12-02 12:51:00,Baleia,female,adult,16,0
2022-12-02_1321_MVI_8085_2,2022-12-02_1321_MVI_8085,2,2022-12-02 13:21:00,Baleia,female,adult,12,1
2022-12-02_1336_MVI_8087_2,2022-12-02_1336_MVI_8087,2,2022-12-02 13:36:00,Baleia,female,adult,11,0
2022-12-02_1351_MVI_8089_2,2022-12-02_1351_MVI_8089,2,2022-12-02 13:51:00,Baleia,female,adult,12,0
2022-12-02_1413_MVI_8093_2,2022-12-02_1413_MVI_8093,2,2022-12-02 14:13:00,Baleia,female,adult,13,0
2022-12-03_0721_MVI_8099_2,2022-12-03_0721_MVI_8099,2,2022-12-03 07:21:00,Chicó,male,adult,7.5,0
2022-12-03_0738_MVI_8102_2,2022-12-03_0738_MVI_8102,2,2022-12-03 07:38:00,Chicó,male,adult,3,0
2022-12-03_0754_MVI_8105_2,2022-12-03_0754_MVI_8105,2,2022-12-03 07:54:00,Chicó,male,adult,6,0
2022-12-03_0811_MVI_8108_2,2022-12-03_0811_MVI_8108,2,2022-12-03 08:11:00,Chicó,male,adult,5,0
2022-12-03_0827_MVI_8111_2,2022-12-03_0827_MVI_8111,2,2022-12-03 08:27:00,Chicó,male,adult,8,0
2022-12-03_0843_MVI_8114_2,2022-12-03_0843_MVI_8114,2,2022-12-03 08:43:00,Chicó,male,adult,6.5,0
2022-12-03_0858_MVI_8117_2,2022-12-03_0858_MVI_8117,2,2022-12-03 08:58:00,Chicó,male,adult,0,1
2022-11-05_1243_MVI_7463_2,2022-11-05_1243_MVI_7463,2,2022-11-05 12:43:00,Mucunzá,male,subadult,4,0
2022-11-05_1300_MVI_7464_2,2022-11-05_1300_MVI_7464,2,2022-11-05 13:00:00,Mucunzá,male,subadult,13,0
2022-11-05_1317_MVI_7468_2,2022-11-05_1317_MVI_7468,2,2022-11-05 13:17:00,Mucunzá,male,subadult,8,0
2022-11-05_1335_MVI_7470_2,2022-11-05_1335_MVI_7470,2,2022-11-05 13:35:00,Mucunzá,male,subadult,5,0
2022-11-05_1351_MVI_7471_2,2022-11-05_1351_MVI_7471,2,2022-11-05 13:51:00,Mucunzá,male,subadult,0.8,1
2022-12-03_0913_MVI_8121_2,2022-12-03_0913_MVI_8121,2,2022-12-03 09:13:00,Chicó,male,adult,3.5,0
2022-12-03_0935_MVI_8125_2,2022-12-03_0935_MVI_8125,2,2022-12-03 09:35:00,Chicó,male,adult,6,0
2022-12-03_0951_MVI_8130_2,2022-12-03_0951_MVI_8130,2,2022-12-03 09:51:00,Chicó,male,adult,0.5,1
2022-12-03_1021_MVI_8134_2,2022-12-03_1021_MVI_8134,2,2022-12-03 10:21:00,Chicó,male,adult,3,1
2022-12-03_1037_MVI_8138_2,2022-12-03_1037_MVI_8138,2,2022-12-03 10:37:00,Chicó,male,adult,1.7,0
2022-12-03_1108_MVI_8147_2,2022-12-03_1108_MVI_8147,2,2022-12-03 11:08:00,Chicó,male,adult,7,0
2022-12-03_1203_MVI_8152_2,2022-12-03_1203_MVI_8152,2,2022-12-03 12:03:00,Chicó,male,adult,8,0
2022-12-03_1220_MVI_8158_2,2022-12-03_1220_MVI_8158,2,2022-12-03 12:20:00,Chicó,male,adult,4,0
2022-12-03_1237_MVI_8162_2,2022-12-03_1237_MVI_8162,2,2022-12-03 12:37:00,Chicó,male,adult,0,1
2022-11-05_1407_MVI_7472_2,2022-11-05_1407_MVI_7472,2,2022-11-05 14:07:00,Mucunzá,male,subadult,0.3,0
2022-11-05_1423_MVI_7473_2,2022-11-05_1423_MVI_7473,2,2022-11-05 14:23:00,Mucunzá,male,subadult,5,0
2022-11-05_1440_MVI_7474_2,2022-11-05_1440_MVI_7474,2,2022-11-05 14:40:00,Mucunzá,male,subadult,6,0
2022-11-05_1455_MVI_7476_2,2022-11-05_1455_MVI_7476,2,2022-11-05 14:55:00,Mucunzá,male,subadult,14,0
2022-11-05_1511_MVI_7477_2,2022-11-05_1511_MVI_7477,2,2022-11-05 15:11:00,Mucunzá,male,subadult,0.4,0
2022-11-05_1528_MVI_7480_2,2022-11-05_1528_MVI_7480,2,2022-11-05 15:28:00,Mucunzá,male,subadult,0.2,0
2022-11-05_1543_MVI_7483_2,2022-11-05_1543_MVI_7483,2,2022-11-05 15:43:00,Mucunzá,male,subadult,1.8,0
2022-11-05_1559_MVI_7484_2,2022-11-05_1559_MVI_7484,2,2022-11-05 15:59:00,Mucunzá,male,subadult,0.1,0
2022-11-05_1620_MVI_7486_2,2022-11-05_1620_MVI_7486,2,2022-11-05 16:20:00,Mucunzá,male,subadult,2,0
2022-12-03_1342_MVI_8167_2,2022-12-03_1342_MVI_8167,2,2022-12-03 13:42:00,Chicó,male,adult,1.7,0
2022-12-03_1400_MVI_8171_2,2022-12-03_1400_MVI_8171,2,2022-12-03 14:00:00,Chicó,male,adult,8,0
2022-12-03_1416_MVI_8174_2,2022-12-03_1416_MVI_8174,2,2022-12-03 14:16:00,Chicó,male,adult,8,0
2022-12-03_1436_MVI_8179_2,2022-12-03_1436_MVI_8179,2,2022-12-03 14:36:00,Chicó,male,adult,3,0
2022-12-03_1452_MVI_8182_2,2022-12-03_1452_MVI_8182,2,2022-12-03 14:52:00,Chicó,male,adult,2,0
2022-12-05_0850_MVI_8254_2,2022-12-05_0850_MVI_8254,2,2022-12-05 08:50:00,Fabiano,male,adult,5.5,0
2022-12-05_0907_MVI_8257_2,2022-12-05_0907_MVI_8257,2,2022-12-05 09:07:00,Fabiano,male,adult,3,1
2022-12-05_0925_MVI_8264_2,2022-12-05_0925_MVI_8264,2,2022-12-05 09:25:00,Fabiano,male,adult,5.5,0
2022-11-10_1113_MVI_7496_2,2022-11-10_1113_MVI_7496,2,2022-11-10 11:13:00,Cuscuz,male,adult,2.5,0
2022-11-10_1157_MVI_7501_2,2022-11-10_1157_MVI_7501,2,2022-11-10 11:57:00,Cuscuz,male,adult,10,0
2022-11-10_1220_MVI_7503_2,2022-11-10_1220_MVI_7503,2,2022-11-10 12:20:00,Cuscuz,male,adult,13,0
2022-11-10_1247_MVI_7506_2,2022-11-10_1247_MVI_7506,2,2022-11-10 12:47:00,Cuscuz,male,adult,5,0
2022-11-10_1303_MVI_7507_2,2022-11-10_1303_MVI_7507,2,2022-11-10 13:03:00,Cuscuz,male,adult,9,0
2022-12-05_0943_MVI_8271_2,2022-12-05_0943_MVI_8271,2,2022-12-05 09:43:00,Fabiano,male,adult,8,0
2022-12-05_1000_MVI_8274_2,2022-12-05_1000_MVI_8274,2,2022-12-05 10:00:00,Fabiano,male,adult,9,0
2022-11-11_1021_MVI_7538_2,2022-11-11_1021_MVI_7538,2,2022-11-11 10:21:00,Xote,female,adult,7,0
2022-11-11_1036_MVI_7542_2,2022-11-11_1036_MVI_7542,2,2022-11-11 10:36:00,Xote,female,adult,7,0
2022-11-11_1051_MVI_7545_2,2022-11-11_1051_MVI_7545,2,2022-11-11 10:51:00,Xote,female,adult,4,0
2022-11-11_1121_MVI_7553_2,2022-11-11_1121_MVI_7553,2,2022-11-11 11:21:00,Xote,female,adult,6,0
2022-11-11_1136_MVI_7556_2,2022-11-11_1136_MVI_7556,2,2022-11-11 11:36:00,Xote,female,adult,6,0
2022-11-11_1151_MVI_7564_2,2022-11-11_1151_MVI_7564,2,2022-11-11 11:51:00,Xote,female,adult,6,0
2022-11-11_1221_MVI_7571_2,2022-11-11_1221_MVI_7571,2,2022-11-11 12:21:00,Xote,female,adult,8,0
2022-11-11_1236_MVI_7574_2,2022-11-11_1236_MVI_7574,2,2022-11-11 12:36:00,Xote,female,adult,9,0
2022-11-11_1106_MVI_7550_2,2022-11-11_1106_MVI_7550,2,2022-11-11 11:06:00,Xote,female,adult,6,0
2022-11-11_1308_MVI_7746_2,2022-11-11_1308_MVI_7746,2,2022-11-11 13:08:00,Xote,female,adult,14,0
2022-11-11_1322_MVI_7585_2,2022-11-11_1322_MVI_7585,2,2022-11-11 13:22:00,Xote,female,adult,5,0
2022-11-11_1357_MVI_7589_2,2022-11-11_1357_MVI_7589,2,2022-11-11 13:57:00,Xote,female,adult,8,0
2022-11-11_1618_MVI_7597_2,2022-11-11_1618_MVI_7597,2,2022-11-11 16:18:00,Xote,female,adult,8,0
2022-11-11_1257_MVI_7742_2,2022-11-11_1257_MVI_7742,2,2022-11-11 12:57:00,Xote,female,adult,14,0
2022-11-12_1212_MVI_7625_2,2022-11-12_1212_MVI_7625,2,2022-11-12 12:12:00,Fabiano,male,adult,11,0
2022-11-12_1228_MVI_7626_2,2022-11-12_1228_MVI_7626,2,2022-11-12 12:28:00,Fabiano,male,adult,7,0
2022-11-12_1246_MVI_7627_2,2022-11-12_1246_MVI_7627,2,2022-11-12 12:46:00,Fabiano,male,adult,0,0
2022-11-12_1301_MVI_7628_2,2022-11-12_1301_MVI_7628,2,2022-11-12 13:01:00,Fabiano,male,adult,0.1,0
2022-11-12_1301_MVI_7629_2,2022-11-12_1301_MVI_7629,2,2022-11-12 13:01:00,Fabiano,male,adult,0,1
2022-11-12_1410_MVI_7631_2,2022-11-12_1410_MVI_7631,2,2022-11-12 14:10:00,Fabiano,male,adult,0,0
2022-12-05_1017_MVI_8277_2,2022-12-05_1017_MVI_8277,2,2022-12-05 10:17:00,Fabiano,male,adult,2.2,1
2022-12-05_1034_MVI_8281_2,2022-12-05_1034_MVI_8281,2,2022-12-05 10:34:00,Fabiano,male,adult,2.5,0
2022-12-05_1111_MVI_8289_2,2022-12-05_1111_MVI_8289,2,2022-12-05 11:11:00,Fabiano,male,adult,2.2,1
2022-12-05_1321_MVI_8298_2,2022-12-05_1321_MVI_8298,2,2022-12-05 13:21:00,Fabiano,male,adult,2.5,0
2022-12-05_1339_MVI_8301_2,2022-12-05_1339_MVI_8301,2,2022-12-05 13:39:00,Fabiano,male,adult,2,0
2022-12-05_1404_MVI_8311_2,2022-12-05_1404_MVI_8311,2,2022-12-05 14:04:00,Fabiano,male,adult,0,0
2022-12-05_1421_MVI_8315_2,2022-12-05_1421_MVI_8315,2,2022-12-05 14:21:00,Fabiano,male,adult,1.6,0
2022-12-05_1447_MVI_8320_2,2022-12-05_1447_MVI_8320,2,2022-12-05 14:47:00,Fabiano,male,adult,0,0
2022-12-05_1506_MVI_8324_2,2022-12-05_1506_MVI_8324,2,2022-12-05 15:06:00,Fabiano,male,adult,0,0
2022-12-05_1530_MVI_8333_2,2022-12-05_1530_MVI_8333,2,2022-12-05 15:30:00,Fabiano,male,adult,0.2,0
2022-12-06_0724_MVI_8338_2,2022-12-06_0724_MVI_8338,2,2022-12-06 07:24:00,Açucena,female,adult,5,0
2022-12-06_0739_MVI_8343_2,2022-12-06_0739_MVI_8343,2,2022-12-06 07:39:00,Açucena,female,adult,7,0
2022-12-06_0752_MVI_8346_2,2022-12-06_0752_MVI_8346,2,2022-12-06 07:52:00,Açucena,female,adult,12,0
2022-12-06_0818_MVI_8347_2,2022-12-06_0818_MVI_8347,2,2022-12-06 08:18:00,Açucena,female,adult,2.5,1
2022-12-06_0833_MVI_8349_2,2022-12-06_0833_MVI_8349,2,2022-12-06 08:33:00,Açucena,female,adult,0,0
2022-12-06_0849_MVI_8351_2,2022-12-06_0849_MVI_8351,2,2022-12-06 08:49:00,Açucena,female,adult,3,0
2022-12-06_1120_MVI_8363_2,2022-12-06_1120_MVI_8363,2,2022-12-06 11:20:00,Açucena,female,adult,0,1
2022-12-06_1321_MVI_8379_2,2022-12-06_1321_MVI_8379,2,2022-12-06 13:21:00,Açucena,female,adult,0,1
2022-12-06_1342_MVI_8384_2,2022-12-06_1342_MVI_8384,2,2022-12-06 13:42:00,Açucena,female,adult,0.2,0
2022-12-06_1404_MVI_8387_2,2022-12-06_1404_MVI_8387,2,2022-12-06 14:04:00,Açucena,female,adult,1,0
2022-12-06_1439_MVI_8391_2,2022-12-06_1439_MVI_8391,2,2022-12-06 14:39:00,Açucena,female,adult,1.5,1
2022-12-06_1454_MVI_8393_2,2022-12-06_1454_MVI_8393,2,2022-12-06 14:54:00,Açucena,female,adult,0,0
2022-12-07_0713_MVI_8403_2,2022-12-07_0713_MVI_8403,2,2022-12-07 07:13:00,Betânia,female,adult,4,0
2022-12-07_0730_MVI_8406_2,2022-12-07_0730_MVI_8406,2,2022-12-07 07:30:00,Betânia,female,adult,1,0
2022-12-07_0749_MVI_8410_2,2022-12-07_0749_MVI_8410,2,2022-12-07 07:49:00,Betânia,female,adult,3,0
2022-12-07_0813_MVI_8418_2,2022-12-07_0813_MVI_8418,2,2022-12-07 08:13:00,Betânia,female,adult,3.5,0
2022-12-07_0831_MVI_8421_2,2022-12-07_0831_MVI_8421,2,2022-12-07 08:31:00,Betânia,female,adult,3.3,0
2022-12-07_0848_MVI_8426_2,2022-12-07_0848_MVI_8426,2,2022-12-07 08:48:00,Betânia,female,adult,2.5,0
2022-12-07_1048_MVI_8434_2,2022-12-07_1048_MVI_8434,2,2022-12-07 10:48:00,Betânia,female,adult,7,0
2022-12-07_1106_MVI_8439_2,2022-12-07_1106_MVI_8439,2,2022-12-07 11:06:00,Betânia,female,adult,11,0
2022-12-07_1205_MVI_8445_2,2022-12-07_1205_MVI_8445,2,2022-12-07 12:05:00,Betânia,female,adult,9,0
2022-12-07_1223_MVI_8448_2,2022-12-07_1223_MVI_8448,2,2022-12-07 12:23:00,Betânia,female,adult,14,0
2022-12-07_1231_MVI_8450_2,2022-12-07_1231_MVI_8450,2,2022-12-07 12:31:00,Betânia,female,adult,1,0
2022-12-07_1248_MVI_8453_2,2022-12-07_1248_MVI_8453,2,2022-12-07 12:48:00,Betânia,female,adult,14,0
2022-12-07_1307_MVI_8456_2,2022-12-07_1307_MVI_8456,2,2022-12-07 13:07:00,Betânia,female,adult,0.2,0
2022-12-07_1331_MVI_8461_2,2022-12-07_1331_MVI_8461,2,2022-12-07 13:31:00,Betânia,female,adult,4,0
2022-12-07_1345_MVI_8465_2,2022-12-07_1345_MVI_8465,2,2022-12-07 13:45:00,Betânia,female,adult,0,0
2022-12-07_1454_MVI_8478_2,2022-12-07_1454_MVI_8478,2,2022-12-07 14:54:00,Betânia,female,adult,2.5,0
2022-12-07_1510_MVI_8481_2,2022-12-07_1510_MVI_8481,2,2022-12-07 15:10:00,Betânia,female,adult,4,0
2022-12-07_1533_MVI_8486_2,2022-12-07_1533_MVI_8486,2,2022-12-07 15:33:00,Betânia,female,adult,12,0
2022-12-10_0827_MVI_8590_2,2022-12-10_0827_MVI_8590,2,2022-12-10 08:27:00,Cajuína,female,adult,11,0
2022-12-10_0845_MVI_8593_2,2022-12-10_0845_MVI_8593,2,2022-12-10 08:45:00,Cajuína,female,adult,6,0
2022-12-10_0901_MVI_8596_2,2022-12-10_0901_MVI_8596,2,2022-12-10 09:01:00,Cajuína,female,adult,12,0
2022-12-10_0937_MVI_8604_2,2022-12-10_0937_MVI_8604,2,2022-12-10 09:37:00,Cajuína,female,adult,5,0
2022-12-10_0952_MVI_8607_2,2022-12-10_0952_MVI_8607,2,2022-12-10 09:52:00,Cajuína,female,adult,0,0
2022-12-10_1009_MVI_8611_2,2022-12-10_1009_MVI_8611,2,2022-12-10 10:09:00,Cajuína,female,adult,0,0
2022-12-10_1027_MVI_8616_2,2022-12-10_1027_MVI_8616,2,2022-12-10 10:27:00,Cajuína,female,adult,6,0
2022-12-10_1043_MVI_8619_2,2022-12-10_1043_MVI_8619,2,2022-12-10 10:43:00,Cajuína,female,adult,14,0
2022-12-10_1100_MVI_8622_2,2022-12-10_1100_MVI_8622,2,2022-12-10 11:00:00,Cajuína,female,adult,7,0
2022-12-10_1115_MVI_8624_2,2022-12-10_1115_MVI_8624,2,2022-12-10 11:15:00,Cajuína,female,adult,5,1
2022-12-10_1139_MVI_8628_2,2022-12-10_1139_MVI_8628,2,2022-12-10 11:39:00,Cajuína,female,adult,10,0
2022-12-10_1156_MVI_8631_2,2022-12-10_1156_MVI_8631,2,2022-12-10 11:56:00,Cajuína,female,adult,5,0
2022-12-10_1221_MVI_8635_2,2022-12-10_1221_MVI_8635,2,2022-12-10 12:21:00,Cajuína,female,adult,0.4,0
2022-12-10_1239_MVI_8638_2,2022-12-10_1239_MVI_8638,2,2022-12-10 12:39:00,Cajuína,female,adult,0,1
2022-12-10_1256_MVI_8642_2,2022-12-10_1256_MVI_8642,2,2022-12-10 12:56:00,Cajuína,female,adult,0,1
2022-12-10_1313_MVI_8647_2,2022-12-10_1313_MVI_8647,2,2022-12-10 13:13:00,Cajuína,female,adult,0.3,1
2022-12-10_1331_MVI_8652_2,2022-12-10_1331_MVI_8652,2,2022-12-10 13:31:00,Cajuína,female,adult,0,0
2022-12-10_1416_MVI_8660_2,2022-12-10_1416_MVI_8660,2,2022-12-10 14:16:00,Cajuína,female,adult,0,0
2022-12-10_1433_MVI_8663_2,2022-12-10_1433_MVI_8663,2,2022-12-10 14:33:00,Cajuína,female,adult,4,0
2022-12-10_1448_MVI_8666_2,2022-12-10_1448_MVI_8666,2,2022-12-10 14:48:00,Cajuína,female,adult,8,0
2022-12-10_1504_MVI_8669_2,2022-12-10_1504_MVI_8669,2,2022-12-10 15:04:00,Cajuína,female,adult,0,0
2022-12-10_1521_MVI_8672_2,2022-12-10_1521_MVI_8672,2,2022-12-10 15:21:00,Cajuína,female,adult,0,0
2022-12-10_1543_MVI_8678_2,2022-12-10_1543_MVI_8678,2,2022-12-10 15:43:00,Cajuína,female,adult,6,0
2022-12-11_0744_MVI_8311_2,2022-12-11_0744_MVI_8311,2,2022-12-11 07:44:00,Maria Moura,female,adult,5,0
2022-12-11_0928_MVI_8316_2,2022-12-11_0928_MVI_8316,2,2022-12-11 09:28:00,Maria Moura,female,adult,3,0
2022-12-11_0953_MVI_8321_2,2022-12-11_0953_MVI_8321,2,2022-12-11 09:53:00,Maria Moura,female,adult,1.5,0
2022-12-11_1010_MVI_8326_2,2022-12-11_1010_MVI_8326,2,2022-12-11 10:10:00,Maria Moura,female,adult,2,0
2022-12-11_1034_MVI_8331_2,2022-12-11_1034_MVI_8331,2,2022-12-11 10:34:00,Maria Moura,female,adult,0,0
2022-12-11_1055_MVI_8335_2,2022-12-11_1055_MVI_8335,2,2022-12-11 10:55:00,Maria Moura,female,adult,13,0
2022-12-11_1115_MVI_8339_2,2022-12-11_1115_MVI_8339,2,2022-12-11 11:15:00,Maria Moura,female,adult,7,0
2022-12-11_1241_MVI_8343_2,2022-12-11_1241_MVI_8343,2,2022-12-11 12:41:00,Maria Moura,female,adult,0.4,1
2022-12-11_1257_MVI_8346_2,2022-12-11_1257_MVI_8346,2,2022-12-11 12:57:00,Maria Moura,female,adult,2,0
2022-12-11_1313_MVI_8350_2,2022-12-11_1313_MVI_8350,2,2022-12-11 13:13:00,Maria Moura,female,adult,6,0
2022-12-11_1352_MVI_8357_2,2022-12-11_1352_MVI_8357,2,2022-12-11 13:52:00,Maria Moura,female,adult,0.2,0
2022-12-12_0712_MVI_8705_2,2022-12-12_0712_MVI_8705,2,2022-12-12 07:12:00,João Grilo,male,subadult,4,1
2022-12-12_0727_MVI_8711_2,2022-12-12_0727_MVI_8711,2,2022-12-12 07:27:00,João Grilo,male,subadult,3,1
2022-12-12_0749_MVI_8718_2,2022-12-12_0749_MVI_8718,2,2022-12-12 07:49:00,João Grilo,male,subadult,0.5,0
2022-12-12_1022_MVI_8741_2,2022-12-12_1022_MVI_8741,2,2022-12-12 10:22:00,João Grilo,male,subadult,2,0
2022-12-12_1037_MVI_8745_2,2022-12-12_1037_MVI_8745,2,2022-12-12 10:37:00,João Grilo,male,subadult,5,0
2022-12-12_1052_MVI_8750_2,2022-12-12_1052_MVI_8750,2,2022-12-12 10:52:00,João Grilo,male,subadult,3,1
2022-12-12_1107_MVI_8753_2,2022-12-12_1107_MVI_8753,2,2022-12-12 11:07:00,João Grilo,male,subadult,3,0
2022-12-12_1122_MVI_8758_2,2022-12-12_1122_MVI_8758,2,2022-12-12 11:22:00,João Grilo,male,subadult,0.5,1
2022-12-12_1137_MVI_8765_2,2022-12-12_1137_MVI_8765,2,2022-12-12 11:37:00,João Grilo,male,subadult,5,0
2022-12-12_1207_MVI_8768_2,2022-12-12_1207_MVI_8768,2,2022-12-12 12:07:00,João Grilo,male,subadult,5,0
2022-12-12_1222_MVI_8771_2,2022-12-12_1222_MVI_8771,2,2022-12-12 12:22:00,João Grilo,male,subadult,1.5,0
2022-12-12_1238_MVI_8774_2,2022-12-12_1238_MVI_8774,2,2022-12-12 12:38:00,João Grilo,male,subadult,6,0
2022-12-12_1257_MVI_8778_2,2022-12-12_1257_MVI_8778,2,2022-12-12 12:57:00,João Grilo,male,subadult,3,0
2022-12-12_1311_MVI_8781_2,2022-12-12_1311_MVI_8781,2,2022-12-12 13:11:00,João Grilo,male,subadult,0,0
2022-12-12_1327_MVI_8784_2,2022-12-12_1327_MVI_8784,2,2022-12-12 13:27:00,João Grilo,male,subadult,2,0
2022-12-12_1347_MVI_8789_2,2022-12-12_1347_MVI_8789,2,2022-12-12 13:47:00,João Grilo,male,subadult,0,0
2022-12-12_1402_MVI_8792_2,2022-12-12_1402_MVI_8792,2,2022-12-12 14:02:00,João Grilo,male,subadult,6,1
2022-12-12_1417_MVI_8797_2,2022-12-12_1417_MVI_8797,2,2022-12-12 14:17:00,João Grilo,male,subadult,0.5,1
2022-12-12_1615_MVI_8811_2,2022-12-12_1615_MVI_8811,2,2022-12-12 16:15:00,João Grilo,male,subadult,13,0
2022-12-12_1630_MVI_8813_2,2022-12-12_1630_MVI_8813,2,2022-12-12 16:30:00,João Grilo,male,subadult,6,0
2022-12-12_1702_MVI_8816_2,2022-12-12_1702_MVI_8816,2,2022-12-12 17:02:00,João Grilo,male,subadult,10,0
2022-12-12_1708_MVI_8384_2,2022-12-12_1708_MVI_8384,2,2022-12-12 17:08:00,João Grilo,male,subadult,2,0
2022-12-13_1220_MVI_8393_2,2022-12-13_1220_MVI_8393,2,2022-12-13 12:20:00,Xote,female,adult,1,0
2022-12-13_1236_MVI_8396_2,2022-12-13_1236_MVI_8396,2,2022-12-13 12:36:00,Xote,female,adult,8,0
2022-12-13_1252_MVI_8399_2,2022-12-13_1252_MVI_8399,2,2022-12-13 12:52:00,Xote,female,adult,7,0
2022-12-13_1309_MVI_8402_2,2022-12-13_1309_MVI_8402,2,2022-12-13 13:09:00,Xote,female,adult,10,0
2022-12-13_1328_MVI_8406_2,2022-12-13_1328_MVI_8406,2,2022-12-13 13:28:00,Xote,female,adult,7,0
2022-12-13_1340_MVI_8408_2,2022-12-13_1340_MVI_8408,2,2022-12-13 13:40:00,Xote,female,adult,4,0
2022-12-13_1402_MVI_8412_2,2022-12-13_1402_MVI_8412,2,2022-12-13 14:02:00,Xote,female,adult,10,0
2022-12-13_1418_MVI_8415_2,2022-12-13_1418_MVI_8415,2,2022-12-13 14:18:00,Xote,female,adult,10,0
2022-12-13_1436_MVI_8418_2,2022-12-13_1436_MVI_8418,2,2022-12-13 14:36:00,Xote,female,adult,8,0
2022-12-13_1452_MVI_8421_2,2022-12-13_1452_MVI_8421,2,2022-12-13 14:52:00,Xote,female,adult,2,0
2022-12-16_1056_MVI_8529_2,2022-12-16_1056_MVI_8529,2,2022-12-16 10:56:00,Cuscuz,male,adult,2,1
2022-12-16_1112_MVI_8532_2,2022-12-16_1112_MVI_8532,2,2022-12-16 11:12:00,Cuscuz,male,adult,7,0
