sample_id,focal,minute,timestamp,individual,sex,age,height,nutcracking
2023-03-30_1040_MVI_1823_1,2023-03-30_1040_MVI_1823,1,2023-03-30 10:40:00,Maria Moura,female,adult,8,0
2023-03-30_1055_MVI_1827_1,2023-03-30_1055_MVI_1827,1,2023-03-30 10:55:00,Maria Moura,female,adult,1,1
2023-03-30_1109_MVI_1830_1,2023-03-30_1109_MVI_1830,1,2023-03-30 11:09:00,Maria Moura,female,adult,6,1
2023-03-30_1217_MVI_1837_1,2023-03-30_1217_MVI_1837,1,2023-03-30 12:17:00,Maria Moura,female,adult,1.6,1
2023-03-30_1246_MVI_1841_1,2023-03-30_1246_MVI_1841,1,2023-03-30 12:46:00,Maria Moura,female,adult,1.5,0
2023-03-30_1323_MVI_1847_1,2023-03-30_1323_MVI_1847,1,2023-03-30 13:23:00,Maria Moura,female,adult,7,1
2023-03-30_1341_MVI_1850_1,2023-03-30_1341_MVI_1850,1,2023-03-30 13:41:00,Maria Moura,female,adult,14,0
2023-03-30_1358_MVI_1856_1,2023-03-30_1358_MVI_1856,1,2023-03-30 13:58:00,Maria Moura,female,adult,10,0
2023-03-30_1416_MVI_1860_1,2023-03-30_1416_MVI_1860,1,2023-03-30 14:16:00,Maria Moura,female,adult,8,0
2023-03-30_1432_MVI_1865_1,2023-03-30_1432_MVI_1865,1,2023-03-30 14:32:00,Maria Moura,female,adult,12,0
2023-03-23_1212_00020_1,2023-03-23_1212_00020,1,2023-03-23 12:12:00,Betânia,female,adult,5,0
2023-03-23_1228_00023_1,2023-03-23_1228_00023,1,2023-03-23 12:28:00,Betânia,female,adult,7,0
2023-03-23_1259_00028_1,2023-03-23_1259_00028,1,2023-03-23 12:59:00,Betânia,female,adult,6.5,0
2023-03-23_1318_00032_1,2023-03-23_1318_00032,1,2023-03-23 13:18:00,Betânia,female,adult,8,0
2023-04-30_1558_MVI_2608_1,2023-04-30_1558_MVI_2608,1,2023-04-30 15:58:00,Betânia,female,adult,6,0
2023-04-30_1613_MVI_2612_1,2023-04-30_1613_MVI_2612,1,2023-04-30 16:13:00,Betânia,female,adult,8,0
2023-04-30_1630_MVI_2616_1,2023-04-30_1630_MVI_2616,1,2023-04-30 16:30:00,Betânia,female,adult,18,0
2022-10-13_0653_MVI_6967_1,2022-10-13_0653_MVI_6967,1,2022-10-13 06:53:00,Cajuína,female,adult,9,0
2022-10-13_0711_MVI_6972_1,2022-10-13_0711_MVI_6972,1,2022-10-13 07:11:00,Cajuína,female,adult,12,0
2022-10-13_0727_MVI_6976_1,2022-10-13_0727_MVI_6976,1,2022-10-13 07:27:00,Cajuína,female,adult,6,1
2022-10-13_0749_MVI_6981_1,2022-10-13_0749_MVI_6981,1,2022-10-13 07:49:00,Cajuína,female,adult,11,0
2023-03-20_0945_MVI_0161_1,2023-03-20_0945_MVI_0161,1,2023-03-20 09:45:00,Tapioca,female,adult,5,0
2023-03-20_1003_MVI_0165_1,2023-03-20_1003_MVI_0165,1,2023-03-20 10:03:00,Tapioca,female,adult,10,0
2023-03-20_1038_MVI_0170_1,2023-03-20_1038_MVI_0170,1,2023-03-20 10:38:00,Tapioca,female,adult,1,1
2023-03-20_1053_MVI_0173_1,2023-03-20_1053_MVI_0173,1,2023-03-20 10:53:00,Tapioca,female,adult,7,0
2023-03-20_1115_MVI_0182_1,2023-03-20_1115_MVI_0182,1,2023-03-20 11:15:00,Tapioca,female,adult,0.5,1
2023-07-15_1116_MVI_6186_1,2023-07-15_1116_MVI_6186,1,2023-07-15 11:16:00,Fabiano,male,adult,2.8,0
2023-07-15_1131_MVI_6189_1,2023-07-15_1131_MVI_6189,1,2023-07-15 11:31:00,Fabiano,male,adult,0,1
2023-07-15_1146_MVI_6195_1,2023-07-15_1146_MVI_6195,1,2023-07-15 11:46:00,Fabiano,male,adult,5,1
2023-07-15_1202_MVI_6201_1,2023-07-15_1202_MVI_6201,1,2023-07-15 12:02:00,Fabiano,male,adult,3,0
2023-07-15_1222_MVI_6213_1,2023-07-15_1222_MVI_6213,1,2023-07-15 12:22:00,Fabiano,male,adult,2.5,0
2023-07-15_1240_MVI_6219_1,2023-07-15_1240_MVI_6219,1,2023-07-15 12:40:00,Fabiano,male,adult,0,0
2023-07-15_1305_MVI_6231_1,2023-07-15_1305_MVI_6231,1,2023-07-15 13:05:00,Fabiano,male,adult,12,0
2023-07-15_1323_MVI_6234_1,2023-07-15_1323_MVI_6234,1,2023-07-15 13:23:00,Fabiano,male,adult,8,0
2023-07-15_1343_MVI_6241_1,2023-07-15_1343_MVI_6241,1,2023-07-15 13:43:00,Fabiano,male,adult,0.3,0
2023-07-15_1400_MVI_6243_1,2023-07-15_1400_MVI_6243,1,2023-07-15 14:00:00,Fabiano,male,adult,0,0
2023-07-15_1422_MVI_6252_1,2023-07-15_1422_MVI_6252,1,2023-07-15 14:22:00,Fabiano,male,adult,11,0
2023-07-15_1441_MVI_6260_1,2023-07-15_1441_MVI_6260,1,2023-07-15 14:41:00,Fabiano,male,adult,3.5,0
2023-07-15_1503_MVI_6269_1,2023-07-15_1503_MVI_6269,1,2023-07-15 15:03:00,Fabiano,male,adult,0,0
2023-07-15_1519_MVI_6278_1,2023-07-15_1519_MVI_6278,1,2023-07-15 15:19:00,Fabiano,male,adult,3,0
2023-07-15_1604_MVI_6283_1,2023-07-15_1604_MVI_6283,1,2023-07-15 16:04:00,Fabiano,male,adult,1.5,0
2023-07-15_1654_MVI_6293_1,2023-07-15_1654_MVI_6293,1,2023-07-15 16:54:00,Fabiano,male,adult,1.5,0
2023-07-15_1711_MVI_6301_1,2023-07-15_1711_MVI_6301,1,2023-07-15 17:11:00,Fabiano,male,adult,1,0
