focal,timestamp,individual,sex,age,location.long,location.lat,focal_begin,nutcracking
2022-08-02_0815_MVI_2775,2022-08-02 08:15:00,Fabiano,male,adult,-40.89560,-3.82635,1,0
2022-08-02_0831_MVI_2779,2022-08-02 08:31:00,Fabiano,male,adult,-40.89530,-3.82629,1,0
2022-08-02_0847_MVI_2782,2022-08-02 08:47:00,Fabiano,male,adult,-40.89494,-3.82624,1,0
2022-08-02_0905_MVI_2787,2022-08-02 09:05:00,Fabiano,male,adult,-40.89455,-3.82607,1,0
2022-08-02_0953_MVI_2791,2022-08-02 09:53:00,Fabiano,male,adult,-40.89344,-3.82580,1,0
2022-08-02_1038_MVI_2801,2022-08-02 10:38:00,Fabiano,male,adult,-40.89249,-3.82594,1,1
2022-08-02_1055_MVI_2807,2022-08-02 10:55:00,Fabiano,male,adult,-40.89254,-3.82619,1,1
2022-08-02_1111_MVI_2812,2022-08-02 11:11:00,Fabiano,male,adult,-40.89249,-3.82623,1,0
2022-08-02_1128_MVI_2816,2022-08-02 11:28:00,Fabiano,male,adult,-40.89195,-3.82564,1,0
2022-08-02_1152_MVI_2821,2022-08-02 11:52:00,Fabiano,male,adult,-40.89186,-3.82556,1,1
2022-08-02_1209_MVI_2829,2022-08-02 12:09:00,Fabiano,male,adult,-40.89152,-3.82580,1,0
2022-08-02_1226_MVI_2832,2022-08-02 12:26:00,Fabiano,male,adult,-40.89180,-3.82600,1,0
2022-08-02_1243_MVI_2835,2022-08-02 12:43:00,Fabiano,male,adult,-40.89186,-3.82567,1,0
2022-08-02_1301_MVI_2839,2022-08-02 13:01:00,Fabiano,male,adult,-40.89190,-3.82573,1,0
2022-08-02_1323_MVI_2844,2022-08-02 13:23:00,Fabiano,male,adult,-40.89231,-3.82594,1,1
2022-08-02_1343_MVI_2854,2022-08-02 13:43:00,Fabiano,male,adult,-40.89267,-3.82618,1,1
2022-08-02_1359_MVI_2859,2022-08-02 13:59:00,Fabiano,male,adult,-40.89274,-3.82615,1,0
2022-08-02_1416_MVI_2865,2022-08-02 14:16:00,Fabiano,male,adult,-40.89297,-3.82638,1,1
2022-08-02_1435_MVI_2871,2022-08-02 14:35:00,Fabiano,male,adult,-40.89277,-3.82656,1,0
2022-08-02_1519_MVI_2886,2022-08-02 15:19:00,Fabiano,male,adult,-40.89310,-3.82702,1,0
2022-08-02_1535_MVI_2889,2022-08-02 15:35:00,Fabiano,male,adult,-40.89305,-3.82723,1,0
2022-08-02_1551_MVI_2893,2022-08-02 15:51:00,Fabiano,male,adult,-40.89342,-3.82757,1,0
2022-08-02_1608_MVI_2895,2022-08-02 16:08:00,Fabiano,male,adult,-40.89404,-3.82784,1,0
2022-08-02_1623_MVI_2898,2022-08-02 16:23:00,Fabiano,male,adult,-40.89410,-3.82771,1,0
2022-08-02_1636_MVI_2901,2022-08-02 16:36:00,Fabiano,male,adult,-40.89475,-3.82747,1,0
2022-08-02_1653_MVI_2905,2022-08-02 16:53:00,Fabiano,male,adult,-40.89466,-3.82780,1,0
2022-08-02_1713_MVI_2912,2022-08-02 17:13:00,Fabiano,male,adult,-40.89507,-3.82760,1,1
2022-08-02_1739_MVI_2918,2022-08-02 17:39:00,Fabiano,male,adult,-40.89559,-3.82715,1,0
2022-08-03_1103_MVI_2922,2022-08-03 11:03:00,Cordel,female,adult,-40.89512,-3.82671,1,0
2022-08-03_1122_MVI_2927,2022-08-03 11:22:00,Cordel,female,adult,-40.89514,-3.82681,1,0
2022-08-03_1148_MVI_2933,2022-08-03 11:48:00,Cordel,female,adult,-40.89498,-3.82731,1,1
2022-08-03_1214_MVI_2943,2022-08-03 12:14:00,Cordel,female,adult,-40.89480,-3.82752,1,0
2022-08-03_1230_MVI_2948,2022-08-03 12:30:00,Cordel,female,adult,-40.89520,-3.82765,1,0
2022-08-03_1252_MVI_2958,2022-08-03 12:52:00,Cordel,female,adult,-40.89470,-3.82753,1,1
2022-08-03_1308_MVI_2963,2022-08-03 13:08:00,Cordel,female,adult,-40.89476,-3.82788,1,0
2022-08-03_1329_MVI_2967,2022-08-03 13:29:00,Cordel,female,adult,-40.89468,-3.82816,1,0
2022-08-05_0942_MVI_2986,2022-08-05 09:42:00,Maria Moura,female,adult,-40.89640,-3.82727,1,0
2022-08-05_0959_MVI_2991,2022-08-05 09:59:00,Maria Moura,female,adult,-40.89588,-3.82678,1,1
2022-08-05_1018_MVI_2997,2022-08-05 10:18:00,Maria Moura,female,adult,-40.89589,-3.82636,1,1
2022-08-05_1037_MVI_3008,2022-08-05 10:37:00,Maria Moura,female,adult,-40.89597,-3.82599,1,0
2022-08-05_1115_MVI_3019,2022-08-05 11:15:00,Maria Moura,female,adult,-40.89600,-3.82512,1,0
2022-08-06_1158_MVI_3053,2022-08-06 11:58:00,Tapioca,female,adult,-40.89656,-3.82625,1,0
2022-08-06_1215_MVI_3056,2022-08-06 12:15:00,Tapioca,female,adult,-40.89606,-3.82598,1,0
2022-08-06_1231_MVI_3060,2022-08-06 12:31:00,Tapioca,female,adult,-40.89584,-3.82609,1,0
2022-08-06_1308_MVI_3071,2022-08-06 13:08:00,Tapioca,female,adult,-40.89575,-3.82623,1,0
2022-08-06_1325_MVI_3076,2022-08-06 13:25:00,Tapioca,female,adult,-40.89548,-3.82632,1,0
2022-08-06_1341_MVI_3079,2022-08-06 13:41:00,Tapioca,female,adult,-40.89532,-3.82626,1,0
2022-08-06_1459_MVI_3098,2022-08-06 14:59:00,Tapioca,female,adult,-40.89462,-3.82642,1,0
2022-08-06_1358_MVI_3083,2022-08-06 13:58:00,Tapioca,female,adult,-40.89484,-3.82640,1,0
2022-08-06_1516_MVI_3101,2022-08-06 15:16:00,Tapioca,female,adult,-40.89457,-3.82647,1,0
2022-08-06_1551_MVI_3110,2022-08-06 15:51:00,Tapioca,female,adult,-40.89410,-3.82645,1,0
2022-08-06_1645_MVI_3119,2022-08-06 16:45:00,Tapioca,female,adult,-40.89342,-3.82674,1,1
2022-08-07_0654_MVI_3127,2022-08-07 06:54:00,Chicó,male,adult,-40.89325,-3.82702,1,0
2022-08-07_0710_MVI_3131,2022-08-07 07:10:00,Chicó,male,adult,-40.89288,-3.82674,1,1
2022-08-07_0729_MVI_3139,2022-08-07 07:29:00,Chicó,male,adult,-40.89274,-3.82695,1,0
2022-08-07_0747_MVI_3143,2022-08-07 07:47:00,Chicó,male,adult,-40.89271,-3.82697,1,0
2022-08-07_0857_MVI_3153,2022-08-07 08:57:00,Chicó,male,adult,-40.89209,-3.82660,1,1
2022-08-07_0917_MVI_3157,2022-08-07 09:17:00,Chicó,male,adult,-40.89210,-3.82659,1,0
2022-08-07_0939_MVI_3163,2022-08-07 09:39:00,Chicó,male,adult,-40.89228,-3.82665,1,1
2022-08-07_0953_MVI_3170,2022-08-07 09:53:00,Chicó,male,adult,-40.89230,-3.82671,1,0
2022-08-07_1018_MVI_3173,2022-08-07 10:18:00,Chicó,male,adult,-40.89243,-3.82686,1,0
2022-08-07_0802_MVI_3148,2022-08-07 08:02:00,Chicó,male,adult,-40.89248,-3.82682,1,0
2022-08-07_1034_MVI_3176,2022-08-07 10:34:00,Chicó,male,adult,-40.89246,-3.82717,1,0
2022-08-07_1049_MVI_3179,2022-08-07 10:49:00,Chicó,male,adult,-40.89260,-3.82729,1,0
2022-08-07_1106_MVI_3182,2022-08-07 11:06:00,Chicó,male,adult,-40.89280,-3.82741,1,0
2022-08-07_1122_MVI_3188,2022-08-07 11:22:00,Chicó,male,adult,-40.89283,-3.82706,1,0
2022-08-07_1143_MVI_3196,2022-08-07 11:43:00,Chicó,male,adult,-40.89274,-3.82701,1,1
2022-08-07_1248_MVI_3205,2022-08-07 12:48:00,Chicó,male,adult,-40.89309,-3.82675,1,0
2022-08-07_1347_MVI_3214,2022-08-07 13:47:00,Chicó,male,adult,-40.89334,-3.82686,1,0
2022-08-07_1405_MVI_3218,2022-08-07 14:05:00,Chicó,male,adult,-40.89333,-3.82688,1,0
2022-08-07_1424_MVI_3230,2022-08-07 14:24:00,Chicó,male,adult,-40.89344,-3.82674,1,1
2022-08-07_1446_MVI_3239,2022-08-07 14:46:00,Chicó,male,adult,-40.89344,-3.82703,1,0
2022-08-07_1627_MVI_3254,2022-08-07 16:27:00,Chicó,male,adult,-40.89500,-3.82761,1,1
2022-08-10_0824_MVI_3258,2022-08-10 08:24:00,Maria Bonita,female,adult,-40.89511,-3.82653,1,0
2022-08-10_0841_MVI_3261,2022-08-10 08:41:00,Maria Bonita,female,adult,-40.89498,-3.82664,1,0
2022-08-10_0901_MVI_3270,2022-08-10 09:01:00,Maria Bonita,female,adult,-40.89505,-3.82678,1,0
2022-08-10_0923_MVI_3279,2022-08-10 09:23:00,Maria Bonita,female,adult,-40.89500,-3.82660,1,0
2022-08-10_0940_MVI_3284,2022-08-10 09:40:00,Maria Bonita,female,adult,-40.89510,-3.82671,1,1
2022-08-10_1055_MVI_3305,2022-08-10 10:55:00,Maria Bonita,female,adult,-40.89405,-3.82725,1,0
2022-08-10_1118_MVI_3310,2022-08-10 11:18:00,Maria Bonita,female,adult,-40.89336,-3.82613,1,0
2022-08-10_1136_MVI_3315,2022-08-10 11:36:00,Maria Bonita,female,adult,-40.89311,-3.82715,1,0
2022-08-10_1153_MVI_3318,2022-08-10 11:53:00,Maria Bonita,female,adult,-40.89285,-3.82661,1,0
2022-08-10_1445_MVI_3361,2022-08-10 14:45:00,Maria Bonita,female,adult,-40.89281,-3.82606,1,1
2022-08-10_1503_MVI_3365,2022-08-10 15:03:00,Maria Bonita,female,adult,-40.89319,-3.82612,1,0
2022-08-10_1519_MVI_3367,2022-08-10 15:19:00,Maria Bonita,female,adult,-40.89330,-3.82602,1,0
2022-08-10_1537_MVI_3372,2022-08-10 15:37:00,Maria Bonita,female,adult,-40.89335,-3.82600,1,0
2022-08-11_1000_MVI_5442,2022-08-11 10:00:00,Cajuína,female,adult,-40.89199,-3.82664,1,1
2022-08-11_1042_MVI_5454,2022-08-11 10:42:00,Cajuína,female,adult,-40.89188,-3.82576,1,0
2022-08-11_1052_MVI_5457,2022-08-11 10:52:00,Cajuína,female,adult,-40.89177,-3.82563,1,1
2022-08-11_1110_MVI_5459,2022-08-11 11:10:00,Cajuína,female,adult,-40.89167,-3.82557,1,1
2022-08-11_1132_MVI_5468,2022-08-11 11:32:00,Cajuína,female,adult,-40.89164,-3.82502,1,0
2022-08-11_1150_MVI_5472,2022-08-11 11:50:00,Cajuína,female,adult,-40.89127,-3.82508,1,0
2022-08-11_1204_MVI_5479,2022-08-11 12:04:00,Cajuína,female,adult,-40.89102,-3.82492,1,0
2022-08-11_1310_MVI_5486,2022-08-11 13:10:00,Cajuína,female,adult,-40.89424,-3.82746,1,0
2022-08-11_1330_MVI_5489,2022-08-11 13:30:00,Cajuína,female,adult,-40.89452,-3.82744,1,0
2022-08-11_1349_MVI_5494,2022-08-11 13:49:00,Cajuína,female,adult,-40.89481,-3.82745,1,0
2022-08-11_1412_MVI_5497,2022-08-11 14:12:00,Cajuína,female,adult,-40.89507,-3.82767,1,1
2022-08-11_1509_MVI_5503,2022-08-11 15:09:00,Cajuína,female,adult,-40.89458,-3.82814,1,0
2022-08-11_1512_MVI_5505,2022-08-11 15:12:00,Cajuína,female,adult,-40.89762,-3.82808,1,0
2022-08-11_1519_MVI_5507,2022-08-11 15:19:00,Cajuína,female,adult,-40.89785,-3.82799,1,0
2022-08-11_1703_MVI_5530,2022-08-11 17:03:00,Cajuína,female,adult,-40.90051,-3.82567,1,0
2022-08-21_1229_MVI_5509,2022-08-21 12:29:00,João Grilo,male,subadult,-40.89392,-3.82719,1,0
2022-08-12_0813_MVI_5548,2022-08-12 08:13:00,Baião,male,adult,-40.89746,-3.82741,1,0
2022-08-21_1245_MVI_5512,2022-08-21 12:45:00,João Grilo,male,subadult,-40.89380,-3.82727,1,1
2022-08-12_0829_MVI_5556,2022-08-12 08:29:00,Baião,male,adult,-40.89727,-3.82724,1,1
2022-08-12_0846_MVI_5562,2022-08-12 08:46:00,Baião,male,adult,-40.89658,-3.82694,1,0
2022-08-12_0902_MVI_5565,2022-08-12 09:02:00,Baião,male,adult,-40.89659,-3.82707,1,0
2022-08-12_0918_MVI_5572,2022-08-12 09:18:00,Baião,male,adult,-40.89653,-3.82737,1,1
2022-08-11_1556_MVI_5518,2022-08-11 15:56:00,Cajuína,female,adult,-40.89873,-3.82747,1,1
2022-08-13_0810_MVI_5646,2022-08-13 08:10:00,Xote,female,adult,-40.89777,-3.82720,1,1
2022-08-13_0826_MVI_5657,2022-08-13 08:26:00,Xote,female,adult,-40.89755,-3.82737,1,0
2022-08-13_0843_MVI_5660,2022-08-13 08:43:00,Xote,female,adult,-40.89744,-3.82755,1,0
2022-08-13_0921_MVI_5667,2022-08-13 09:21:00,Xote,female,adult,-40.89771,-3.82736,1,1
2022-08-13_0936_MVI_5671,2022-08-13 09:36:00,Xote,female,adult,-40.89761,-3.82729,1,0
2022-08-13_0957_MVI_5676,2022-08-13 09:57:00,Xote,female,adult,-40.89767,-3.82749,1,1
2022-08-13_1013_MVI_5681,2022-08-13 10:13:00,Xote,female,adult,-40.89774,-3.82733,1,1
2022-08-13_1206_MVI_5699,2022-08-13 12:06:00,Xote,female,adult,-40.89852,-3.82800,1,1
2022-08-13_1401_MVI_5719,2022-08-13 14:01:00,Xote,female,adult,-40.89949,-3.82750,1,1
2022-08-13_1419_MVI_5722,2022-08-13 14:19:00,Xote,female,adult,-40.89967,-3.82739,1,0
2022-08-13_1504_MVI_5728,2022-08-13 15:04:00,Xote,female,adult,-40.90014,-3.82688,1,0
2022-08-14_0844_MVI_5438,2022-08-14 08:44:00,Mucunzá,male,subadult,-40.89539,-3.82646,1,1
2022-08-14_0901_MVI_5440,2022-08-14 09:01:00,Mucunzá,male,subadult,-40.89519,-3.82686,1,0
2022-08-14_0916_MVI_5444,2022-08-14 09:16:00,Mucunzá,male,subadult,-40.89505,-3.82653,1,1
2022-08-14_0927_MVI_5448,2022-08-14 09:27:00,Mucunzá,male,subadult,-40.89511,-3.82677,1,0
2022-08-14_0954_MVI_5458,2022-08-14 09:54:00,Mucunzá,male,subadult,-40.89425,-3.82711,1,1
2022-08-14_1008_MVI_5459,2022-08-14 10:08:00,Mucunzá,male,subadult,-40.89434,-3.82728,1,1
2022-11-01_0647_MVI_7363,2022-11-01 06:47:00,Conceição,female,adult,-40.89613,-3.82644,1,0
2022-11-01_0704_MVI_7367,2022-11-01 07:04:00,Conceição,female,adult,-40.89705,-3.82722,1,0
2022-11-01_0721_MVI_7370,2022-11-01 07:21:00,Conceição,female,adult,-40.89677,-3.82677,1,0
2022-10-04_0840_MVI_6618,2022-10-04 08:40:00,Mucunzá,male,subadult,-40.89896,-3.82698,1,0
2022-10-04_0906_MVI_6621,2022-10-04 09:06:00,Mucunzá,male,subadult,-40.89893,-3.82719,1,0
2022-08-14_1023_MVI_5461,2022-08-14 10:23:00,Mucunzá,male,subadult,-40.89446,-3.82742,1,1
2022-08-21_1312_MVI_5515,2022-08-21 13:12:00,João Grilo,male,subadult,-40.89382,-3.82708,1,1
2022-08-21_1327_MVI_5517,2022-08-21 13:27:00,João Grilo,male,subadult,-40.89385,-3.82686,1,1
2022-08-21_1345_MVI_5521,2022-08-21 13:45:00,João Grilo,male,subadult,-40.89378,-3.82687,1,0
2022-08-21_1401_MVI_5523,2022-08-21 14:01:00,João Grilo,male,subadult,-40.89388,-3.82676,1,0
2022-08-21_1416_MVI_5526,2022-08-21 14:16:00,João Grilo,male,subadult,-40.89383,-3.82695,1,1
2022-10-04_0956_MVI_6630,2022-10-04 09:56:00,Mucunzá,male,subadult,-40.89854,-3.82752,1,0
2022-08-21_1431_MVI_5527,2022-08-21 14:31:00,João Grilo,male,subadult,-40.89396,-3.82702,1,1
2022-10-04_1006_MVI_6632,2022-10-04 10:06:00,Mucunzá,male,subadult,-40.89849,-3.82765,1,0
2022-11-01_0841_MVI_7376,2022-11-01 08:41:00,Conceição,female,adult,-40.89540,-3.82696,1,0
2022-11-01_0903_MVI_7383,2022-11-01 09:03:00,Conceição,female,adult,-40.89548,-3.82654,1,0
2022-11-01_0916_MVI_7387,2022-11-01 09:16:00,Conceição,female,adult,-40.89545,-3.82652,1,1
2022-11-01_0938_MVI_7391,2022-11-01 09:38:00,Conceição,female,adult,-40.89576,-3.82662,1,0
2022-11-01_0954_MVI_7394,2022-11-01 09:54:00,Conceição,female,adult,-40.89637,-3.82654,1,0
2022-11-01_1009_MVI_7399,2022-11-01 10:09:00,Conceição,female,adult,-40.89691,-3.82652,1,0
2022-10-04_1158_MVI_6642,2022-10-04 11:58:00,Mucunzá,male,subadult,-40.89950,-3.82753,1,0
2022-08-21_1445_MVI_5530,2022-08-21 14:45:00,João Grilo,male,subadult,-40.89403,-3.82696,1,1
2022-08-21_1501_MVI_5531,2022-08-21 15:01:00,João Grilo,male,subadult,-40.89403,-3.82701,1,0
2022-08-21_1522_MVI_5534,2022-08-21 15:22:00,João Grilo,male,subadult,-40.89424,-3.82708,1,0
2022-08-21_1538_MVI_5536,2022-08-21 15:38:00,João Grilo,male,subadult,-40.89431,-3.82738,1,0
2022-08-21_1607_MVI_5538,2022-08-21 16:07:00,João Grilo,male,subadult,-40.89471,-3.82474,1,0
2022-10-04_1211_MVI_6646,2022-10-04 12:11:00,Mucunzá,male,subadult,-40.89955,-3.82764,1,0
2022-08-14_1039_MVI_5463,2022-08-14 10:39:00,Mucunzá,male,subadult,-40.89459,-3.82751,1,1
2022-08-14_1109_MVI_5469,2022-08-14 11:09:00,Mucunzá,male,subadult,-40.89414,-3.82749,1,1
2022-08-14_1119_MVI_5471,2022-08-14 11:19:00,Mucunzá,male,subadult,-40.89420,-3.82732,1,1
2022-08-14_1134_MVI_5473,2022-08-14 11:34:00,Mucunzá,male,subadult,-40.89420,-3.82740,1,1
2022-08-14_1154_MVI_5474,2022-08-14 11:54:00,Mucunzá,male,subadult,-40.89388,-3.82732,1,1
2022-08-14_1210_MVI_5475,2022-08-14 12:10:00,Mucunzá,male,subadult,-40.89384,-3.82746,1,1
2022-08-14_1246_MVI_5478,2022-08-14 12:46:00,Mucunzá,male,subadult,-40.89363,-3.82705,1,0
2022-08-14_1302_MVI_5479,2022-08-14 13:02:00,Mucunzá,male,subadult,-40.89369,-3.82712,1,0
2022-11-01_1110_MVI_7410,2022-11-01 11:10:00,Conceição,female,adult,-40.89816,-3.82697,1,0
2022-08-14_1317_MVI_5481,2022-08-14 13:17:00,Mucunzá,male,subadult,-40.89378,-3.82723,1,1
2022-08-14_1333_MVI_5482,2022-08-14 13:33:00,Mucunzá,male,subadult,-40.89373,-3.82715,1,1
2022-11-01_1127_MVI_7414,2022-11-01 11:27:00,Conceição,female,adult,-40.89838,-3.82684,1,0
2022-08-14_1357_MVI_5487,2022-08-14 13:57:00,Mucunzá,male,subadult,-40.89377,-3.82723,1,1
2022-11-01_1143_MVI_7417,2022-11-01 11:43:00,Conceição,female,adult,-40.89869,-3.82680,1,0
2022-08-14_1415_MVI_5488,2022-08-14 14:15:00,Mucunzá,male,subadult,-40.89443,-3.82745,1,1
2022-11-02_0702_MVI_7412,2022-11-02 07:02:00,João Grilo,male,subadult,-40.89703,-3.82624,1,0
2022-08-14_1431_MVI_5489,2022-08-14 14:31:00,Mucunzá,male,subadult,-40.89484,-3.82733,1,1
2022-08-14_1511_MVI_5492,2022-08-14 15:11:00,Mucunzá,male,subadult,-40.89556,-3.82703,1,1
2022-11-02_0718_MVI_7418,2022-11-02 07:18:00,João Grilo,male,subadult,-40.89693,-3.82624,1,0
2022-08-14_1526_MVI_5493,2022-08-14 15:26:00,Mucunzá,male,subadult,-40.89553,-3.82663,1,1
2022-11-02_0734_MVI_7420,2022-11-02 07:34:00,João Grilo,male,subadult,-40.89667,-3.82625,1,0
2022-08-14_1544_MVI_5494,2022-08-14 15:44:00,Mucunzá,male,subadult,-40.89613,-3.82673,1,1
2022-10-04_1318_MVI_6660,2022-10-04 13:18:00,Mucunzá,male,subadult,-40.90010,-3.82605,1,1
2022-10-04_1333_MVI_6663,2022-10-04 13:33:00,Mucunzá,male,subadult,-40.90019,-3.82566,1,0
2022-08-12_1109_MVI_5581,2022-08-12 11:09:00,Baião,male,adult,-40.89407,-3.82733,1,0
2022-08-12_1120_MVI_5584,2022-08-12 11:20:00,Baião,male,adult,-40.89421,-3.82740,1,0
2022-08-12_1142_MVI_5589,2022-08-12 11:42:00,Baião,male,adult,-40.89422,-3.82740,1,0
2022-08-12_1159_MVI_5592,2022-08-12 11:59:00,Baião,male,adult,-40.89420,-3.82759,1,0
2022-08-12_1229_MVI_5601,2022-08-12 12:29:00,Baião,male,adult,-40.89468,-3.82738,1,1
2022-08-12_1247_MVI_5605,2022-08-12 12:47:00,Baião,male,adult,-40.89470,-3.82739,1,0
2022-08-12_1306_MVI_5608,2022-08-12 13:06:00,Baião,male,adult,-40.89447,-3.82712,1,0
2022-08-12_1338_MVI_5611,2022-08-12 13:38:00,Baião,male,adult,-40.89511,-3.82730,1,1
2022-11-02_0749_MVI_7422,2022-11-02 07:49:00,João Grilo,male,subadult,-40.89634,-3.82587,1,0
2022-11-02_0825_MVI_7432,2022-11-02 08:25:00,João Grilo,male,subadult,-40.89613,-3.82593,1,0
2022-11-02_0848_MVI_7436,2022-11-02 08:48:00,João Grilo,male,subadult,-40.89614,-3.82630,1,0
2022-11-02_0911_MVI_7439,2022-11-02 09:11:00,João Grilo,male,subadult,-40.89616,-3.82646,1,0
2022-08-12_1508_MVI_5620,2022-08-12 15:08:00,Baião,male,adult,-40.89567,-3.82705,1,0
2022-08-12_1525_MVI_5622,2022-08-12 15:25:00,Baião,male,adult,-40.89555,-3.82670,1,0
2022-08-12_1549_MVI_5628,2022-08-12 15:49:00,Baião,male,adult,-40.89610,-3.82644,1,0
2022-08-12_1608_MVI_5632,2022-08-12 16:08:00,Baião,male,adult,-40.89685,-3.82650,1,0
2022-08-12_1625_MVI_5639,2022-08-12 16:25:00,Baião,male,adult,-40.89766,-3.82694,1,0
2022-08-12_1631_MVI_5641,2022-08-12 16:31:00,Baião,male,adult,-40.89768,-3.82734,1,1
2022-11-02_0927_MVI_7441,2022-11-02 09:27:00,João Grilo,male,subadult,-40.89600,-3.82673,1,1
2022-11-02_1014_MVI_7451,2022-11-02 10:14:00,João Grilo,male,subadult,-40.89631,-3.82702,1,0
2022-11-02_1030_MVI_7452,2022-11-02 10:30:00,João Grilo,male,subadult,-40.89526,-3.82743,1,0
2022-11-02_1109_MVI_7454,2022-11-02 11:09:00,João Grilo,male,subadult,-40.89463,-3.82739,1,0
2022-11-02_1207_MVI_7457,2022-11-02 12:07:00,João Grilo,male,subadult,-40.89441,-3.82756,1,0
2022-10-04_1359_MVI_6667,2022-10-04 13:59:00,Mucunzá,male,subadult,-40.89995,-3.82559,1,0
2022-10-04_1513_MVI_6677,2022-10-04 15:13:00,Mucunzá,male,subadult,-40.90005,-3.82523,1,0
2022-08-20_0945_MVI_5989,2022-08-20 09:45:00,Baleia,female,adult,-40.89357,-3.82690,1,1
2022-08-20_1003_MVI_5993,2022-08-20 10:03:00,Baleia,female,adult,-40.89330,-3.82657,1,0
2022-08-20_1022_MVI_5996,2022-08-20 10:22:00,Baleia,female,adult,-40.89276,-3.82639,1,0
2022-08-20_1050_MVI_6002,2022-08-20 10:50:00,Baleia,female,adult,-40.89246,-3.82575,1,0
2022-10-06_0710_MVI_6707,2022-10-06 07:10:00,Baleia,female,adult,-40.89946,-3.82622,1,0
2022-10-06_0729_MVI_6716,2022-10-06 07:29:00,Baleia,female,adult,-40.89894,-3.82651,1,0
2022-08-20_1108_MVI_6014,2022-08-20 11:08:00,Baleia,female,adult,-40.89225,-3.82531,1,0
2022-08-20_1130_MVI_6024,2022-08-20 11:30:00,Baleia,female,adult,-40.89187,-3.82548,1,1
2022-08-20_1153_MVI_6037,2022-08-20 11:53:00,Baleia,female,adult,-40.89183,-3.82536,1,0
2022-08-20_1221_MVI_6045,2022-08-20 12:21:00,Baleia,female,adult,-40.89192,-3.82560,1,0
2022-08-20_1237_MVI_6051,2022-08-20 12:37:00,Baleia,female,adult,-40.89180,-3.82559,1,0
2022-08-20_1256_MVI_6058,2022-08-20 12:56:00,Baleia,female,adult,-40.89184,-3.82558,1,0
2022-08-20_1342_MVI_6071,2022-08-20 13:42:00,Baleia,female,adult,-40.89246,-3.82598,1,1
2022-08-20_1443_MVI_6087,2022-08-20 14:43:00,Baleia,female,adult,-40.89290,-3.82675,1,0
2022-08-20_1538_MVI_6099,2022-08-20 15:38:00,Baleia,female,adult,-40.89386,-3.82714,1,0
2022-08-20_1626_MVI_6102,2022-08-20 16:26:00,Baleia,female,adult,-40.89466,-3.82761,1,1
2022-11-02_1222_MVI_7458,2022-11-02 12:22:00,João Grilo,male,subadult,-40.89441,-3.82755,1,0
2022-11-02_1237_MVI_7459,2022-11-02 12:37:00,João Grilo,male,subadult,-40.89448,-3.82764,1,0
2022-11-02_1253_MVI_7460,2022-11-02 12:53:00,João Grilo,male,subadult,-40.89449,-3.82751,1,0
2022-11-02_1308_MVI_7461,2022-11-02 13:08:00,João Grilo,male,subadult,-40.89431,-3.82730,1,0
2022-11-02_1332_MVI_7465,2022-11-02 13:32:00,João Grilo,male,subadult,-40.89429,-3.82735,1,1
2022-11-02_1347_MVI_7466,2022-11-02 13:47:00,João Grilo,male,subadult,-40.89433,-3.82733,1,0
2022-11-02_1402_MVI_7467,2022-11-02 14:02:00,João Grilo,male,subadult,-40.89419,-3.82754,1,0
2022-11-02_1436_MVI_7476,2022-11-02 14:36:00,João Grilo,male,subadult,-40.89450,-3.82822,1,0
2022-11-03_0815_MVI_7494,2022-11-03 08:15:00,Chicó,male,adult,-40.89671,-3.82677,1,0
2022-11-03_0834_MVI_7497,2022-11-03 08:34:00,Chicó,male,adult,-40.89691,-3.82728,1,0
2022-08-17_1108_MVI_5756,2022-08-17 11:08:00,Baleia,female,adult,-40.89931,-3.82655,1,0
2022-08-17_1339_MVI_5786,2022-08-17 13:39:00,Baleia,female,adult,-40.89870,-3.82738,1,1
2022-08-17_1410_MVI_5797,2022-08-17 14:10:00,Baleia,female,adult,-40.89950,-3.82729,1,0
2022-08-18_1027_MVI_5820,2022-08-18 10:27:00,Conceição,female,adult,-40.89869,-3.82732,1,0
2022-08-18_1044_MVI_5828,2022-08-18 10:44:00,Conceição,female,adult,-40.89869,-3.82736,1,0
2022-08-18_1118_MVI_5832,2022-08-18 11:18:00,Conceição,female,adult,-40.89846,-3.82714,1,1
2022-08-18_1136_MVI_5839,2022-08-18 11:36:00,Conceição,female,adult,-40.89835,-3.82726,1,1
2022-08-18_1153_MVI_5844,2022-08-18 11:53:00,Conceição,female,adult,-40.89835,-3.82737,1,1
2022-08-18_1215_MVI_5851,2022-08-18 12:15:00,Conceição,female,adult,-40.89822,-3.82718,1,1
2022-08-18_1249_MVI_5858,2022-08-18 12:49:00,Conceição,female,adult,-40.89885,-3.82705,1,0
2022-11-03_0901_MVI_7502,2022-11-03 09:01:00,Chicó,male,adult,-40.89753,-3.82761,1,0
2022-11-03_1100_MVI_7515,2022-11-03 11:00:00,Chicó,male,adult,-40.89898,-3.82715,1,0
2022-11-03_1119_MVI_7519,2022-11-03 11:19:00,Chicó,male,adult,-40.89907,-3.82715,1,0
2022-11-03_1140_MVI_7522,2022-11-03 11:40:00,Chicó,male,adult,-40.89902,-3.82716,1,0
2022-11-03_1213_MVI_7528,2022-11-03 12:13:00,Chicó,male,adult,-40.89923,-3.82724,1,0
2022-11-03_1234_MVI_7532,2022-11-03 12:34:00,Chicó,male,adult,-40.89915,-3.82725,1,0
2022-11-03_1255_MVI_7536,2022-11-03 12:55:00,Chicó,male,adult,-40.89895,-3.82734,1,0
