focal,timestamp,individual,sex,age,location.long,location.lat,focal_begin,nutcracking
2022-11-02_1030_MVI_7452,2022-11-02 10:30:00,João Grilo,male,subadult,-40.89522,-3.82739,0,0
2022-11-02_1109_MVI_7454,2022-11-02 11:09:00,João Grilo,male,subadult,-40.89463,-3.82749,0,0
2022-11-02_1207_MVI_7457,2022-11-02 12:07:00,João Grilo,male,subadult,-40.89439,-3.82755,0,0
2022-10-04_1359_MVI_6667,2022-10-04 13:59:00,Mucunzá,male,subadult,-40.89993,-3.82551,0,0
2022-10-04_1513_MVI_6677,2022-10-04 15:13:00,Mucunzá,male,subadult,-40.90007,-3.82523,0,0
2022-08-20_0945_MVI_5989,2022-08-20 09:45:00,Baleia,female,adult,-40.89362,-3.82682,0,1
2022-08-20_1003_MVI_5993,2022-08-20 10:03:00,Baleia,female,adult,-40.89296,-3.82648,0,0
2022-08-20_1022_MVI_5996,2022-08-20 10:22:00,Baleia,female,adult,-40.89264,-3.82608,0,0
2022-08-20_1050_MVI_6002,2022-08-20 10:50:00,Baleia,female,adult,-40.89246,-3.82575,0,0
2022-10-06_0710_MVI_6707,2022-10-06 07:10:00,Baleia,female,adult,-40.89936,-3.82626,0,0
2022-10-06_0729_MVI_6716,2022-10-06 07:29:00,Baleia,female,adult,-40.89904,-3.82658,0,0
2022-08-20_1108_MVI_6014,2022-08-20 11:08:00,Baleia,female,adult,-40.89227,-3.82512,0,0
2022-08-20_1130_MVI_6024,2022-08-20 11:30:00,Baleia,female,adult,-40.89187,-3.82548,0,1
2022-08-20_1153_MVI_6037,2022-08-20 11:53:00,Baleia,female,adult,-40.89169,-3.82552,0,0
2022-08-20_1221_MVI_6045,2022-08-20 12:21:00,Baleia,female,adult,-40.89194,-3.82549,0,0
2022-08-20_1237_MVI_6051,2022-08-20 12:37:00,Baleia,female,adult,-40.89178,-3.82552,0,0
2022-08-20_1256_MVI_6058,2022-08-20 12:56:00,Baleia,female,adult,-40.89192,-3.82555,0,0
2022-08-20_1342_MVI_6071,2022-08-20 13:42:00,Baleia,female,adult,-40.89254,-3.82595,0,1
2022-08-20_1443_MVI_6087,2022-08-20 14:43:00,Baleia,female,adult,-40.89290,-3.82674,0,0
2022-08-20_1538_MVI_6099,2022-08-20 15:38:00,Baleia,female,adult,-40.89386,-3.82714,0,0
2022-08-20_1626_MVI_6102,2022-08-20 16:26:00,Baleia,female,adult,-40.89478,-3.82755,0,1
2022-11-02_1222_MVI_7458,2022-11-02 12:22:00,João Grilo,male,subadult,-40.89443,-3.82752,0,0
2022-11-02_1237_MVI_7459,2022-11-02 12:37:00,João Grilo,male,subadult,-40.89442,-3.82750,0,0
2022-11-02_1253_MVI_7460,2022-11-02 12:53:00,João Grilo,male,subadult,-40.89454,-3.82749,0,0
2022-11-02_1308_MVI_7461,2022-11-02 13:08:00,João Grilo,male,subadult,-40.89430,-3.82725,0,0
2022-11-02_1332_MVI_7465,2022-11-02 13:32:00,João Grilo,male,subadult,-40.89436,-3.82735,0,1
2022-11-02_1347_MVI_7466,2022-11-02 13:47:00,João Grilo,male,subadult,-40.89434,-3.82734,0,0
2022-11-02_1402_MVI_7467,2022-11-02 14:02:00,João Grilo,male,subadult,-40.89410,-3.82765,0,0
2022-11-02_1436_MVI_7476,2022-11-02 14:36:00,João Grilo,male,subadult,-40.89435,-3.82822,0,0
2022-11-03_0815_MVI_7494,2022-11-03 08:15:00,Chicó,male,adult,-40.89690,-3.82710,0,0
2022-11-03_0834_MVI_7497,2022-11-03 08:34:00,Chicó,male,adult,-40.89713,-3.82756,0,0
2022-08-17_1108_MVI_5756,2022-08-17 11:08:00,Baleia,female,adult,-40.89946,-3.82661,0,0
2022-08-17_1339_MVI_5786,2022-08-17 13:39:00,Baleia,female,adult,-40.89878,-3.82736,0,1
2022-08-17_1410_MVI_5797,2022-08-17 14:10:00,Baleia,female,adult,-40.89951,-3.82724,0,0
2022-08-18_1027_MVI_5820,2022-08-18 10:27:00,Conceição,female,adult,-40.89882,-3.82729,0,0
2022-08-18_1044_MVI_5828,2022-08-18 10:44:00,Conceição,female,adult,-40.89861,-3.82743,0,0
2022-08-18_1118_MVI_5832,2022-08-18 11:18:00,Conceição,female,adult,-40.89846,-3.82714,0,1
2022-08-18_1136_MVI_5839,2022-08-18 11:36:00,Conceição,female,adult,-40.89838,-3.82732,0,1
2022-08-18_1153_MVI_5844,2022-08-18 11:53:00,Conceição,female,adult,-40.89841,-3.82727,0,1
2022-08-18_1215_MVI_5851,2022-08-18 12:15:00,Conceição,female,adult,-40.89843,-3.82713,0,1
2022-08-18_1249_MVI_5858,2022-08-18 12:49:00,Conceição,female,adult,-40.89885,-3.82708,0,0
2022-11-03_0901_MVI_7502,2022-11-03 09:01:00,Chicó,male,adult,-40.89804,-3.82757,0,0
2022-11-03_1100_MVI_7515,2022-11-03 11:00:00,Chicó,male,adult,-40.89905,-3.82720,0,0
2022-11-03_1119_MVI_7519,2022-11-03 11:19:00,Chicó,male,adult,-40.89902,-3.82722,0,0
2022-11-03_1140_MVI_7522,2022-11-03 11:40:00,Chicó,male,adult,-40.89908,-3.82719,0,0
2022-11-03_1213_MVI_7528,2022-11-03 12:13:00,Chicó,male,adult,-40.89935,-3.82728,0,0
2022-11-03_1234_MVI_7532,2022-11-03 12:34:00,Chicó,male,adult,-40.89921,-3.82725,0,0
2022-11-03_1255_MVI_7536,2022-11-03 12:55:00,Chicó,male,adult,-40.89887,-3.82749,0,0
2022-11-03_1311_MVI_7540,2022-11-03 13:11:00,Chicó,male,adult,-40.89887,-3.82775,0,0
2022-11-03_1335_MVI_7545,2022-11-03 13:35:00,Chicó,male,adult,-40.89923,-3.82805,0,0
2022-11-03_1353_MVI_7548,2022-11-03 13:53:00,Chicó,male,adult,-40.89893,-3.82772,0,0
2022-11-03_1418_MVI_7555,2022-11-03 14:18:00,Chicó,male,adult,-40.89975,-3.82745,0,0
2022-11-03_1608_MVI_7563,2022-11-03 16:08:00,Chicó,male,adult,-40.89933,-3.82446,0,0
2022-08-18_1506_MVI_5866,2022-08-18 15:06:00,Conceição,female,adult,-40.90007,-3.82596,0,1
2022-08-18_1522_MVI_5870,2022-08-18 15:22:00,Conceição,female,adult,-40.90008,-3.82581,0,1
2022-08-18_1546_MVI_5880,2022-08-18 15:46:00,Conceição,female,adult,-40.90016,-3.82581,0,0
2022-11-04_0739_MVI_7575,2022-11-04 07:39:00,Fabiano,male,adult,-40.89611,-3.82670,0,0
2022-11-04_0756_MVI_7579,2022-11-04 07:56:00,Fabiano,male,adult,-40.89627,-3.82641,0,0
2022-11-04_0812_MVI_7583,2022-11-04 08:12:00,Fabiano,male,adult,-40.89551,-3.82650,0,0
2022-11-04_0828_MVI_7588,2022-11-04 08:28:00,Fabiano,male,adult,-40.89501,-3.82664,0,0
2022-11-04_0848_MVI_7594,2022-11-04 08:48:00,Fabiano,male,adult,-40.89478,-3.82581,0,0
2022-11-04_0903_MVI_7597,2022-11-04 09:03:00,Fabiano,male,adult,-40.89468,-3.82590,0,0
2022-11-04_0941_MVI_7602,2022-11-04 09:41:00,Fabiano,male,adult,-40.89404,-3.82565,0,0
2022-11-04_1023_MVI_7606,2022-11-04 10:23:00,Fabiano,male,adult,-40.89393,-3.82628,0,0
2022-08-19_0830_MVI_5887,2022-08-19 08:30:00,Cuscuz,male,adult,-40.89964,-3.82597,0,0
2022-08-19_0852_MVI_5891,2022-08-19 08:52:00,Cuscuz,male,adult,-40.89936,-3.82643,0,0
2022-08-19_0910_MVI_5895,2022-08-19 09:10:00,Cuscuz,male,adult,-40.89890,-3.82690,0,0
2022-08-19_1039_MVI_5901,2022-08-19 10:39:00,Cuscuz,male,adult,-40.89812,-3.82740,0,0
2022-08-19_1051_MVI_5905,2022-08-19 10:51:00,Cuscuz,male,adult,-40.89798,-3.82760,0,0
2022-08-19_1113_MVI_5909,2022-08-19 11:13:00,Cuscuz,male,adult,-40.89730,-3.82749,0,0
2022-08-19_1133_MVI_5912,2022-08-19 11:33:00,Cuscuz,male,adult,-40.89703,-3.82749,0,0
2022-08-19_1205_MVI_5919,2022-08-19 12:05:00,Cuscuz,male,adult,-40.89646,-3.82749,0,0
2022-08-19_1224_MVI_5922,2022-08-19 12:24:00,Cuscuz,male,adult,-40.89708,-3.82748,0,0
2022-08-19_1242_MVI_5927,2022-08-19 12:42:00,Cuscuz,male,adult,-40.89690,-3.82726,0,0
2022-08-19_1300_MVI_5931,2022-08-19 13:00:00,Cuscuz,male,adult,-40.89724,-3.82745,0,0
2022-08-19_1316_MVI_5936,2022-08-19 13:16:00,Cuscuz,male,adult,-40.89719,-3.82745,0,1
2022-08-19_1342_MVI_5944,2022-08-19 13:42:00,Cuscuz,male,adult,-40.89676,-3.82740,0,1
2022-08-19_1400_MVI_5952,2022-08-19 14:00:00,Cuscuz,male,adult,-40.89687,-3.82727,0,0
2022-08-19_1416_MVI_5956,2022-08-19 14:16:00,Cuscuz,male,adult,-40.89679,-3.82729,0,0
2022-08-19_1424_MVI_5958,2022-08-19 14:24:00,Cuscuz,male,adult,-40.89690,-3.82735,0,1
2022-08-19_1438_MVI_5965,2022-08-19 14:38:00,Cuscuz,male,adult,-40.89739,-3.82749,0,0
2022-08-19_1456_MVI_5968,2022-08-19 14:56:00,Cuscuz,male,adult,-40.89762,-3.82752,0,0
2022-08-19_1517_MVI_5972,2022-08-19 15:17:00,Cuscuz,male,adult,-40.89797,-3.82712,0,0
2022-08-19_1537_MVI_5975,2022-08-19 15:37:00,Cuscuz,male,adult,-40.89866,-3.82668,0,0
2022-08-19_1556_MVI_5978,2022-08-19 15:56:00,Cuscuz,male,adult,-40.89906,-3.82639,0,0
2022-08-19_1617_MVI_5982,2022-08-19 16:17:00,Cuscuz,male,adult,-40.89951,-3.82615,0,0
2022-12-01_0651_MVI_8174,2022-12-01 06:51:00,Maria Bonita,female,adult,-40.89496,-3.82631,0,0
2022-12-01_0709_MVI_8178,2022-12-01 07:09:00,Maria Bonita,female,adult,-40.89485,-3.82601,0,0
2022-11-05_0650_MVI_7435,2022-11-05 06:50:00,Mucunzá,male,subadult,-40.89706,-3.82659,0,0
2022-11-05_0707_MVI_7437,2022-11-05 07:07:00,Mucunzá,male,subadult,-40.89716,-3.82664,0,0
2022-11-05_0726_MVI_7438,2022-11-05 07:26:00,Mucunzá,male,subadult,-40.89664,-3.82652,0,0
2022-11-05_0745_MVI_7442,2022-11-05 07:45:00,Mucunzá,male,subadult,-40.89631,-3.82603,0,0
2022-11-05_0802_MVI_7444,2022-11-05 08:02:00,Mucunzá,male,subadult,-40.89589,-3.82607,0,0
2022-11-05_0817_MVI_7447,2022-11-05 08:17:00,Mucunzá,male,subadult,-40.89584,-3.82589,0,0
2022-11-05_0842_MVI_7450,2022-11-05 08:42:00,Mucunzá,male,subadult,-40.89560,-3.82574,0,0
2022-12-01_1023_MVI_8185,2022-12-01 10:23:00,Maria Bonita,female,adult,-40.89528,-3.82664,0,0
2022-12-01_1053_MVI_8193,2022-12-01 10:53:00,Maria Bonita,female,adult,-40.89582,-3.82669,0,0
2022-12-01_1110_MVI_8196,2022-12-01 11:10:00,Maria Bonita,female,adult,-40.89634,-3.82713,0,0
2022-12-01_1224_MVI_8203,2022-12-01 12:24:00,Maria Bonita,female,adult,-40.89767,-3.82794,0,0
2022-12-01_1243_MVI_8206,2022-12-01 12:43:00,Maria Bonita,female,adult,-40.89776,-3.82788,0,0
2022-12-01_1301_MVI_8213,2022-12-01 13:01:00,Maria Bonita,female,adult,-40.89790,-3.82800,0,0
2022-12-01_1318_MVI_8216,2022-12-01 13:18:00,Maria Bonita,female,adult,-40.89803,-3.82800,0,0
2022-12-01_1355_MVI_8224,2022-12-01 13:55:00,Maria Bonita,female,adult,-40.89894,-3.82794,0,0
2022-12-01_1438_MVI_8233,2022-12-01 14:38:00,Maria Bonita,female,adult,-40.89905,-3.82707,0,0
2022-12-01_1529_MVI_8237,2022-12-01 15:29:00,Maria Bonita,female,adult,-40.90022,-3.82585,0,0
2022-12-02_0909_MVI_8063,2022-12-02 09:09:00,Baleia,female,adult,-40.89521,-3.82648,0,0
2022-12-02_1135_MVI_8071,2022-12-02 11:35:00,Baleia,female,adult,-40.89638,-3.82632,0,1
2022-12-02_1150_MVI_8073,2022-12-02 11:50:00,Baleia,female,adult,-40.89707,-3.82730,0,0
2022-12-02_1209_MVI_8076,2022-12-02 12:09:00,Baleia,female,adult,-40.89756,-3.82810,0,0
2022-12-02_1229_MVI_8079,2022-12-02 12:29:00,Baleia,female,adult,-40.89814,-3.82791,0,0
2022-11-05_0858_MVI_7452,2022-11-05 08:58:00,Mucunzá,male,subadult,-40.89507,-3.82536,0,0
2022-11-05_0913_MVI_7454,2022-11-05 09:13:00,Mucunzá,male,subadult,-40.89514,-3.82541,0,0
2022-11-05_0947_MVI_7648,2022-11-05 09:47:00,Mucunzá,male,subadult,-40.89480,-3.82578,0,0
2022-11-05_1006_MVI_7458,2022-11-05 10:06:00,Mucunzá,male,subadult,-40.89537,-3.82678,0,0
2022-11-05_1152_MVI_7460,2022-11-05 11:52:00,Mucunzá,male,subadult,-40.89418,-3.82741,0,0
2022-11-05_1209_MVI_7461,2022-11-05 12:09:00,Mucunzá,male,subadult,-40.89378,-3.82724,0,0
2022-11-05_1227_MVI_7462,2022-11-05 12:27:00,Mucunzá,male,subadult,-40.89326,-3.82652,0,0
2022-12-02_1235_MVI_8080,2022-12-02 12:35:00,Baleia,female,adult,-40.89833,-3.82679,0,0
2022-12-02_1251_MVI_8082,2022-12-02 12:51:00,Baleia,female,adult,-40.89864,-3.82791,0,0
2022-12-02_1321_MVI_8085,2022-12-02 13:21:00,Baleia,female,adult,-40.89875,-3.82700,0,1
2022-12-02_1336_MVI_8087,2022-12-02 13:36:00,Baleia,female,adult,-40.89901,-3.82715,0,0
2022-12-02_1351_MVI_8089,2022-12-02 13:51:00,Baleia,female,adult,-40.89903,-3.82713,0,0
2022-12-02_1413_MVI_8093,2022-12-02 14:13:00,Baleia,female,adult,-40.89913,-3.82710,0,0
2022-12-03_0721_MVI_8099,2022-12-03 07:21:00,Chicó,male,adult,-40.89489,-3.82652,0,0
2022-12-03_0738_MVI_8102,2022-12-03 07:38:00,Chicó,male,adult,-40.89497,-3.82658,0,0
2022-12-03_0754_MVI_8105,2022-12-03 07:54:00,Chicó,male,adult,-40.89507,-3.82654,0,0
2022-12-03_0811_MVI_8108,2022-12-03 08:11:00,Chicó,male,adult,-40.89447,-3.82629,0,0
2022-12-03_0827_MVI_8111,2022-12-03 08:27:00,Chicó,male,adult,-40.89412,-3.82613,0,0
2022-12-03_0843_MVI_8114,2022-12-03 08:43:00,Chicó,male,adult,-40.89390,-3.82629,0,0
2022-12-03_0858_MVI_8117,2022-12-03 08:58:00,Chicó,male,adult,-40.89385,-3.82653,0,1
2022-11-05_1243_MVI_7463,2022-11-05 12:43:00,Mucunzá,male,subadult,-40.89331,-3.82647,0,0
2022-11-05_1300_MVI_7464,2022-11-05 13:00:00,Mucunzá,male,subadult,-40.89385,-3.82679,0,0
2022-11-05_1317_MVI_7468,2022-11-05 13:17:00,Mucunzá,male,subadult,-40.89423,-3.82737,0,0
2022-11-05_1335_MVI_7470,2022-11-05 13:35:00,Mucunzá,male,subadult,-40.89454,-3.82756,0,0
2022-11-05_1351_MVI_7471,2022-11-05 13:51:00,Mucunzá,male,subadult,-40.89455,-3.82764,0,1
2022-12-03_0913_MVI_8121,2022-12-03 09:13:00,Chicó,male,adult,-40.89353,-3.82682,0,0
2022-12-03_0935_MVI_8125,2022-12-03 09:35:00,Chicó,male,adult,-40.89267,-3.82667,0,0
2022-12-03_0951_MVI_8130,2022-12-03 09:51:00,Chicó,male,adult,-40.89243,-3.82646,0,1
2022-12-03_1021_MVI_8134,2022-12-03 10:21:00,Chicó,male,adult,-40.89178,-3.82625,0,1
2022-12-03_1037_MVI_8138,2022-12-03 10:37:00,Chicó,male,adult,-40.89149,-3.82622,0,0
2022-12-03_1051_MVI_8141,2022-12-03 10:51:00,Chicó,male,adult,-40.89115,-3.82574,0,0
2022-12-03_1108_MVI_8147,2022-12-03 11:08:00,Chicó,male,adult,-40.89091,-3.82527,0,0
2022-12-03_1203_MVI_8152,2022-12-03 12:03:00,Chicó,male,adult,-40.89231,-3.82622,0,0
2022-12-03_1220_MVI_8158,2022-12-03 12:20:00,Chicó,male,adult,-40.89277,-3.82624,0,0
2022-12-03_1237_MVI_8162,2022-12-03 12:37:00,Chicó,male,adult,-40.89262,-3.82627,0,1
2022-11-05_1407_MVI_7472,2022-11-05 14:07:00,Mucunzá,male,subadult,-40.89469,-3.82780,0,0
2022-11-05_1423_MVI_7473,2022-11-05 14:23:00,Mucunzá,male,subadult,-40.89466,-3.82726,0,0
2022-11-05_1440_MVI_7474,2022-11-05 14:40:00,Mucunzá,male,subadult,-40.89475,-3.82714,0,0
2022-11-05_1455_MVI_7476,2022-11-05 14:55:00,Mucunzá,male,subadult,-40.89516,-3.82724,0,0
2022-11-05_1511_MVI_7477,2022-11-05 15:11:00,Mucunzá,male,subadult,-40.89521,-3.82701,0,0
2022-11-05_1528_MVI_7480,2022-11-05 15:28:00,Mucunzá,male,subadult,-40.89529,-3.82664,0,0
2022-11-05_1543_MVI_7483,2022-11-05 15:43:00,Mucunzá,male,subadult,-40.89570,-3.82655,0,0
2022-11-05_1559_MVI_7484,2022-11-05 15:59:00,Mucunzá,male,subadult,-40.89600,-3.82606,0,0
2022-11-05_1620_MVI_7486,2022-11-05 16:20:00,Mucunzá,male,subadult,-40.89682,-3.82574,0,0
2022-12-03_1342_MVI_8167,2022-12-03 13:42:00,Chicó,male,adult,-40.89446,-3.82745,0,0
2022-12-03_1400_MVI_8171,2022-12-03 14:00:00,Chicó,male,adult,-40.89485,-3.82771,0,0
2022-12-03_1416_MVI_8174,2022-12-03 14:16:00,Chicó,male,adult,-40.89474,-3.82769,0,0
2022-12-03_1426_MVI_8177,2022-12-03 14:26:00,Chicó,male,adult,-40.89489,-3.82760,0,0
2022-12-03_1436_MVI_8179,2022-12-03 14:36:00,Chicó,male,adult,-40.89484,-3.82790,0,0
2022-12-03_1452_MVI_8182,2022-12-03 14:52:00,Chicó,male,adult,-40.89513,-3.82851,0,0
2022-12-05_0850_MVI_8254,2022-12-05 08:50:00,Fabiano,male,adult,-40.89500,-3.82664,0,0
2022-12-05_0907_MVI_8257,2022-12-05 09:07:00,Fabiano,male,adult,-40.89527,-3.82672,0,1
2022-12-05_0925_MVI_8264,2022-12-05 09:25:00,Fabiano,male,adult,-40.89532,-3.82701,0,0
2022-11-10_1113_MVI_7496,2022-11-10 11:13:00,Cuscuz,male,adult,-40.89830,-3.82717,0,0
2022-11-10_1157_MVI_7501,2022-11-10 11:57:00,Cuscuz,male,adult,-40.89875,-3.82709,0,0
2022-11-10_1220_MVI_7503,2022-11-10 12:20:00,Cuscuz,male,adult,-40.89830,-3.82709,0,0
2022-11-10_1247_MVI_7506,2022-11-10 12:47:00,Cuscuz,male,adult,-40.89802,-3.82747,0,0
2022-11-10_1303_MVI_7507,2022-11-10 13:03:00,Cuscuz,male,adult,-40.89818,-3.82776,0,0
2022-12-05_0943_MVI_8271,2022-12-05 09:43:00,Fabiano,male,adult,-40.89480,-3.82754,0,0
2022-12-05_1000_MVI_8274,2022-12-05 10:00:00,Fabiano,male,adult,-40.89487,-3.82755,0,0
2022-11-11_1021_MVI_7538,2022-11-11 10:21:00,Xote,female,adult,-40.89697,-3.82723,0,0
2022-11-11_1036_MVI_7542,2022-11-11 10:36:00,Xote,female,adult,-40.89688,-3.82726,0,0
2022-11-11_1051_MVI_7545,2022-11-11 10:51:00,Xote,female,adult,-40.89689,-3.82716,0,0
2022-11-11_1121_MVI_7553,2022-11-11 11:21:00,Xote,female,adult,-40.89690,-3.82720,0,0
2022-11-11_1136_MVI_7556,2022-11-11 11:36:00,Xote,female,adult,-40.89698,-3.82722,0,0
2022-11-11_1151_MVI_7564,2022-11-11 11:51:00,Xote,female,adult,-40.89693,-3.82721,0,0
2022-11-11_1206_MVI_7567,2022-11-11 12:06:00,Xote,female,adult,-40.89703,-3.82723,0,0
2022-11-11_1221_MVI_7571,2022-11-11 12:21:00,Xote,female,adult,-40.89764,-3.82766,0,0
2022-11-11_1236_MVI_7574,2022-11-11 12:36:00,Xote,female,adult,-40.89783,-3.82759,0,0
2022-11-11_1106_MVI_7550,2022-11-11 11:06:00,Xote,female,adult,-40.89687,-3.82714,0,0
2022-11-11_1308_MVI_7746,2022-11-11 13:08:00,Xote,female,adult,-40.89738,-3.82747,0,0
2022-11-11_1322_MVI_7585,2022-11-11 13:22:00,Xote,female,adult,-40.89833,-3.82766,0,0
2022-11-11_1357_MVI_7589,2022-11-11 13:57:00,Xote,female,adult,-40.89911,-3.82715,0,0
2022-11-11_1618_MVI_7597,2022-11-11 16:18:00,Xote,female,adult,-40.90049,-3.82557,0,0
2022-11-11_1257_MVI_7742,2022-11-11 12:57:00,Xote,female,adult,-40.89806,-3.82741,0,0
2022-11-12_1212_MVI_7625,2022-11-12 12:12:00,Fabiano,male,adult,-40.89906,-3.82657,0,0
2022-11-12_1228_MVI_7626,2022-11-12 12:28:00,Fabiano,male,adult,-40.89909,-3.82633,0,0
2022-11-12_1246_MVI_7627,2022-11-12 12:46:00,Fabiano,male,adult,-40.89899,-3.82624,0,0
2022-11-12_1301_MVI_7628,2022-11-12 13:01:00,Fabiano,male,adult,-40.89917,-3.82623,0,0
2022-11-12_1301_MVI_7629,2022-11-12 13:01:00,Fabiano,male,adult,-40.89929,-3.82617,0,1
2022-11-12_1410_MVI_7631,2022-11-12 14:10:00,Fabiano,male,adult,-40.89952,-3.82536,0,0
2022-12-05_1017_MVI_8277,2022-12-05 10:17:00,Fabiano,male,adult,-40.89590,-3.82722,0,1
2022-12-05_1034_MVI_8281,2022-12-05 10:34:00,Fabiano,male,adult,-40.89633,-3.82766,0,0
2022-12-05_1111_MVI_8289,2022-12-05 11:11:00,Fabiano,male,adult,-40.89694,-3.82746,0,1
2022-12-05_1321_MVI_8298,2022-12-05 13:21:00,Fabiano,male,adult,-40.89867,-3.82751,0,0
2022-12-05_1339_MVI_8301,2022-12-05 13:39:00,Fabiano,male,adult,-40.89857,-3.82750,0,0
2022-12-05_1404_MVI_8311,2022-12-05 14:04:00,Fabiano,male,adult,-40.89846,-3.82660,0,0
2022-12-05_1421_MVI_8315,2022-12-05 14:21:00,Fabiano,male,adult,-40.89843,-3.82634,0,0
2022-12-05_1447_MVI_8320,2022-12-05 14:47:00,Fabiano,male,adult,-40.89835,-3.82632,0,0
2022-12-05_1506_MVI_8324,2022-12-05 15:06:00,Fabiano,male,adult,-40.89869,-3.82638,0,0
2022-12-05_1530_MVI_8333,2022-12-05 15:30:00,Fabiano,male,adult,-40.89912,-3.82660,0,0
2022-12-06_0724_MVI_8338,2022-12-06 07:24:00,Açucena,female,adult,-40.89529,-3.82646,0,0
2022-12-06_0739_MVI_8343,2022-12-06 07:39:00,Açucena,female,adult,-40.89508,-3.82677,0,0
2022-12-06_0752_MVI_8346,2022-12-06 07:52:00,Açucena,female,adult,-40.89486,-3.82707,0,0
2022-12-06_0818_MVI_8347,2022-12-06 08:18:00,Açucena,female,adult,-40.89342,-3.82702,0,1
2022-12-06_0833_MVI_8349,2022-12-06 08:33:00,Açucena,female,adult,-40.89324,-3.82680,0,0
2022-12-06_0849_MVI_8351,2022-12-06 08:49:00,Açucena,female,adult,-40.89291,-3.82667,0,0
2022-12-06_1120_MVI_8363,2022-12-06 11:20:00,Açucena,female,adult,-40.89201,-3.82550,0,1
2022-12-06_1321_MVI_8379,2022-12-06 13:21:00,Açucena,female,adult,-40.89380,-3.82647,0,1
2022-12-06_1342_MVI_8384,2022-12-06 13:42:00,Açucena,female,adult,-40.89393,-3.82676,0,0
2022-12-06_1404_MVI_8387,2022-12-06 14:04:00,Açucena,female,adult,-40.89436,-3.82708,0,0
2022-12-06_1439_MVI_8391,2022-12-06 14:39:00,Açucena,female,adult,-40.89515,-3.82674,0,1
2022-12-06_1454_MVI_8393,2022-12-06 14:54:00,Açucena,female,adult,-40.89517,-3.82630,0,0
2022-12-07_0713_MVI_8403,2022-12-07 07:13:00,Betânia,female,adult,-40.89627,-3.82606,0,0
2022-12-07_0730_MVI_8406,2022-12-07 07:30:00,Betânia,female,adult,-40.89650,-3.82624,0,0
2022-12-07_0749_MVI_8410,2022-12-07 07:49:00,Betânia,female,adult,-40.89611,-3.82655,0,0
2022-12-07_0813_MVI_8418,2022-12-07 08:13:00,Betânia,female,adult,-40.89577,-3.82702,0,0
2022-12-07_0831_MVI_8421,2022-12-07 08:31:00,Betânia,female,adult,-40.89574,-3.82709,0,0
2022-12-07_0848_MVI_8426,2022-12-07 08:48:00,Betânia,female,adult,-40.89571,-3.82713,0,0
2022-12-07_1048_MVI_8434,2022-12-07 10:48:00,Betânia,female,adult,-40.89904,-3.82706,0,0
2022-12-07_1106_MVI_8439,2022-12-07 11:06:00,Betânia,female,adult,-40.89907,-3.82726,0,0
2022-12-07_1205_MVI_8445,2022-12-07 12:05:00,Betânia,female,adult,-40.89963,-3.82713,0,0
2022-12-07_1223_MVI_8448,2022-12-07 12:23:00,Betânia,female,adult,-40.89990,-3.82730,0,0
2022-12-07_1231_MVI_8450,2022-12-07 12:31:00,Betânia,female,adult,-40.89978,-3.82756,0,0
2022-12-07_1248_MVI_8453,2022-12-07 12:48:00,Betânia,female,adult,-40.89962,-3.82783,0,0
2022-12-07_1307_MVI_8456,2022-12-07 13:07:00,Betânia,female,adult,-40.89931,-3.82775,0,0
2022-12-07_1331_MVI_8461,2022-12-07 13:31:00,Betânia,female,adult,-40.89922,-3.82859,0,0
2022-12-07_1345_MVI_8465,2022-12-07 13:45:00,Betânia,female,adult,-40.89946,-3.82848,0,0
2022-12-07_1454_MVI_8478,2022-12-07 14:54:00,Betânia,female,adult,-40.89927,-3.82851,0,0
2022-12-07_1510_MVI_8481,2022-12-07 15:10:00,Betânia,female,adult,-40.89927,-3.82850,0,0
2022-12-07_1533_MVI_8486,2022-12-07 15:33:00,Betânia,female,adult,-40.90015,-3.82755,0,0
2022-12-10_0750_MVI_8589,2022-12-10 07:50:00,Cajuína,female,adult,-40.89701,-3.82832,0,0
2022-12-10_0827_MVI_8590,2022-12-10 08:27:00,Cajuína,female,adult,-40.89820,-3.82802,0,0
2022-12-10_0845_MVI_8593,2022-12-10 08:45:00,Cajuína,female,adult,-40.89837,-3.82768,0,0
2022-12-10_0901_MVI_8596,2022-12-10 09:01:00,Cajuína,female,adult,-40.89788,-3.82702,0,0
2022-12-10_0937_MVI_8604,2022-12-10 09:37:00,Cajuína,female,adult,-40.89774,-3.82706,0,0
2022-12-10_0952_MVI_8607,2022-12-10 09:52:00,Cajuína,female,adult,-40.89772,-3.82680,0,0
2022-12-10_1009_MVI_8611,2022-12-10 10:09:00,Cajuína,female,adult,-40.89744,-3.82673,0,0
2022-12-10_1027_MVI_8616,2022-12-10 10:27:00,Cajuína,female,adult,-40.89697,-3.82682,0,0
2022-12-10_1043_MVI_8619,2022-12-10 10:43:00,Cajuína,female,adult,-40.89623,-3.82623,0,0
2022-12-10_1100_MVI_8622,2022-12-10 11:00:00,Cajuína,female,adult,-40.89592,-3.82643,0,0
2022-12-10_1115_MVI_8624,2022-12-10 11:15:00,Cajuína,female,adult,-40.89579,-3.82626,0,1
2022-12-10_1139_MVI_8628,2022-12-10 11:39:00,Cajuína,female,adult,-40.89592,-3.82658,0,0
2022-12-10_1156_MVI_8631,2022-12-10 11:56:00,Cajuína,female,adult,-40.89589,-3.82652,0,0
2022-12-10_1221_MVI_8635,2022-12-10 12:21:00,Cajuína,female,adult,-40.89594,-3.82662,0,0
