focal,timestamp,individual,sex,age,location.long,location.lat,focal_begin,nutcracking,season
2022-08-02_0815_MVI_2775,8/2/2022 8:15,Fabiano,male,adult,-40.8956,-3.82635,1,0,dry
2022-08-02_0815_MVI_2775,8/2/2022 8:15,Fabiano,male,adult,-40.89558,-3.82637,0,0,dry
2022-08-02_0831_MVI_2779,8/2/2022 8:31,Fabiano,male,adult,-40.8953,-3.82629,1,0,dry
2022-08-02_0831_MVI_2779,8/2/2022 8:31,Fabiano,male,adult,-40.89513,-3.82621,0,0,dry
2022-08-02_0847_MVI_2782,8/2/2022 8:47,Fabiano,male,adult,-40.89494,-3.82624,1,0,dry
2022-08-02_0847_MVI_2782,8/2/2022 8:47,Fabiano,male,adult,-40.89484,-3.82621,0,0,dry
2022-08-02_0905_MVI_2787,8/2/2022 9:05,Fabiano,male,adult,-40.89455,-3.82607,1,0,dry
2022-08-02_0905_MVI_2787,8/2/2022 9:05,Fabiano,male,adult,-40.89448,-3.8261,0,0,dry
2022-08-02_0953_MVI_2791,8/2/2022 9:53,Fabiano,male,adult,-40.89344,-3.8258,1,0,dry
2022-08-02_0953_MVI_2791,8/2/2022 9:53,Fabiano,male,adult,-40.89339,-3.82576,0,0,dry
2022-08-02_1038_MVI_2801,8/2/2022 10:38,Fabiano,male,adult,-40.89249,-3.82594,1,1,dry
2022-08-02_1038_MVI_2801,8/2/2022 10:38,Fabiano,male,adult,-40.89254,-3.82621,0,1,dry
2022-08-02_1055_MVI_2807,8/2/2022 10:55,Fabiano,male,adult,-40.89254,-3.82619,1,1,dry
2022-08-02_1055_MVI_2807,8/2/2022 10:55,Fabiano,male,adult,-40.89254,-3.8262,0,1,dry
2022-08-02_1111_MVI_2812,8/2/2022 11:11,Fabiano,male,adult,-40.89249,-3.82623,1,0,dry
2022-08-02_1111_MVI_2812,8/2/2022 11:11,Fabiano,male,adult,-40.89237,-3.82623,0,0,dry
2022-08-02_1128_MVI_2816,8/2/2022 11:28,Fabiano,male,adult,-40.89195,-3.82564,1,0,dry
2022-08-02_1128_MVI_2816,8/2/2022 11:28,Fabiano,male,adult,-40.89196,-3.8257,0,0,dry
2022-08-02_1152_MVI_2821,8/2/2022 11:52,Fabiano,male,adult,-40.89186,-3.82556,1,1,dry
2022-08-02_1152_MVI_2821,8/2/2022 11:52,Fabiano,male,adult,-40.89177,-3.82546,0,1,dry
2022-08-02_1209_MVI_2829,8/2/2022 12:09,Fabiano,male,adult,-40.89152,-3.8258,1,0,dry
2022-08-02_1209_MVI_2829,8/2/2022 12:09,Fabiano,male,adult,-40.89179,-3.82624,0,0,dry
2022-08-02_1226_MVI_2832,8/2/2022 12:26,Fabiano,male,adult,-40.8918,-3.826,1,0,dry
2022-08-02_1226_MVI_2832,8/2/2022 12:26,Fabiano,male,adult,-40.89173,-3.8257,0,0,dry
2022-08-02_1243_MVI_2835,8/2/2022 12:43,Fabiano,male,adult,-40.89186,-3.82567,1,0,dry
2022-08-02_1243_MVI_2835,8/2/2022 12:43,Fabiano,male,adult,-40.89181,-3.82566,0,0,dry
2022-08-02_1301_MVI_2839,8/2/2022 13:01,Fabiano,male,adult,-40.8919,-3.82573,1,0,dry
2022-08-02_1301_MVI_2839,8/2/2022 13:01,Fabiano,male,adult,-40.89191,-3.82565,0,0,dry
2022-08-02_1323_MVI_2844,8/2/2022 13:23,Fabiano,male,adult,-40.89231,-3.82594,1,1,dry
2022-08-02_1323_MVI_2844,8/2/2022 13:23,Fabiano,male,adult,-40.89244,-3.82605,0,1,dry
2022-08-02_1343_MVI_2854,8/2/2022 13:43,Fabiano,male,adult,-40.89267,-3.82618,1,1,dry
2022-08-02_1343_MVI_2854,8/2/2022 13:43,Fabiano,male,adult,-40.89262,-3.82618,0,1,dry
2022-08-02_1359_MVI_2859,8/2/2022 13:59,Fabiano,male,adult,-40.89274,-3.82615,1,0,dry
2022-08-02_1359_MVI_2859,8/2/2022 13:59,Fabiano,male,adult,-40.89287,-3.8263,0,0,dry
2022-08-02_1416_MVI_2865,8/2/2022 14:16,Fabiano,male,adult,-40.89297,-3.82638,1,1,dry
2022-08-02_1416_MVI_2865,8/2/2022 14:16,Fabiano,male,adult,-40.89297,-3.82627,0,1,dry
2022-08-02_1435_MVI_2871,8/2/2022 14:35,Fabiano,male,adult,-40.89277,-3.82656,1,0,dry
2022-08-02_1435_MVI_2871,8/2/2022 14:35,Fabiano,male,adult,-40.89296,-3.82647,0,0,dry
2022-08-02_1519_MVI_2886,8/2/2022 15:19,Fabiano,male,adult,-40.8931,-3.82702,1,0,dry
2022-08-02_1519_MVI_2886,8/2/2022 15:19,Fabiano,male,adult,-40.89236,-3.82705,0,0,dry
2022-08-02_1535_MVI_2889,8/2/2022 15:35,Fabiano,male,adult,-40.89305,-3.82723,1,0,dry
2022-08-02_1535_MVI_2889,8/2/2022 15:35,Fabiano,male,adult,-40.89313,-3.82737,0,0,dry
2022-08-02_1551_MVI_2893,8/2/2022 15:51,Fabiano,male,adult,-40.89342,-3.82757,1,0,dry
2022-08-02_1551_MVI_2893,8/2/2022 15:51,Fabiano,male,adult,-40.89343,-3.82769,0,0,dry
2022-08-02_1608_MVI_2895,8/2/2022 16:08,Fabiano,male,adult,-40.89404,-3.82784,1,0,dry
2022-08-02_1608_MVI_2895,8/2/2022 16:08,Fabiano,male,adult,-40.89417,-3.82774,0,0,dry
2022-08-02_1623_MVI_2898,8/2/2022 16:23,Fabiano,male,adult,-40.8941,-3.82771,1,0,dry
2022-08-02_1623_MVI_2898,8/2/2022 16:23,Fabiano,male,adult,-40.89437,-3.82766,0,0,dry
2022-08-02_1636_MVI_2901,8/2/2022 16:36,Fabiano,male,adult,-40.89475,-3.82747,1,0,dry
2022-08-02_1636_MVI_2901,8/2/2022 16:36,Fabiano,male,adult,-40.89469,-3.82764,0,0,dry
2022-08-02_1653_MVI_2905,8/2/2022 16:53,Fabiano,male,adult,-40.89466,-3.8278,1,0,dry
2022-08-02_1653_MVI_2905,8/2/2022 16:53,Fabiano,male,adult,-40.8949,-3.82784,0,0,dry
2022-08-02_1713_MVI_2912,8/2/2022 17:13,Fabiano,male,adult,-40.89507,-3.8276,1,1,dry
2022-08-02_1713_MVI_2912,8/2/2022 17:13,Fabiano,male,adult,-40.89521,-3.82757,0,1,dry
2022-08-02_1739_MVI_2918,8/2/2022 17:39,Fabiano,male,adult,-40.89559,-3.82715,1,0,dry
2022-08-02_1739_MVI_2918,8/2/2022 17:39,Fabiano,male,adult,-40.89564,-3.82723,0,0,dry
2022-08-03_1103_MVI_2922,8/3/2022 11:03,Cordel,female,adult,-40.89512,-3.82671,1,0,dry
2022-08-03_1103_MVI_2922,8/3/2022 11:03,Cordel,female,adult,-40.89505,-3.82679,0,0,dry
2022-08-03_1122_MVI_2927,8/3/2022 11:22,Cordel,female,adult,-40.89514,-3.82681,1,0,dry
2022-08-03_1122_MVI_2927,8/3/2022 11:22,Cordel,female,adult,-40.89516,-3.82677,0,0,dry
2022-08-03_1148_MVI_2933,8/3/2022 11:48,Cordel,female,adult,-40.89498,-3.82731,1,1,dry
2022-08-03_1148_MVI_2933,8/3/2022 11:48,Cordel,female,adult,-40.89499,-3.8272,0,1,dry
2022-08-03_1214_MVI_2943,8/3/2022 12:14,Cordel,female,adult,-40.8948,-3.82752,1,0,dry
2022-08-03_1214_MVI_2943,8/3/2022 12:14,Cordel,female,adult,-40.89484,-3.82751,0,0,dry
2022-08-03_1230_MVI_2948,8/3/2022 12:30,Cordel,female,adult,-40.8952,-3.82765,1,0,dry
2022-08-03_1230_MVI_2948,8/3/2022 12:30,Cordel,female,adult,-40.89522,-3.82745,0,0,dry
2022-08-03_1252_MVI_2958,8/3/2022 12:52,Cordel,female,adult,-40.8947,-3.82753,1,1,dry
2022-08-03_1252_MVI_2958,8/3/2022 12:52,Cordel,female,adult,-40.89468,-3.82752,0,1,dry
2022-08-03_1308_MVI_2963,8/3/2022 13:08,Cordel,female,adult,-40.89476,-3.82788,1,0,dry
2022-08-03_1308_MVI_2963,8/3/2022 13:08,Cordel,female,adult,-40.89463,-3.82806,0,0,dry
2022-08-03_1329_MVI_2967,8/3/2022 13:29,Cordel,female,adult,-40.89468,-3.82816,1,0,dry
2022-08-03_1329_MVI_2967,8/3/2022 13:29,Cordel,female,adult,-40.89465,-3.82807,0,0,dry
2022-08-05_0942_MVI_2986,8/5/2022 9:42,Maria Moura,female,adult,-40.8964,-3.82727,1,0,dry
2022-08-05_0942_MVI_2986,8/5/2022 9:42,Maria Moura,female,adult,-40.89618,-3.827,0,0,dry
2022-08-05_0959_MVI_2991,8/5/2022 9:59,Maria Moura,female,adult,-40.89588,-3.82678,1,1,dry
2022-08-05_0959_MVI_2991,8/5/2022 9:59,Maria Moura,female,adult,-40.89569,-3.82651,0,1,dry
2022-08-05_1018_MVI_2997,8/5/2022 10:18,Maria Moura,female,adult,-40.89589,-3.82636,1,1,dry
2022-08-05_1018_MVI_2997,8/5/2022 10:18,Maria Moura,female,adult,-40.8957,-3.82609,0,1,dry
2022-08-05_1037_MVI_3008,8/5/2022 10:37,Maria Moura,female,adult,-40.89597,-3.82599,1,0,dry
2022-08-05_1037_MVI_3008,8/5/2022 10:37,Maria Moura,female,adult,-40.89578,-3.82587,0,0,dry
2022-08-05_1115_MVI_3019,8/5/2022 11:15,Maria Moura,female,adult,-40.896,-3.82512,1,0,dry
2022-08-05_1115_MVI_3019,8/5/2022 11:15,Maria Moura,female,adult,-40.89602,-3.82508,0,0,dry
2022-08-06_1158_MVI_3053,8/6/2022 11:58,Tapioca,female,adult,-40.89656,-3.82625,1,0,dry
2022-08-06_1158_MVI_3053,8/6/2022 11:58,Tapioca,female,adult,-40.89664,-3.82613,0,0,dry
2022-08-06_1215_MVI_3056,8/6/2022 12:15,Tapioca,female,adult,-40.89606,-3.82598,1,0,dry
2022-08-06_1215_MVI_3056,8/6/2022 12:15,Tapioca,female,adult,-40.89601,-3.82602,0,0,dry
2022-08-06_1231_MVI_3060,8/6/2022 12:31,Tapioca,female,adult,-40.89584,-3.82609,1,0,dry
2022-08-06_1231_MVI_3060,8/6/2022 12:31,Tapioca,female,adult,-40.89583,-3.82615,0,0,dry
2022-08-06_1308_MVI_3071,8/6/2022 13:08,Tapioca,female,adult,-40.89575,-3.82623,1,0,dry
2022-08-06_1308_MVI_3071,8/6/2022 13:08,Tapioca,female,adult,-40.89558,-3.82622,0,0,dry
2022-08-06_1325_MVI_3076,8/6/2022 13:25,Tapioca,female,adult,-40.89548,-3.82632,1,0,dry
2022-08-06_1325_MVI_3076,8/6/2022 13:25,Tapioca,female,adult,-40.89539,-3.82634,0,0,dry
2022-08-06_1341_MVI_3079,8/6/2022 13:41,Tapioca,female,adult,-40.89532,-3.82626,1,0,dry
2022-08-06_1341_MVI_3079,8/6/2022 13:41,Tapioca,female,adult,-40.89511,-3.82636,0,0,dry
2022-08-06_1358_MVI_3083,8/6/2022 13:58,Tapioca,female,adult,-40.89484,-3.8264,1,0,dry
2022-08-06_1358_MVI_3083,8/6/2022 13:58,Tapioca,female,adult,-40.89484,-3.8264,0,0,dry
2022-08-06_1459_MVI_3098,8/6/2022 14:59,Tapioca,female,adult,-40.89462,-3.82642,1,0,dry
2022-08-06_1459_MVI_3098,8/6/2022 14:59,Tapioca,female,adult,-40.89462,-3.82643,0,0,dry
2022-08-06_1516_MVI_3101,8/6/2022 15:16,Tapioca,female,adult,-40.89457,-3.82647,1,0,dry
2022-08-06_1516_MVI_3101,8/6/2022 15:16,Tapioca,female,adult,-40.89453,-3.82643,0,0,dry
2022-08-06_1551_MVI_3110,8/6/2022 15:51,Tapioca,female,adult,-40.8941,-3.82645,1,0,dry
2022-08-06_1551_MVI_3110,8/6/2022 15:51,Tapioca,female,adult,-40.89422,-3.82632,0,0,dry
2022-08-06_1617_MVI_3117,8/6/2022 16:17,Tapioca,female,adult,-40.89344,-3.8264,1,0,dry
2022-08-06_1617_MVI_3117,8/6/2022 16:17,Tapioca,female,adult,-40.89344,-3.8264,0,0,dry
2022-08-06_1645_MVI_3119,8/6/2022 16:45,Tapioca,female,adult,-40.89342,-3.82674,1,1,dry
2022-08-06_1645_MVI_3119,8/6/2022 16:45,Tapioca,female,adult,-40.89363,-3.82675,0,1,dry
2022-08-07_0654_MVI_3127,8/7/2022 6:54,Chicó,male,adult,-40.89325,-3.82702,1,0,dry
2022-08-07_0654_MVI_3127,8/7/2022 6:54,Chicó,male,adult,-40.89322,-3.82702,0,0,dry
2022-08-07_0710_MVI_3131,8/7/2022 7:10,Chicó,male,adult,-40.89288,-3.82674,1,1,dry
2022-08-07_0710_MVI_3131,8/7/2022 7:10,Chicó,male,adult,-40.89292,-3.82678,0,1,dry
2022-08-07_0729_MVI_3139,8/7/2022 7:29,Chicó,male,adult,-40.89274,-3.82695,1,0,dry
2022-08-07_0729_MVI_3139,8/7/2022 7:29,Chicó,male,adult,-40.89272,-3.8269,0,0,dry
2022-08-07_0747_MVI_3143,8/7/2022 7:47,Chicó,male,adult,-40.89271,-3.82697,1,0,dry
2022-08-07_0747_MVI_3143,8/7/2022 7:47,Chicó,male,adult,-40.89274,-3.82694,0,0,dry
2022-08-07_0802_MVI_3148,8/7/2022 8:02,Chicó,male,adult,-40.89248,-3.82682,1,0,dry
2022-08-07_0802_MVI_3148,8/7/2022 8:02,Chicó,male,adult,-40.89225,-3.82683,0,0,dry
2022-08-07_0857_MVI_3153,8/7/2022 8:57,Chicó,male,adult,-40.89209,-3.8266,1,1,dry
2022-08-07_0857_MVI_3153,8/7/2022 8:57,Chicó,male,adult,-40.89208,-3.82661,0,1,dry
2022-08-07_0917_MVI_3157,8/7/2022 9:17,Chicó,male,adult,-40.8921,-3.82659,1,0,dry
2022-08-07_0917_MVI_3157,8/7/2022 9:17,Chicó,male,adult,-40.89218,-3.82659,0,0,dry
2022-08-07_0939_MVI_3163,8/7/2022 9:39,Chicó,male,adult,-40.89228,-3.82665,1,1,dry
2022-08-07_0939_MVI_3163,8/7/2022 9:39,Chicó,male,adult,-40.89233,-3.82672,0,1,dry
2022-08-07_0953_MVI_3170,8/7/2022 9:53,Chicó,male,adult,-40.8923,-3.82671,1,0,dry
2022-08-07_0953_MVI_3170,8/7/2022 9:53,Chicó,male,adult,-40.8923,-3.82671,0,0,dry
2022-08-07_1018_MVI_3173,8/7/2022 10:18,Chicó,male,adult,-40.89243,-3.82686,1,0,dry
2022-08-07_1018_MVI_3173,8/7/2022 10:18,Chicó,male,adult,-40.89245,-3.824,0,0,dry
2022-08-07_1034_MVI_3176,8/7/2022 10:34,Chicó,male,adult,-40.89246,-3.82717,1,0,dry
2022-08-07_1034_MVI_3176,8/7/2022 10:34,Chicó,male,adult,-40.89265,-3.82713,0,0,dry
2022-08-07_1049_MVI_3179,8/7/2022 10:49,Chicó,male,adult,-40.8926,-3.82729,1,0,dry
2022-08-07_1049_MVI_3179,8/7/2022 10:49,Chicó,male,adult,-40.89258,-3.82735,0,0,dry
2022-08-07_1106_MVI_3182,8/7/2022 11:06,Chicó,male,adult,-40.8928,-3.82741,1,0,dry
2022-08-07_1106_MVI_3182,8/7/2022 11:06,Chicó,male,adult,-40.89278,-3.82705,0,0,dry
2022-08-07_1122_MVI_3188,8/7/2022 11:22,Chicó,male,adult,-40.89283,-3.82706,1,0,dry
2022-08-07_1122_MVI_3188,8/7/2022 11:22,Chicó,male,adult,-40.89279,-3.82714,0,0,dry
2022-08-07_1143_MVI_3196,8/7/2022 11:43,Chicó,male,adult,-40.89274,-3.82701,1,1,dry
2022-08-07_1143_MVI_3196,8/7/2022 11:43,Chicó,male,adult,-40.89277,-3.82692,0,1,dry
2022-08-07_1248_MVI_3205,8/7/2022 12:48,Chicó,male,adult,-40.89309,-3.82675,1,0,dry
2022-08-07_1248_MVI_3205,8/7/2022 12:48,Chicó,male,adult,-40.89312,-3.82687,0,0,dry
2022-08-07_1347_MVI_3214,8/7/2022 13:47,Chicó,male,adult,-40.89334,-3.82686,1,0,dry
2022-08-07_1347_MVI_3214,8/7/2022 13:47,Chicó,male,adult,-40.89338,-3.82685,0,0,dry
2022-08-07_1405_MVI_3218,8/7/2022 14:05,Chicó,male,adult,-40.89333,-3.82688,1,0,dry
2022-08-07_1405_MVI_3218,8/7/2022 14:05,Chicó,male,adult,-40.89335,-3.82685,0,0,dry
2022-08-07_1424_MVI_3230,8/7/2022 14:24,Chicó,male,adult,-40.89344,-3.82674,1,1,dry
2022-08-07_1424_MVI_3230,8/7/2022 14:24,Chicó,male,adult,-40.8936,-3.82678,0,1,dry
2022-08-07_1446_MVI_3239,8/7/2022 14:46,Chicó,male,adult,-40.89344,-3.82703,1,0,dry
2022-08-07_1446_MVI_3239,8/7/2022 14:46,Chicó,male,adult,-40.89352,-3.82703,0,0,dry
2022-08-07_1627_MVI_3254,8/7/2022 16:27,Chicó,male,adult,-40.895,-3.82761,1,1,dry
2022-08-07_1627_MVI_3254,8/7/2022 16:27,Chicó,male,adult,-40.895,-3.82761,0,1,dry
2022-08-10_0824_MVI_3258,8/10/2022 8:24,Maria Bonita,female,adult,-40.89511,-3.82653,1,0,dry
2022-08-10_0824_MVI_3258,8/10/2022 8:24,Maria Bonita,female,adult,-40.89512,-3.82652,0,0,dry
2022-08-10_0841_MVI_3261,8/10/2022 8:41,Maria Bonita,female,adult,-40.89498,-3.82664,1,0,dry
2022-08-10_0841_MVI_3261,8/10/2022 8:41,Maria Bonita,female,adult,-40.89503,-3.82662,0,0,dry
2022-08-10_0901_MVI_3270,8/10/2022 9:01,Maria Bonita,female,adult,-40.89505,-3.82678,1,0,dry
2022-08-10_0901_MVI_3270,8/10/2022 9:01,Maria Bonita,female,adult,-40.89499,-3.82656,0,0,dry
2022-08-10_0923_MVI_3279,8/10/2022 9:23,Maria Bonita,female,adult,-40.895,-3.8266,1,0,dry
2022-08-10_0923_MVI_3279,8/10/2022 9:23,Maria Bonita,female,adult,-40.89497,-3.82659,0,0,dry
2022-08-10_0940_MVI_3284,8/10/2022 9:40,Maria Bonita,female,adult,-40.8951,-3.82671,1,1,dry
2022-08-10_0940_MVI_3284,8/10/2022 9:40,Maria Bonita,female,adult,-40.89509,-3.82671,0,1,dry
2022-08-10_1038_MVI_5425,8/10/2022 10:38,Maria Bonita,female,adult,-40.89437,-3.82734,1,0,dry
2022-08-10_1038_MVI_5425,8/10/2022 10:38,Maria Bonita,female,adult,-40.89437,-3.82734,0,0,dry
2022-08-10_1055_MVI_3305,8/10/2022 10:55,Maria Bonita,female,adult,-40.89405,-3.82725,1,0,dry
2022-08-10_1055_MVI_3305,8/10/2022 10:55,Maria Bonita,female,adult,-40.89348,-3.82726,0,0,dry
2022-08-10_1118_MVI_3310,8/10/2022 11:18,Maria Bonita,female,adult,-40.89336,-3.82613,1,0,dry
2022-08-10_1118_MVI_3310,8/10/2022 11:18,Maria Bonita,female,adult,-40.89323,-3.82704,0,0,dry
2022-08-10_1136_MVI_3315,8/10/2022 11:36,Maria Bonita,female,adult,-40.89311,-3.82715,1,0,dry
2022-08-10_1136_MVI_3315,8/10/2022 11:36,Maria Bonita,female,adult,-40.89309,-3.82714,0,0,dry
2022-08-10_1153_MVI_3318,8/10/2022 11:53,Maria Bonita,female,adult,-40.89285,-3.82661,1,0,dry
2022-08-10_1153_MVI_3318,8/10/2022 11:53,Maria Bonita,female,adult,-40.89282,-3.82664,0,0,dry
2022-08-10_1445_MVI_3361,8/10/2022 14:45,Maria Bonita,female,adult,-40.89281,-3.82606,1,1,dry
2022-08-10_1445_MVI_3361,8/10/2022 14:45,Maria Bonita,female,adult,-40.89281,-3.82606,0,1,dry
2022-08-10_1503_MVI_3365,8/10/2022 15:03,Maria Bonita,female,adult,-40.89319,-3.82612,1,0,dry
2022-08-10_1503_MVI_3365,8/10/2022 15:03,Maria Bonita,female,adult,-40.89323,-3.82611,0,0,dry
2022-08-10_1519_MVI_3367,8/10/2022 15:19,Maria Bonita,female,adult,-40.8933,-3.82602,1,0,dry
2022-08-10_1519_MVI_3367,8/10/2022 15:19,Maria Bonita,female,adult,-40.8933,-3.82596,0,0,dry
2022-08-10_1537_MVI_3372,8/10/2022 15:37,Maria Bonita,female,adult,-40.89335,-3.826,1,0,dry
2022-08-10_1537_MVI_3372,8/10/2022 15:37,Maria Bonita,female,adult,-40.89341,-3.82595,0,0,dry
2022-08-11_1000_MVI_5442,8/11/2022 10:00,Cajuína,female,adult,-40.89199,-3.82664,1,1,dry
2022-08-11_1000_MVI_5442,8/11/2022 10:00,Cajuína,female,adult,-40.89199,-3.82664,0,1,dry
2022-08-11_1042_MVI_5454,8/11/2022 10:42,Cajuína,female,adult,-40.89188,-3.82576,1,0,dry
2022-08-11_1042_MVI_5454,8/11/2022 10:42,Cajuína,female,adult,-40.89188,-3.82576,0,0,dry
2022-08-11_1052_MVI_5457,8/11/2022 10:52,Cajuína,female,adult,-40.89177,-3.82563,1,1,dry
2022-08-11_1052_MVI_5457,8/11/2022 10:52,Cajuína,female,adult,-40.89176,-3.82564,0,1,dry
2022-08-11_1110_MVI_5459,8/11/2022 11:10,Cajuína,female,adult,-40.89167,-3.82557,1,1,dry
2022-08-11_1110_MVI_5459,8/11/2022 11:10,Cajuína,female,adult,-40.89167,-3.8256,0,1,dry
2022-08-11_1132_MVI_5468,8/11/2022 11:32,Cajuína,female,adult,-40.89164,-3.82502,1,0,dry
2022-08-11_1132_MVI_5468,8/11/2022 11:32,Cajuína,female,adult,-40.89157,-3.82535,0,0,dry
2022-08-11_1150_MVI_5472,8/11/2022 11:50,Cajuína,female,adult,-40.89127,-3.82508,1,0,dry
2022-08-11_1150_MVI_5472,8/11/2022 11:50,Cajuína,female,adult,-40.89124,-3.82502,0,0,dry
2022-08-11_1204_MVI_5479,8/11/2022 12:04,Cajuína,female,adult,-40.89102,-3.82492,1,0,dry
2022-08-11_1204_MVI_5479,8/11/2022 12:04,Cajuína,female,adult,-40.89102,-3.82492,0,0,dry
2022-08-11_1310_MVI_5486,8/11/2022 13:10,Cajuína,female,adult,-40.89424,-3.82746,1,0,dry
2022-08-11_1310_MVI_5486,8/11/2022 13:10,Cajuína,female,adult,-40.89439,-3.82735,0,0,dry
2022-08-11_1330_MVI_5489,8/11/2022 13:30,Cajuína,female,adult,-40.89452,-3.82744,1,0,dry
2022-08-11_1330_MVI_5489,8/11/2022 13:30,Cajuína,female,adult,-40.89455,-3.82745,0,0,dry
2022-08-11_1349_MVI_5494,8/11/2022 13:49,Cajuína,female,adult,-40.89481,-3.82745,1,0,dry
2022-08-11_1349_MVI_5494,8/11/2022 13:49,Cajuína,female,adult,-40.89482,-3.82749,0,0,dry
2022-08-11_1412_MVI_5497,8/11/2022 14:12,Cajuína,female,adult,-40.89507,-3.82767,1,1,dry
2022-08-11_1412_MVI_5497,8/11/2022 14:12,Cajuína,female,adult,-40.89506,-3.82763,0,1,dry
2022-08-11_1509_MVI_5503,8/11/2022 15:09,Cajuína,female,adult,-40.89458,-3.82814,1,0,dry
2022-08-11_1509_MVI_5503,8/11/2022 15:09,Cajuína,female,adult,-40.89458,-3.82814,0,0,dry
2022-08-11_1512_MVI_5505,8/11/2022 15:12,Cajuína,female,adult,-40.89762,-3.82808,1,0,dry
2022-08-11_1512_MVI_5505,8/11/2022 15:12,Cajuína,female,adult,-40.89762,-3.82808,0,0,dry
2022-08-11_1519_MVI_5507,8/11/2022 15:19,Cajuína,female,adult,-40.89785,-3.82799,1,0,dry
2022-08-11_1519_MVI_5507,8/11/2022 15:19,Cajuína,female,adult,-40.89785,-3.82789,0,0,dry
2022-08-11_1556_MVI_5518,8/11/2022 15:56,Cajuína,female,adult,-40.89873,-3.82747,1,1,dry
2022-08-11_1556_MVI_5518,8/11/2022 15:56,Cajuína,female,adult,-40.89874,-3.82738,0,1,dry
2022-08-11_1703_MVI_5530,8/11/2022 17:03,Cajuína,female,adult,-40.90051,-3.82567,1,0,dry
2022-08-11_1703_MVI_5530,8/11/2022 17:03,Cajuína,female,adult,-40.90051,-3.82567,0,0,dry
2022-08-12_0813_MVI_5548,8/12/2022 8:13,Baião,male,adult,-40.89746,-3.82741,1,0,dry
2022-08-12_0813_MVI_5548,8/12/2022 8:13,Baião,male,adult,-40.89734,-3.8274,0,0,dry
2022-08-12_0829_MVI_5556,8/12/2022 8:29,Baião,male,adult,-40.89727,-3.82724,1,1,dry
2022-08-12_0829_MVI_5556,8/12/2022 8:29,Baião,male,adult,-40.89714,-3.82728,0,1,dry
2022-08-12_0846_MVI_5562,8/12/2022 8:46,Baião,male,adult,-40.89658,-3.82694,1,0,dry
2022-08-12_0846_MVI_5562,8/12/2022 8:46,Baião,male,adult,-40.89655,-3.82695,0,0,dry
2022-08-12_0902_MVI_5565,8/12/2022 9:02,Baião,male,adult,-40.89659,-3.82707,1,0,dry
2022-08-12_0902_MVI_5565,8/12/2022 9:02,Baião,male,adult,-40.89651,-3.82715,0,0,dry
2022-08-12_0918_MVI_5572,8/12/2022 9:18,Baião,male,adult,-40.89653,-3.82737,1,1,dry
2022-08-12_0918_MVI_5572,8/12/2022 9:18,Baião,male,adult,-40.89653,-3.82737,0,1,dry
2022-08-12_1109_MVI_5581,8/12/2022 11:09,Baião,male,adult,-40.89407,-3.82733,1,0,dry
2022-08-12_1109_MVI_5581,8/12/2022 11:09,Baião,male,adult,-40.89404,-3.82729,0,0,dry
2022-08-12_1120_MVI_5584,8/12/2022 11:20,Baião,male,adult,-40.89421,-3.8274,1,0,dry
2022-08-12_1120_MVI_5584,8/12/2022 11:20,Baião,male,adult,-40.89427,-3.82739,0,0,dry
2022-08-12_1142_MVI_5589,8/12/2022 11:42,Baião,male,adult,-40.89422,-3.8274,1,0,dry
2022-08-12_1142_MVI_5589,8/12/2022 11:42,Baião,male,adult,-40.89428,-3.82737,0,0,dry
2022-08-12_1159_MVI_5592,8/12/2022 11:59,Baião,male,adult,-40.8942,-3.82759,1,0,dry
2022-08-12_1159_MVI_5592,8/12/2022 11:59,Baião,male,adult,-40.8942,-3.82759,0,0,dry
2022-08-12_1229_MVI_5601,8/12/2022 12:29,Baião,male,adult,-40.89468,-3.82738,1,1,dry
2022-08-12_1229_MVI_5601,8/12/2022 12:29,Baião,male,adult,-40.89471,-3.82731,0,1,dry
2022-08-12_1247_MVI_5605,8/12/2022 12:47,Baião,male,adult,-40.8947,-3.82739,1,0,dry
2022-08-12_1247_MVI_5605,8/12/2022 12:47,Baião,male,adult,-40.89485,-3.8272,0,0,dry
2022-08-12_1306_MVI_5608,8/12/2022 13:06,Baião,male,adult,-40.89447,-3.82712,1,0,dry
2022-08-12_1306_MVI_5608,8/12/2022 13:06,Baião,male,adult,-40.89471,-3.8271,0,0,dry
2022-08-12_1338_MVI_5611,8/12/2022 13:38,Baião,male,adult,-40.89511,-3.8273,1,1,dry
2022-08-12_1338_MVI_5611,8/12/2022 13:38,Baião,male,adult,-40.89491,-3.82755,0,1,dry
2022-08-12_1508_MVI_5620,8/12/2022 15:08,Baião,male,adult,-40.89567,-3.82705,1,0,dry
2022-08-12_1508_MVI_5620,8/12/2022 15:08,Baião,male,adult,-40.8957,-3.82703,0,0,dry
2022-08-12_1525_MVI_5622,8/12/2022 15:25,Baião,male,adult,-40.89555,-3.8267,1,0,dry
2022-08-12_1525_MVI_5622,8/12/2022 15:25,Baião,male,adult,-40.89564,-3.82686,0,0,dry
2022-08-12_1549_MVI_5628,8/12/2022 15:49,Baião,male,adult,-40.8961,-3.82644,1,0,dry
2022-08-12_1549_MVI_5628,8/12/2022 15:49,Baião,male,adult,-40.89632,-3.82647,0,0,dry
2022-08-12_1608_MVI_5632,8/12/2022 16:08,Baião,male,adult,-40.89685,-3.8265,1,0,dry
