timestamp,individual,location.lat,location.long,sex,season
3/18/2023 12:33,Maria Bonita,-3.82557,-40.89176,female,wet
3/18/2023 13:31,Maria Bonita,-3.82628,-40.89277,female,wet
3/18/2023 13:43,Maria Bonita,-3.82627,-40.89272,female,wet
3/18/2023 14:22,Maria Bonita,-3.82716,-40.89327,female,wet
3/18/2023 14:38,Maria Bonita,-3.82712,-40.89361,female,wet
3/20/2023 11:11,Tapioca,-3.82653,-40.89243,female,wet
3/30/2023 10:26,Maria Moura,-3.82657,-40.89251,female,wet
3/30/2023 10:52,Maria Moura,-3.82642,-40.89263,female,wet
3/30/2023 11:05,Maria Moura,-3.82643,-40.89269,female,wet
3/30/2023 12:16,Maria Moura,-3.82675,-40.89355,female,wet
3/30/2023 13:20,Maria Moura,-3.82685,-40.89511,female,wet
4/2/2023 8:13,Fabiano,-3.82633,-40.89273,male,wet
4/2/2023 8:15,Fabiano,-3.82636,-40.89266,male,wet
4/2/2023 8:30,Fabiano,-3.8265,-40.89267,male,wet
4/2/2023 8:36,Fabiano,-3.82634,-40.89271,male,wet
4/2/2023 8:46,Fabiano,-3.82643,-40.8928,male,wet
4/2/2023 8:50,Fabiano,-3.82631,-40.89263,male,wet
4/2/2023 9:06,Fabiano,-3.82627,-40.89261,male,wet
4/2/2023 9:14,Fabiano,-3.82627,-40.89262,male,wet
4/2/2023 9:18,Fabiano,-3.82626,-40.89276,male,wet
4/2/2023 9:54,Fabiano,-3.82644,-40.89221,male,wet
4/2/2023 11:25,Fabiano,-3.82579,-40.89203,male,wet
4/2/2023 11:57,Fabiano,-3.82587,-40.89132,male,wet
4/2/2023 13:12,Fabiano,-3.8267,-40.89212,male,wet
4/2/2023 13:14,Fabiano,-3.82675,-40.89216,male,wet
4/2/2023 13:15,Fabiano,-3.82672,-40.89216,male,wet
4/2/2023 14:05,Fabiano,-3.82737,-40.89348,male,wet
4/2/2023 14:11,Fabiano,-3.82725,-40.89345,male,wet
4/4/2023 9:09,Xote,-3.82682,-40.89353,female,wet
4/4/2023 9:38,Xote,-3.82645,-40.89289,female,wet
4/4/2023 9:47,Xote,-3.82676,-40.89287,female,wet
4/4/2023 9:54,Xote,-3.82656,-40.8928,female,wet
4/4/2023 9:55,Xote,-3.82659,-40.8929,female,wet
4/4/2023 12:10,Xote,-3.82761,-40.89275,female,wet
4/4/2023 12:18,Xote,-3.82774,-40.89286,female,wet
4/4/2023 12:56,Xote,-3.82714,-40.89357,female,wet
4/4/2023 13:15,Xote,-3.82745,-40.89468,female,wet
4/7/2023 8:20,Canjica,-3.82672,-40.89295,male,wet
4/7/2023 8:56,Canjica,-3.82663,-40.8926,male,wet
4/7/2023 10:17,Canjica,-3.82681,-40.89231,male,wet
4/7/2023 10:23,Canjica,-3.82693,-40.89238,male,wet
4/7/2023 11:25,Canjica,-3.82731,-40.89349,male,wet
4/7/2023 11:34,Canjica,-3.82719,-40.89347,male,wet
4/7/2023 11:41,Canjica,-3.8271,-40.89347,male,wet
4/7/2023 12:25,Canjica,-3.82758,-40.89517,male,wet
4/7/2023 14:52,Canjica,-3.82697,-40.89969,male,wet
4/8/2023 9:24,João Grilo,-3.82656,-40.89172,male,wet
4/8/2023 9:44,João Grilo,-3.82678,-40.89213,male,wet
4/8/2023 9:52,João Grilo,-3.82674,-40.89291,male,wet
4/8/2023 10:01,João Grilo,-3.82673,-40.89221,male,wet
4/8/2023 10:10,João Grilo,-3.82687,-40.8921,male,wet
4/8/2023 10:21,João Grilo,-3.82677,-40.89216,male,wet
4/8/2023 10:27,João Grilo,-3.82674,-40.89236,male,wet
4/8/2023 11:21,João Grilo,-3.82682,-40.89331,male,wet
4/8/2023 11:25,João Grilo,-3.82686,-40.89336,male,wet
4/8/2023 11:25,João Grilo,-3.82681,-40.89336,male,wet
4/8/2023 11:31,João Grilo,-3.82678,-40.89352,male,wet
4/8/2023 11:34,João Grilo,-3.8268,-40.8935,male,wet
4/8/2023 13:18,João Grilo,-3.82685,-40.89559,male,wet
4/8/2023 13:23,João Grilo,-3.82694,-40.89546,male,wet
4/8/2023 13:36,João Grilo,-3.82693,-40.89589,male,wet
4/8/2023 14:02,João Grilo,-3.8274,-40.89689,male,wet
4/8/2023 14:06,João Grilo,-3.82763,-40.89704,male,wet
4/8/2023 14:06,João Grilo,-3.82758,-40.89698,male,wet
4/8/2023 14:42,João Grilo,-3.82775,-40.89776,male,wet
4/9/2023 8:28,Cajuína,-3.82378,-40.89128,female,wet
4/12/2023 10:30,Baleia,-3.82676,-40.89515,female,wet
4/12/2023 10:51,Baleia,-3.82671,-40.89532,female,wet
4/12/2023 11:23,Baleia,-3.8262,-40.8959,female,wet
4/12/2023 11:44,Baleia,-3.8263,-40.89626,female,wet
4/12/2023 11:50,Baleia,-3.8262,-40.89632,female,wet
4/12/2023 12:58,Baleia,-3.82715,-40.89778,female,wet
4/14/2023 6:54,Mucunzá,-3.82678,-40.89383,male,wet
4/14/2023 7:53,Mucunzá,-3.82677,-40.89349,male,wet
4/14/2023 8:00,Mucunzá,-3.82671,-40.89336,male,wet
4/14/2023 8:58,Mucunzá,-3.82669,-40.89176,male,wet
4/14/2023 9:37,Mucunzá,-3.82595,-40.89149,male,wet
4/14/2023 9:49,Mucunzá,-3.82604,-40.89156,male,wet
4/14/2023 10:03,Mucunzá,-3.82628,-40.89204,male,wet
4/14/2023 10:10,Mucunzá,-3.82599,-40.89201,male,wet
4/14/2023 10:13,Mucunzá,-3.8263,-40.89214,male,wet
4/14/2023 10:44,Mucunzá,-3.82657,-40.89263,male,wet
4/14/2023 11:04,Mucunzá,-3.82631,-40.89226,male,wet
4/14/2023 11:30,Mucunzá,-3.82633,-40.89282,male,wet
4/14/2023 12:16,Mucunzá,-3.82696,-40.89308,male,wet
4/14/2023 13:09,Mucunzá,-3.82761,-40.89466,male,wet
4/14/2023 13:16,Mucunzá,-3.82762,-40.89465,male,wet
4/14/2023 13:21,Mucunzá,-3.82753,-40.89477,male,wet
4/14/2023 13:25,Mucunzá,-3.82749,-40.89453,male,wet
4/14/2023 13:52,Mucunzá,-3.82724,-40.89549,male,wet
4/17/2023 9:35,Cuscuz,-3.82621,-40.89567,male,wet
4/17/2023 9:45,Cuscuz,-3.82623,-40.89555,male,wet
4/18/2023 10:10,Maria Bonita,-3.82612,-40.8928,female,wet
4/18/2023 10:18,Maria Bonita,-3.82628,-40.89259,female,wet
4/18/2023 10:44,Maria Bonita,-3.82609,-40.89276,female,wet
4/18/2023 10:50,Maria Bonita,-3.82621,-40.89253,female,wet
4/18/2023 12:06,Maria Bonita,-3.82677,-40.89221,female,wet
4/18/2023 12:20,Maria Bonita,-3.82665,-40.89256,female,wet
4/18/2023 12:44,Maria Bonita,-3.82654,-40.89236,female,wet
4/18/2023 12:56,Maria Bonita,-3.82691,-40.89302,female,wet
4/18/2023 12:58,Maria Bonita,-3.82705,-40.89281,female,wet
4/18/2023 13:05,Maria Bonita,-3.82676,-40.89288,female,wet
4/23/2023 14:53,Chicó,-3.82527,-40.90093,male,wet
4/23/2023 15:21,Chicó,-3.82513,-40.9011,male,wet
4/24/2023 9:52,Conceição,-3.8268,-40.89291,female,wet
4/24/2023 10:01,Conceição,-3.82677,-40.89286,female,wet
4/24/2023 10:21,Conceição,-3.82694,-40.89308,female,wet
4/24/2023 10:57,Conceição,-3.82709,-40.89309,female,wet
4/24/2023 10:58,Conceição,-3.82697,-40.89293,female,wet
4/24/2023 11:00,Conceição,-3.82705,-40.89271,female,wet
4/24/2023 11:23,Conceição,-3.82692,-40.8925,female,wet
4/24/2023 11:33,Conceição,-3.82669,-40.89193,female,wet
4/24/2023 12:24,Conceição,-3.82552,-40.89143,female,wet
4/28/2023 10:07,Tapioca,-3.82636,-40.89237,female,wet
4/29/2023 9:07,Tapioca,-3.82697,-40.89382,female,wet
4/29/2023 9:14,Tapioca,-3.82686,-40.89382,female,wet
4/29/2023 10:00,Tapioca,-3.82694,-40.89402,female,wet
4/29/2023 10:34,Tapioca,-3.82685,-40.89497,female,wet
4/29/2023 10:36,Tapioca,-3.82682,-40.89503,female,wet
4/29/2023 10:40,Tapioca,-3.82673,-40.89519,female,wet
4/29/2023 10:45,Tapioca,-3.82722,-40.89541,female,wet
4/29/2023 11:50,Tapioca,-3.82782,-40.89753,female,wet
5/1/2023 10:56,Xote,-3.82633,-40.89251,female,wet
5/1/2023 11:21,Xote,-3.82621,-40.8927,female,wet
5/1/2023 11:27,Xote,-3.82633,-40.89266,female,wet
5/1/2023 11:47,Xote,-3.82649,-40.89273,female,wet
5/1/2023 12:10,Xote,-3.82665,-40.89277,female,wet
5/1/2023 12:23,Xote,-3.82664,-40.89285,female,wet
5/1/2023 12:42,Xote,-3.82725,-40.89336,female,wet
5/1/2023 12:59,Xote,-3.82731,-40.89341,female,wet
5/4/2023 7:40,Cajuína,-3.82592,-40.89235,female,wet
5/4/2023 7:49,Cajuína,-3.82626,-40.8927,female,wet
5/4/2023 7:56,Cajuína,-3.82643,-40.8928,female,wet
5/4/2023 8:06,Cajuína,-3.82642,-40.89279,female,wet
5/4/2023 10:48,Cajuína,-3.82712,-40.89362,female,wet
5/4/2023 11:16,Cajuína,-3.82744,-40.89447,female,wet
5/4/2023 11:26,Cajuína,-3.82738,-40.89458,female,wet
5/5/2023 8:05,Canjica,-3.82631,-40.89274,male,wet
5/5/2023 8:22,Canjica,-3.82583,-40.8919,male,wet
5/5/2023 8:32,Canjica,-3.82633,-40.89283,male,wet
5/5/2023 8:59,Canjica,-3.82674,-40.89305,male,wet
5/5/2023 9:01,Canjica,-3.82656,-40.8928,male,wet
5/5/2023 9:57,Canjica,-3.82666,-40.89353,male,wet
5/5/2023 10:09,Canjica,-3.82594,-40.89408,male,wet
5/5/2023 10:14,Canjica,-3.82665,-40.89436,male,wet
5/5/2023 10:26,Canjica,-3.82759,-40.89451,male,wet
5/5/2023 10:46,Canjica,-3.82776,-40.8946,male,wet
5/5/2023 11:42,Canjica,-3.82841,-40.89403,male,wet
5/5/2023 12:08,Canjica,-3.82869,-40.89438,male,wet
5/6/2023 10:59,Cuscuz,-3.82647,-40.89262,male,wet
5/6/2023 11:10,Cuscuz,-3.82636,-40.8925,male,wet
5/6/2023 11:14,Cuscuz,-3.82656,-40.89248,male,wet
5/6/2023 12:00,Cuscuz,-3.8267,-40.89276,male,wet
5/6/2023 12:13,Cuscuz,-3.82636,-40.89274,male,wet
5/6/2023 12:53,Cuscuz,-3.82685,-40.89329,male,wet
5/6/2023 13:05,Cuscuz,-3.82678,-40.8935,male,wet
5/6/2023 13:44,Cuscuz,-3.82711,-40.8938,male,wet
5/6/2023 14:14,Cuscuz,-3.82706,-40.89399,male,wet
5/7/2023 10:24,Maria Moura,-3.82636,-40.89294,female,wet
5/7/2023 10:33,Maria Moura,-3.82641,-40.89281,female,wet
5/7/2023 11:00,Maria Moura,-3.82634,-40.89284,female,wet
5/7/2023 11:31,Maria Moura,-3.82646,-40.89236,female,wet
5/7/2023 11:54,Maria Moura,-3.82617,-40.8924,female,wet
5/7/2023 12:01,Maria Moura,-3.82619,-40.89238,female,wet
5/7/2023 12:01,Maria Moura,-3.82757,-40.89265,female,wet
5/7/2023 12:25,Maria Moura,-3.82527,-40.89192,female,wet
5/7/2023 12:28,Maria Moura,-3.82555,-40.8915,female,wet
5/7/2023 12:48,Maria Moura,-3.8254,-40.89288,female,wet
5/7/2023 13:23,Maria Moura,-3.82548,-40.89186,female,wet
5/8/2023 9:09,Mucunzá,-3.82643,-40.89293,male,wet
5/8/2023 9:14,Mucunzá,-3.82623,-40.89288,male,wet
5/8/2023 9:46,Mucunzá,-3.82654,-40.8932,male,wet
5/8/2023 9:58,Mucunzá,-3.82665,-40.89331,male,wet
5/8/2023 10:28,Mucunzá,-3.82709,-40.8934,male,wet
5/8/2023 10:33,Mucunzá,-3.82701,-40.89355,male,wet
5/8/2023 10:49,Mucunzá,-3.82722,-40.89337,male,wet
5/8/2023 11:51,Mucunzá,-3.82744,-40.89462,male,wet
5/8/2023 12:05,Mucunzá,-3.82758,-40.8945,male,wet
5/8/2023 12:20,Mucunzá,-3.82755,-40.89468,male,wet
5/8/2023 12:25,Mucunzá,-3.82767,-40.89476,male,wet
5/8/2023 12:33,Mucunzá,-3.82755,-40.89474,male,wet
5/8/2023 12:40,Mucunzá,-3.82768,-40.89464,male,wet
5/8/2023 13:38,Mucunzá,-3.82728,-40.89425,male,wet
5/8/2023 13:52,Mucunzá,-3.82743,-40.89437,male,wet
5/8/2023 14:15,Mucunzá,-3.82693,-40.89518,male,wet
5/9/2023 8:55,João Grilo,-3.82631,-40.89269,male,wet
5/9/2023 9:44,João Grilo,-3.82675,-40.89199,male,wet
5/9/2023 9:55,João Grilo,-3.82671,-40.89195,male,wet
5/9/2023 10:18,João Grilo,-3.82717,-40.89157,male,wet
5/9/2023 10:19,João Grilo,-3.82648,-40.89181,male,wet
5/9/2023 10:26,João Grilo,-3.82695,-40.89241,male,wet
5/9/2023 10:33,João Grilo,-3.82677,-40.89195,male,wet
5/9/2023 11:47,João Grilo,-3.8271,-40.89314,male,wet
5/9/2023 11:58,João Grilo,-3.82693,-40.89303,male,wet
5/9/2023 12:12,João Grilo,-3.827,-40.89307,male,wet
5/9/2023 12:51,João Grilo,-3.82685,-40.89267,male,wet
5/9/2023 12:55,João Grilo,-3.82664,-40.89243,male,wet
5/10/2023 11:55,Fabiano,-3.82642,-40.89241,male,wet
5/10/2023 11:58,Fabiano,-3.82655,-40.8926,male,wet
5/10/2023 12:39,Fabiano,-3.82697,-40.89272,male,wet
5/10/2023 14:03,Fabiano,-3.82747,-40.8944,male,wet
5/12/2023 7:48,Maria Bonita,-3.82563,-40.89182,female,wet
5/12/2023 8:32,Maria Bonita,-3.82606,-40.8919,female,wet
5/12/2023 8:38,Maria Bonita,-3.82598,-40.89191,female,wet
5/12/2023 9:59,Maria Bonita,-3.82606,-40.89142,female,wet
5/12/2023 10:50,Maria Bonita,-3.8264,-40.89244,female,wet
5/12/2023 11:05,Maria Bonita,-3.82667,-40.89303,female,wet
5/12/2023 11:22,Maria Bonita,-3.82675,-40.89367,female,wet
5/12/2023 11:30,Maria Bonita,-3.82681,-40.89359,female,wet
5/15/2023 8:19,Chicó,-3.82648,-40.89271,male,wet
5/15/2023 8:32,Chicó,-3.82636,-40.89294,male,wet
5/15/2023 8:34,Chicó,-3.82629,-40.89288,male,wet
5/15/2023 11:28,Chicó,-3.82755,-40.89725,male,wet
5/16/2023 9:16,Baleia,-3.82706,-40.89311,female,wet
5/16/2023 9:16,Baleia,-3.82702,-40.89307,female,wet
5/16/2023 9:52,Baleia,-3.82718,-40.89344,female,wet
5/16/2023 9:57,Baleia,-3.82724,-40.89338,female,wet
5/17/2023 10:46,Fabiano,-3.82664,-40.8926,male,wet
5/18/2023 9:40,Açucena ,-3.8263,-40.89275,female ,wet
5/18/2023 9:44,Açucena ,-3.8264,-40.89259,female ,wet
5/18/2023 9:49,Açucena ,-3.82627,-40.89253,female ,wet
5/18/2023 9:55,Açucena ,-3.82624,-40.89251,female ,wet
5/18/2023 10:04,Açucena ,-3.82649,-40.89285,female ,wet
5/18/2023 10:44,Açucena,-3.82709,-40.89386,female,wet
5/18/2023 16:30,Fabiano,-3.82553,-40.90039,male,wet
6/1/2023 9:00,Canjica,-3.82496,-40.89145,male,wet
6/1/2023 10:25,Canjica,-3.82578,-40.89204,male,wet
6/1/2023 12:00,Canjica,-3.82639,-40.89322,male,wet
6/1/2023 12:25,Canjica,-3.82672,-40.8935,male,wet
6/1/2023 12:25,Canjica,-3.82665,-40.89333,male,wet
6/1/2023 12:34,Canjica,-3.82699,-40.89299,male,wet
6/1/2023 12:51,Canjica,-3.82699,-40.89299,male,wet
6/1/2023 13:04,Canjica,-3.8271,-40.89336,male,wet
6/1/2023 13:26,Canjica,-3.82729,-40.89331,male,wet
6/1/2023 13:56,Canjica,-3.82716,-40.8934,male,wet
6/1/2023 14:29,Canjica,-3.82747,-40.89441,male,wet
6/2/2023 8:32,Mucunzá,-3.82631,-40.89292,male,wet
6/2/2023 8:54,Mucunzá,-3.82646,-40.89266,male,wet
6/2/2023 9:03,Mucunzá,-3.82648,-40.89267,male,wet
6/2/2023 9:51,Mucunzá,-3.82686,-40.89243,male,wet
6/2/2023 10:16,Mucunzá,-3.82671,-40.89264,male,wet
6/2/2023 10:19,Mucunzá,-3.82666,-40.89278,male,wet
6/2/2023 10:27,Mucunzá,-3.82661,-40.89274,male,wet
6/2/2023 10:56,Mucunzá,-3.82633,-40.89307,male,wet
6/2/2023 12:02,Mucunzá,-3.82625,-40.89242,male,wet
6/2/2023 13:20,Mucunzá,-3.82589,-40.89127,male,wet
6/2/2023 13:26,Mucunzá,-3.82594,-40.89131,male,wet
6/2/2023 14:10,Mucunzá,-3.8248,-40.89134,male,wet
6/2/2023 14:10,Mucunzá,-3.82494,-40.89147,male,wet
6/3/2023 8:33,Maria Bonita,-3.82662,-40.89237,female,wet
6/3/2023 8:39,Maria Bonita,-3.82668,-40.89226,female,wet
6/3/2023 9:19,Maria Bonita,-3.8257,-40.89127,female,wet
6/3/2023 9:20,Maria Bonita,-3.82565,-40.89114,female,wet
6/3/2023 10:01,Maria Bonita,-3.8253,-40.89191,female,wet
6/3/2023 12:00,Maria Bonita,-3.82432,-40.89252,female,wet
6/3/2023 12:30,Maria Bonita,-3.82706,-40.8931,female,wet
6/3/2023 13:34,Maria Bonita,-3.82679,-40.89333,female,wet
6/3/2023 13:46,Maria Bonita,-3.82696,-40.8936,female,wet
6/3/2023 14:07,Maria Bonita,-3.82675,-40.89386,female,wet
6/6/2023 9:25,Cajuína,-3.82632,-40.89276,female,wet
6/6/2023 9:46,Cajuína,-3.82631,-40.89274,female,wet
6/6/2023 9:51,Cajuína,-3.82646,-40.89265,female,wet
6/6/2023 9:57,Cajuína,-3.82644,-40.89258,female,wet
6/6/2023 9:57,Cajuína,-3.82647,-40.89269,female,wet
6/6/2023 10:15,Cajuína,-3.82638,-40.89253,female,wet
6/6/2023 10:16,Cajuína,-3.82631,-40.89248,female,wet
6/6/2023 11:02,Cajuína,-3.82588,-40.89199,female,wet
6/6/2023 11:40,Cajuína,-3.82583,-40.89125,female,wet
6/6/2023 11:47,Cajuína,-3.8259,-40.89124,female,wet
6/6/2023 12:34,Cajuína,-3.8272,-40.89361,female,wet
6/7/2023 8:19,Xote,-3.82634,-40.8925,female,wet
6/7/2023 8:24,Xote,-3.82627,-40.89272,female,wet
6/7/2023 8:28,Xote,-3.82616,-40.89271,female,wet
6/7/2023 8:50,Xote,-3.82609,-40.89262,female,wet
6/7/2023 9:05,Xote,-3.82643,-40.89261,female,wet
6/7/2023 9:12,Xote,-3.82618,-40.89259,female,wet
6/7/2023 9:13,Xote,-3.82628,-40.8926,female,wet
6/7/2023 10:36,Xote,-3.82552,-40.89209,female,wet
6/7/2023 10:53,Xote,-3.82534,-40.89214,female,wet
6/7/2023 10:58,Xote,-3.8254,-40.89208,female,wet
6/7/2023 12:12,Xote,-3.82643,-40.89288,female,wet
6/7/2023 12:34,Xote,-3.82659,-40.89289,female,wet
6/7/2023 13:01,Xote,-3.82631,-40.89308,female,wet
6/7/2023 15:38,Xote,-3.82721,-40.8984,female,wet
6/9/2023 9:02,Baleia,-3.82628,-40.89283,female,wet
6/9/2023 9:11,Baleia,-3.82632,-40.89273,female,wet
6/9/2023 9:15,Baleia,-3.82626,-40.89271,female,wet
6/9/2023 9:25,Baleia,-3.8263,-40.89266,female,wet
6/9/2023 9:45,Baleia,-3.82649,-40.89268,female,wet
6/9/2023 9:46,Baleia,-3.82647,-40.89276,female,wet
6/9/2023 10:00,Baleia,-3.82648,-40.89253,female,wet
6/9/2023 11:07,Baleia,-3.82689,-40.89211,female,wet
6/9/2023 12:54,Baleia,-3.82563,-40.89185,female,wet
6/9/2023 13:04,Baleia,-3.82592,-40.89202,female,wet
6/9/2023 13:20,Baleia,-3.82587,-40.89193,female,wet
6/9/2023 13:25,Baleia,-3.82586,-40.892,female,wet
6/9/2023 14:21,Baleia,-3.82635,-40.89308,female,wet
6/9/2023 14:33,Baleia,-3.82632,-40.89292,female,wet
6/9/2023 15:31,Baleia,-3.82756,-40.89471,female,wet
6/9/2023 15:31,Baleia,-3.82758,-40.89474,female,wet
6/9/2023 15:31,Baleia,-3.82747,-40.89464,female,wet
6/9/2023 16:10,Baleia,-3.82758,-40.89474,female,wet
6/10/2023 9:45,Chicó,-3.82651,-40.89228,male,wet
6/10/2023 10:07,Chicó,-3.82602,-40.89198,male,wet
6/10/2023 10:17,Chicó,-3.82587,-40.89197,male,wet
6/10/2023 10:20,Chicó,-3.82614,-40.89201,male,wet
6/10/2023 10:58,Chicó,-3.8259,-40.8916,male,wet
6/10/2023 11:59,Chicó,-3.82632,-40.89283,male,wet
6/10/2023 12:01,Chicó,-3.8263,-40.89312,male,wet
6/10/2023 12:58,Chicó,-3.82714,-40.89287,male,wet
6/10/2023 14:20,Chicó,-3.82687,-40.89415,male,wet
6/10/2023 14:27,Chicó,-3.8269,-40.89424,male,wet
6/10/2023 15:18,Chicó,-3.82667,-40.8951,male,wet
6/11/2023 7:50,João Grilo,-3.82616,-40.89326,male,wet
6/11/2023 7:54,João Grilo,-3.8263,-40.89311,male,wet
6/11/2023 9:02,João Grilo,-3.82474,-40.89059,male,wet
6/11/2023 9:14,João Grilo,-3.82431,-40.89011,male,wet
6/11/2023 12:56,João Grilo,-3.82668,-40.89295,male,wet
6/11/2023 13:11,João Grilo,-3.82677,-40.89294,male,wet
6/14/2023 7:01,Tapioca,-3.8266,-40.89575,female,wet
6/14/2023 7:25,Tapioca,-3.82679,-40.89537,female,wet
6/14/2023 7:30,Tapioca,-3.82674,-40.89516,female,wet
6/14/2023 8:22,Tapioca,-3.82646,-40.89512,female,wet
6/14/2023 8:27,Tapioca,-3.8266,-40.89529,female,wet
6/14/2023 8:34,Tapioca,-3.82687,-40.89533,female,wet
6/14/2023 14:15,Mucunzá,-3.82562,-40.89136,male,wet
6/16/2023 6:51,Cuscuz,-3.82524,-40.89569,male,wet
6/16/2023 6:54,Cuscuz,-3.82597,-40.89494,male,wet
6/16/2023 6:56,Cuscuz,-3.82617,-40.89472,male,wet
6/16/2023 8:20,Cuscuz,-3.82732,-40.89489,male,wet
6/16/2023 9:46,Cuscuz,-3.82671,-40.89281,male,wet
6/16/2023 12:54,Cuscuz,-3.82666,-40.89279,male,wet
6/16/2023 13:56,Cuscuz,-3.82634,-40.89281,male,wet
6/17/2023 8:18,Maria Moura,-3.8263,-40.89306,female,wet
6/17/2023 8:35,Maria Moura,-3.82652,-40.89235,female,wet
6/17/2023 10:29,Maria Moura,-3.82566,-40.8909,female,wet
6/17/2023 11:17,Maria Moura,-3.82653,-40.89206,female,wet
6/17/2023 11:20,Maria Moura,-3.82686,-40.89223,female,wet
6/17/2023 11:21,Maria Moura,-3.82681,-40.89217,female,wet
6/17/2023 11:40,Maria Moura,-3.82691,-40.89228,female,wet
6/17/2023 12:26,Maria Moura,-3.82716,-40.89205,female,wet
6/17/2023 13:16,Maria Moura,-3.82662,-40.89242,female,wet
6/17/2023 14:45,Maria Moura,-3.82831,-40.89435,female,wet
6/18/2023 10:56,Açucena ,-3.82661,-40.8923,female ,wet
6/18/2023 11:01,Açucena ,-3.82665,-40.89237,female ,wet
6/18/2023 11:08,Açucena ,-3.82648,-40.89262,female ,wet
6/18/2023 11:29,Açucena ,-3.82663,-40.89254,female ,wet
6/18/2023 11:32,Açucena ,-3.82653,-40.89267,female ,wet
6/18/2023 11:46,Açucena ,-3.82621,-40.89247,female ,wet
6/18/2023 11:56,Açucena ,-3.82651,-40.89246,female ,wet
6/18/2023 12:16,Açucena ,-3.82691,-40.89279,female ,wet
6/18/2023 12:16,Açucena ,-3.82686,-40.89278,female ,wet
6/18/2023 13:17,Açucena ,-3.82697,-40.8933,female ,wet
6/18/2023 13:17,Açucena ,-3.82689,-40.89334,female ,wet
6/18/2023 13:36,Açucena ,-3.82696,-40.89325,female ,wet
6/18/2023 15:10,Açucena ,-3.82721,-40.89472,female ,wet
6/18/2023 15:25,Açucena ,-3.82671,-40.89532,female ,wet
6/18/2023 15:37,Açucena ,-3.82657,-40.89526,female ,wet
6/18/2023 15:37,Açucena ,-3.82654,-40.89528,female ,wet
6/18/2023 15:42,Açucena ,-3.82661,-40.89567,female ,wet
7/1/2023 7:40,Xote,-3.82607,-40.89533,female,dry
7/1/2023 7:55,Xote,-3.82623,-40.89562,female,dry
7/1/2023 8:55,Xote,-3.82758,-40.89383,female,dry
7/1/2023 9:02,Xote,-3.8276,-40.89378,female,dry
7/1/2023 9:12,Xote,-3.82806,-40.89268,female,dry
7/1/2023 14:09,Xote,-3.82688,-40.89828,female,dry
7/1/2023 14:36,Xote,-3.82579,-40.89838,female,dry
7/1/2023 14:42,Xote,-3.82596,-40.89851,female,dry
7/3/2023 7:53,Tapioca,-3.82748,-40.89639,female,dry
7/3/2023 8:33,Tapioca,-3.82733,-40.89563,female,dry
7/3/2023 8:36,Tapioca,-3.82729,-40.89562,female,dry
7/3/2023 9:08,Tapioca,-3.82737,-40.89504,female,dry
7/3/2023 9:25,Tapioca,-3.82738,-40.89497,female,dry
7/3/2023 11:53,Tapioca,-3.8262,-40.89251,female,dry
7/3/2023 13:40,Tapioca,-3.82553,-40.89208,female,dry
7/3/2023 14:41,Tapioca,-3.82649,-40.89255,female,dry
7/3/2023 14:45,Tapioca,-3.82645,-40.89243,female,dry
7/3/2023 14:52,Tapioca,-3.8266,-40.8925,female,dry
7/5/2023 8:47,Maria Moura,-3.82752,-40.89236,female,dry
7/5/2023 9:08,Maria Moura,-3.82678,-40.89253,female,dry
7/5/2023 9:38,Maria Moura,-3.82661,-40.89212,female,dry
7/5/2023 10:08,Maria Moura,-3.82583,-40.8914,female,dry
7/5/2023 11:07,Maria Moura,-3.82543,-40.89116,female,dry
7/5/2023 11:54,Maria Moura,-3.82503,-40.89151,female,dry
7/5/2023 11:58,Maria Moura,-3.82497,-40.89176,female,dry
7/5/2023 12:02,Maria Moura,-3.82483,-40.89187,female,dry
7/5/2023 14:04,Maria Moura,-3.82633,-40.89282,female,dry
7/5/2023 14:11,Maria Moura,-3.82625,-40.89275,female,dry
7/5/2023 14:14,Maria Moura,-3.8262,-40.89292,female,dry
7/5/2023 14:44,Maria Moura,-3.8269,-40.89377,female,dry
7/5/2023 15:44,Maria Moura,-3.82651,-40.89551,female,dry
7/5/2023 15:53,Maria Moura,-3.82653,-40.89549,female,dry
7/5/2023 15:57,Maria Moura,-3.8264,-40.89577,female,dry
7/7/2023 8:59,Canjica,-3.82738,-40.89502,male,dry
7/7/2023 9:10,Canjica,-3.82749,-40.89474,male,dry
7/7/2023 10:20,Canjica,-3.82681,-40.89376,male,dry
7/7/2023 10:40,Canjica,-3.82646,-40.89333,male,dry
7/7/2023 12:24,Canjica,-3.82589,-40.8921,male,dry
7/7/2023 12:37,Canjica,-3.82558,-40.89184,male,dry
7/7/2023 13:09,Canjica,-3.82575,-40.89203,male,dry
7/7/2023 13:50,Canjica,-3.82607,-40.89261,male,dry
7/7/2023 14:04,Canjica,-3.8258,-40.89283,male,dry
7/7/2023 14:36,Canjica,-3.82599,-40.89239,male,dry
7/7/2023 14:51,Canjica,-3.82641,-40.89296,male,dry
7/7/2023 15:06,Canjica,-3.82667,-40.8934,male,dry
7/7/2023 15:15,Canjica,-3.82694,-40.89375,male,dry
7/9/2023 9:24,João Grilo,-3.82679,-40.8953,male,dry
7/9/2023 9:30,João Grilo,-3.82682,-40.89529,male,dry
7/9/2023 9:39,João Grilo,-3.82691,-40.8952,male,dry
7/9/2023 9:54,João Grilo,-3.82685,-40.89509,male,dry
